zone_id,geometry
2022,POINT (-111.66262900000001 32.860115)
2056,POINT (-111.66216999999999 32.886747)
2373,POINT (-111.620951 32.836182)
2366,POINT (-111.62030700000001 32.855824)
2136,POINT (-111.64036599999999 32.857451)
2365,POINT (-111.61318100000001 32.873937)
2486,POINT (-111.613359 32.890453)
2380,POINT (-111.575837 32.770143)
2384,POINT (-111.575874 32.784263)
2385,POINT (-111.59466 32.784048)
2029,POINT (-111.581575 32.806383000000004)
2370,POINT (-111.587554 32.828334000000005)
2127,POINT (-111.559025 32.784643)
2135,POINT (-111.558273 32.80653)
2254,POINT (-111.57562800000001 32.886994)
2133,POINT (-111.57590900000001 32.860167)
2059,POINT (-111.57568400000001 32.872263000000004)
3151,POINT (-111.575699 32.839403999999995)
2371,POINT (-111.59253700000001 32.842702)
3150,POINT (-111.579668 32.846176)
3143,POINT (-111.588811 32.864127)
2490,POINT (-111.58992099999999 32.857456)
2489,POINT (-111.593014 32.886978000000006)
2112,POINT (-111.600197 32.869201000000004)
3142,POINT (-111.588926 32.872637)
3152,POINT (-111.571425 32.846382)
3149,POINT (-111.558784 32.839352000000005)
2350,POINT (-111.61055800000001 32.959795)
2347,POINT (-111.626521 32.960026)
2346,POINT (-111.610474 32.93054)
2349,POINT (-111.610424 32.945128000000004)
2320,POINT (-111.64433400000001 32.945478)
2319,POINT (-111.627126 32.9306)
2317,POINT (-111.644525 32.924898)
2500,POINT (-111.66320800000001 32.945518)
2255,POINT (-111.65580800000001 32.957091999999996)
2322,POINT (-111.64414 32.959268)
2316,POINT (-111.61408600000001 32.915187)
2596,POINT (-111.627453 32.917848)
2338,POINT (-111.627032 32.945439)
2137,POINT (-111.665945 32.996468)
2344,POINT (-111.609502 32.981475)
2011,POINT (-111.584827 32.915021)
2351,POINT (-111.58384099999999 32.960571)
2352,POINT (-111.575195 32.930479)
2348,POINT (-111.592822 32.930679999999995)
2318,POINT (-111.58371899999999 32.901402000000004)
2353,POINT (-111.59276799999999 32.945392)
2343,POINT (-111.568421 32.985717)
2345,POINT (-111.588072 32.986327)
3145,POINT (-111.52385600000001 32.831913)
2126,POINT (-111.523895 32.799614)
2103,POINT (-111.48863100000001 32.816355)
2129,POINT (-111.54061499999999 32.784861)
2128,POINT (-111.52381299999999 32.784964)
2513,POINT (-111.51315600000001 32.787147)
2503,POINT (-111.51288000000001 32.800567)
2125,POINT (-111.523655 32.814219)
3146,POINT (-111.52800800000001 32.825088)
2501,POINT (-111.512629 32.814199)
3147,POINT (-111.519581 32.824781)
3144,POINT (-111.50456899999999 32.785375)
2281,POINT (-111.524423 32.867529)
2284,POINT (-111.51271000000001 32.863126)
2060,POINT (-111.489846 32.861794)
2367,POINT (-111.52370800000001 32.83988)
2626,POINT (-111.51288000000001 32.838052000000005)
2432,POINT (-111.52364299999999 32.890762)
2433,POINT (-111.51243799999999 32.896574)
2130,POINT (-111.451053 32.792122)
2514,POINT (-111.44486699999999 32.839632)
2314,POINT (-111.451866 32.89824)
2389,POINT (-111.491588 33.008835)
2233,POINT (-111.491635 33.016622999999996)
2259,POINT (-111.442343 32.952017)
2331,POINT (-111.489484 32.995565)
2334,POINT (-111.51933600000001 32.963997)
2341,POINT (-111.532746 32.966037)
2019,POINT (-111.48917800000001 32.926756)
2326,POINT (-111.49075900000001 32.952067)
2598,POINT (-111.447259 32.963606)
2361,POINT (-111.523315 32.93385)
2360,POINT (-111.540796 32.934242)
2438,POINT (-111.51233799999999 32.914844)
2439,POINT (-111.52325400000001 32.916613)
2357,POINT (-111.515252 32.951782)
2355,POINT (-111.52388400000001 32.948818)
2621,POINT (-111.51254399999999 32.933443)
3184,POINT (-111.508772 32.952036)
2110,POINT (-111.512442 33.019057000000004)
2337,POINT (-111.51097800000001 32.968661)
2342,POINT (-111.538325 32.996428)
2333,POINT (-111.51521899999999 32.992746999999994)
2599,POINT (-111.521245 32.995096999999994)
2335,POINT (-111.513104 32.979096999999996)
2340,POINT (-111.529671 32.984390000000005)
2339,POINT (-111.53269099999999 32.976929999999996)
2332,POINT (-111.520724 32.97755)
2008,POINT (-111.498631 32.980197)
2330,POINT (-111.489677 32.966504)
2325,POINT (-111.485743 33.004569000000004)
2257,POINT (-111.45429399999999 32.926735)
2321,POINT (-111.46385900000001 32.951745)
2436,POINT (-111.46637700000001 32.993689)
2243,POINT (-111.44941899999999 33.014878)
2251,POINT (-111.42193600000002 32.998543)
2235,POINT (-111.435194 33.010153)
2327,POINT (-111.464091 32.984136)
2328,POINT (-111.463578 32.966457)
2437,POINT (-111.446983 32.978878)
2250,POINT (-111.44699399999999 32.99197)
2245,POINT (-111.44691100000001 32.984138)
2236,POINT (-111.449629 33.029565000000005)
2234,POINT (-111.460284 32.998778)
2323,POINT (-111.461408 33.011875)
2232,POINT (-111.46337700000001 33.019852)
3081,POINT (-111.42876499999998 33.019596)
2247,POINT (-111.41731499999999 33.006518)
2364,POINT (-111.31533 32.647293)
2098,POINT (-111.26255800000001 32.540428999999996)
2363,POINT (-111.37816799999999 32.577469)
2362,POINT (-111.38651999999999 32.544503000000006)
2104,POINT (-111.322378 32.537693)
2488,POINT (-111.31033799999999 32.516787)
2061,POINT (-111.304022 32.876261)
2230,POINT (-111.34698700000001 33.023317)
2062,POINT (-111.387197 32.950342)
2109,POINT (-111.351495 32.950185999999995)
2246,POINT (-111.398274 32.998776)
2253,POINT (-111.389448 32.982467)
2242,POINT (-111.394451 33.022582)
2227,POINT (-111.29435500000001 32.976036)
2138,POINT (-111.33424199999999 32.980608000000004)
3201,POINT (-111.322718 33.009691)
1510,POINT (-111.62641599999999 33.300062)
1511,POINT (-111.592123 33.297294)
2175,POINT (-111.375201 33.424007)
2215,POINT (-111.417534 33.104326)
2075,POINT (-111.415729 33.227228000000004)
2041,POINT (-111.378657 33.324556)
2084,POINT (-111.422825 33.206565000000005)
2044,POINT (-111.326508 33.367968)
2106,POINT (-111.302384 33.290107)
1926,POINT (-111.61022 33.297087)
2105,POINT (-111.41108700000001 33.155068)
2113,POINT (-111.416601 33.166096)
2238,POINT (-111.425298 33.033933000000005)
3220,POINT (-111.24928999999999 33.361778)
2578,POINT (-111.53684299999999 33.198681)
1987,POINT (-111.53765 33.240224)
2086,POINT (-111.53765200000001 33.256931)
2210,POINT (-111.534196 33.153225)
2209,POINT (-111.55158700000001 33.157934999999995)
2589,POINT (-111.53766499999999 33.16745)
2085,POINT (-111.545521 33.284428000000005)
2207,POINT (-111.48305400000001 33.154894)
3369,POINT (-111.647314 33.148125)
3079,POINT (-111.60966299999998 33.138304)
2452,POINT (-111.611046 33.126307000000004)
2040,POINT (-111.613474 33.047901)
2035,POINT (-111.63723999999999 33.123945)
2119,POINT (-111.62353799999998 33.142727)
3368,POINT (-111.61547900000001 33.154086)
2479,POINT (-111.58874099999998 33.119820000000004)
2042,POINT (-111.57176499999998 33.138253000000006)
2197,POINT (-111.587347 33.137526)
2194,POINT (-111.588974 33.151924)
1586,POINT (-111.66036499999998 33.226775)
1952,POINT (-111.643124 33.226821)
1590,POINT (-111.62518 33.221918)
1591,POINT (-111.603798 33.215256)
1941,POINT (-111.60881599999999 33.255869)
1949,POINT (-111.60951399999999 33.234812)
1955,POINT (-111.607386 33.229005)
1593,POINT (-111.605851 33.200714000000005)
2034,POINT (-111.605331 33.183168)
2866,POINT (-111.646805 33.179976)
1959,POINT (-111.64311699999999 33.212251)
2182,POINT (-111.609268 33.192561)
1962,POINT (-111.66035500000001 33.212156)
2359,POINT (-111.66336000000001 33.198427)
3370,POINT (-111.62478300000001 33.167326)
2358,POINT (-111.633141 33.195896999999995)
1583,POINT (-111.64336999999999 33.270524)
1584,POINT (-111.65868400000001 33.260188)
2851,POINT (-111.645329 33.255824)
1940,POINT (-111.62603899999999 33.255899)
1585,POINT (-111.66044 33.241334)
1944,POINT (-111.64269099999999 33.24143)
2852,POINT (-111.661068 33.267835)
1512,POINT (-111.660793 33.285263)
1931,POINT (-111.643048 33.284213)
1592,POINT (-111.623199 33.239309000000006)
2722,POINT (-111.62808100000001 33.230934000000005)
2850,POINT (-111.63166000000001 33.251011)
1589,POINT (-111.630192 33.243971)
1587,POINT (-111.62621999999999 33.270393)
1936,POINT (-111.608994 33.270315000000004)
1513,POINT (-111.626372 33.284918)
1932,POINT (-111.60915 33.284766999999995)
2033,POINT (-111.564749 33.183257)
2199,POINT (-111.57333999999999 33.199412)
2183,POINT (-111.589649 33.193982)
2123,POINT (-111.597784 33.17003)
2115,POINT (-111.58021399999998 33.213428)
2204,POINT (-111.558348 33.169472)
1989,POINT (-111.554975 33.210184000000005)
3200,POINT (-111.554667 33.226619)
2476,POINT (-111.553618 33.197646)
2031,POINT (-111.56741299999999 33.215894)
1942,POINT (-111.591664 33.255835999999995)
1983,POINT (-111.55449399999999 33.262788)
1594,POINT (-111.57188700000002 33.254813)
1980,POINT (-111.57467700000001 33.290946999999996)
2474,POINT (-111.57359299999999 33.271365)
1588,POINT (-111.59525900000001 33.239129999999996)
1937,POINT (-111.591471 33.270352)
1933,POINT (-111.59186499999998 33.284634999999994)
2080,POINT (-111.555186 33.240604)
2185,POINT (-111.57391799999999 33.234604)
1321,POINT (-111.470522 33.0561)
2212,POINT (-111.48668400000001 33.131969)
2218,POINT (-111.50408300000001 33.102295)
1997,POINT (-111.494299 33.096117)
2108,POINT (-111.486174 33.036325)
2260,POINT (-111.512279 33.031231)
2225,POINT (-111.51131799999999 33.077940999999996)
1999,POINT (-111.49982 33.051336)
2267,POINT (-111.49858200000001 33.04029)
2477,POINT (-111.526801 33.139958)
2037,POINT (-111.511152 33.125859000000005)
2224,POINT (-111.48496899999999 33.111203)
2211,POINT (-111.49678 33.140184999999995)
2036,POINT (-111.50184099999998 33.153563)
2217,POINT (-111.44383300000001 33.062146999999996)
2221,POINT (-111.42398600000001 33.070318)
2237,POINT (-111.458047 33.041340999999996)
2064,POINT (-111.473013 33.081817)
2216,POINT (-111.45113 33.076453)
2004,POINT (-111.423658 33.04701)
1988,POINT (-111.42706499999998 33.13622)
2220,POINT (-111.440886 33.100804)
2208,POINT (-111.45126499999999 33.154648)
2205,POINT (-111.447997 33.132805)
2065,POINT (-111.46139299999999 33.100968)
2219,POINT (-111.46773600000002 33.111290000000004)
1995,POINT (-111.46501 33.130355)
2206,POINT (-111.430907 33.151382)
1986,POINT (-111.51675700000001 33.227638)
2196,POINT (-111.519548 33.196884000000004)
2431,POINT (-111.50281299999999 33.194924)
2079,POINT (-111.480124 33.20064)
2000,POINT (-111.501278 33.202462)
1993,POINT (-111.530975 33.184876)
3219,POINT (-111.52232099999999 33.169801)
2195,POINT (-111.53769399999999 33.212062)
2416,POINT (-111.52113 33.210645)
3218,POINT (-111.50141200000002 33.169213)
2784,POINT (-111.501576 33.183156)
1994,POINT (-111.48276499999999 33.169771000000004)
2077,POINT (-111.517622 33.262377)
2063,POINT (-111.491344 33.231013)
3109,POINT (-111.516772 33.241476)
1985,POINT (-111.454476 33.168896999999994)
1441,POINT (-111.649373 33.429581)
1445,POINT (-111.623305 33.429511)
1431,POINT (-111.672533 33.429235999999996)
1447,POINT (-111.605861 33.42949)
1449,POINT (-111.5886 33.429497999999995)
1596,POINT (-111.554065 33.429505999999996)
1603,POINT (-111.53672900000001 33.415058)
2152,POINT (-111.53641599999999 33.400356)
1606,POINT (-111.485717 33.423741)
2145,POINT (-111.571991 33.429587)
2142,POINT (-111.52023100000001 33.429695)
2144,POINT (-111.53997700000001 33.430649)
2150,POINT (-111.53738500000001 33.390735)
1602,POINT (-111.52800500000001 33.443419)
2092,POINT (-111.53406100000001 33.352655)
2271,POINT (-111.52226999999999 33.347916999999995)
1498,POINT (-111.661607 33.361181)
561,POINT (-111.60928500000001 33.357191)
1505,POINT (-111.609486 33.371643)
1617,POINT (-111.59188799999998 33.357073)
1910,POINT (-111.609872 33.341901)
1916,POINT (-111.609328 33.327187)
1922,POINT (-111.608979 33.312977000000004)
2787,POINT (-111.60837 33.302849)
1448,POINT (-111.60593200000001 33.418654)
1482,POINT (-111.59676100000001 33.411788)
1483,POINT (-111.606052 33.40052)
1484,POINT (-111.606067 33.389895)
1485,POINT (-111.60790800000001 33.382712)
1507,POINT (-111.62742800000001 33.356345000000005)
1501,POINT (-111.639948 33.354203999999996)
1106,POINT (-111.642526 33.317738)
1502,POINT (-111.64238200000001 33.342908)
2785,POINT (-111.6432 33.328533)
1508,POINT (-111.62686000000001 33.328364)
1927,POINT (-111.65625800000001 33.304526)
1499,POINT (-111.65792900000001 33.343096)
1043,POINT (-111.669063 33.326126)
1496,POINT (-111.649804 33.325469)
1921,POINT (-111.62463999999999 33.315746999999995)
1908,POINT (-111.627398 33.342778)
1473,POINT (-111.656345 33.389975)
1478,POINT (-111.63547700000001 33.40056)
1500,POINT (-111.64169 33.375596)
1480,POINT (-111.62336 33.389788)
3299,POINT (-111.641333 33.382842)
3300,POINT (-111.640302 33.389767)
1474,POINT (-111.656383 33.382881)
1497,POINT (-111.661575 33.372292)
1471,POINT (-111.658106 33.41152)
1472,POINT (-111.65810900000001 33.400582)
1476,POINT (-111.643708 33.400548)
1442,POINT (-111.65805900000001 33.418787)
1475,POINT (-111.642816 33.411471)
1444,POINT (-111.641423 33.418759)
1504,POINT (-111.626778 33.371745000000004)
1481,POINT (-111.625251 33.382655)
1609,POINT (-111.64044399999999 33.368503000000004)
1319,POINT (-111.63979199999999 33.361270000000005)
1446,POINT (-111.62483600000002 33.418719)
1479,POINT (-111.62336599999999 33.400529)
1477,POINT (-111.621829 33.411445)
2139,POINT (-111.574529 33.3283)
1509,POINT (-111.593135 33.328152)
2154,POINT (-111.573792 33.356537)
1923,POINT (-111.592118 33.313654)
2788,POINT (-111.59201499999999 33.303184)
1909,POINT (-111.59403300000001 33.342208)
2120,POINT (-111.54775900000001 33.320679)
2519,POINT (-111.55426399999999 33.355321999999994)
1487,POINT (-111.588699 33.389905)
1599,POINT (-111.57086699999999 33.400457)
2141,POINT (-111.57198999999999 33.418803000000004)
2153,POINT (-111.571891 33.411506)
2122,POINT (-111.57196 33.390233)
2151,POINT (-111.55463300000001 33.390384000000005)
1506,POINT (-111.58994399999999 33.37167)
1488,POINT (-111.590994 33.382647)
2460,POINT (-111.578084 33.381336)
1450,POINT (-111.588581 33.418708)
1486,POINT (-111.58861100000001 33.400409)
2839,POINT (-111.58207900000001 33.418746)
1974,POINT (-111.57466699999999 33.369468)
2155,POINT (-111.555104 33.382715999999995)
2516,POINT (-111.54595400000001 33.364461)
2159,POINT (-111.55939 33.360690999999996)
2121,POINT (-111.56976 33.382449)
2491,POINT (-111.566268 33.376402)
2140,POINT (-111.552457 33.374282)
1598,POINT (-111.55389699999999 33.411595)
1600,POINT (-111.55394299999999 33.400409)
1597,POINT (-111.553867 33.418628000000005)
3072,POINT (-111.59196899999999 33.484432)
1433,POINT (-111.657855 33.458764)
1436,POINT (-111.640257 33.458724)
1437,POINT (-111.64066499999998 33.443740999999996)
1432,POINT (-111.63718700000001 33.478464)
1438,POINT (-111.619565 33.472951)
1434,POINT (-111.657948 33.444115999999994)
2726,POINT (-111.656263 33.479189)
1613,POINT (-111.67298400000001 33.458822999999995)
1439,POINT (-111.62464299999999 33.444053000000004)
1443,POINT (-111.63623999999999 33.431432)
2700,POINT (-111.55471999999999 33.458814000000004)
2699,POINT (-111.571652 33.458649)
1440,POINT (-111.59721 33.452851)
1595,POINT (-111.55473400000001 33.443212)
2143,POINT (-111.57202099999999 33.442834000000005)
2568,POINT (-111.490232 33.350095)
2093,POINT (-111.48052 33.353904)
2083,POINT (-111.46021100000002 33.358140999999996)
2275,POINT (-111.511052 33.351271999999994)
1604,POINT (-111.519775 33.39165)
2158,POINT (-111.50608600000001 33.382363)
2147,POINT (-111.50386499999999 33.396153000000005)
1608,POINT (-111.50692099999999 33.375168)
2214,POINT (-111.50696200000002 33.362928000000004)
2564,POINT (-111.514936 33.369063)
2157,POINT (-111.51845900000001 33.382604)
2090,POINT (-111.520366 33.358374)
2468,POINT (-111.530367 33.366994)
2156,POINT (-111.537623 33.381994)
1975,POINT (-111.540429 33.375581)
2161,POINT (-111.52238899999999 33.375268)
2046,POINT (-111.52004099999999 33.415212)
2146,POINT (-111.518128 33.402764000000005)
2160,POINT (-111.48978799999999 33.373876)
2222,POINT (-111.49803200000001 33.366428000000006)
2213,POINT (-111.498994 33.373581)
2521,POINT (-111.486764 33.366246000000004)
1998,POINT (-111.479302 33.399522999999995)
2045,POINT (-111.50310800000001 33.415825)
2071,POINT (-111.469022 33.309243)
2258,POINT (-111.472577 33.334278999999995)
2082,POINT (-111.44591399999999 33.349462)
1607,POINT (-111.472369 33.392067)
2455,POINT (-111.46991399999999 33.365603)
2176,POINT (-111.45284099999999 33.365615999999996)
2701,POINT (-111.531783 33.459912)
2148,POINT (-111.48357800000001 33.443521000000004)
2149,POINT (-111.50381100000001 33.431226)
2067,POINT (-111.33898500000001 33.082333)
2229,POINT (-111.374468 33.034314)
2241,POINT (-111.39032900000001 33.039379)
2239,POINT (-111.39164199999999 33.049199)
2203,POINT (-111.384056 33.071839000000004)
2089,POINT (-111.37720800000001 33.134980999999996)
2231,POINT (-111.339353 33.065409)
717,POINT (-111.28935 33.185586)
2070,POINT (-111.366354 33.239268)
2087,POINT (-111.37095900000001 33.177631)
2223,POINT (-111.35668500000001 33.282382)
3,POINT (-110.92233300000001 32.494856)
2096,POINT (-110.55498600000001 33.010551)
2571,POINT (-110.53080700000001 32.836285)
4,POINT (-110.72668600000002 33.096419)
2201,POINT (-110.941376 32.972137)
2191,POINT (-110.87388999999999 32.533304)
3385,POINT (-110.90026 32.522384)
2190,POINT (-110.93001100000001 32.610326)
2381,POINT (-110.70601200000002 32.620266)
2116,POINT (-110.754287 32.671732)
2368,POINT (-110.780826 32.580696)
2171,POINT (-110.694978 32.729353)
2118,POINT (-110.69328999999999 32.692832)
2172,POINT (-110.66053400000001 32.726207)
2117,POINT (-110.635326 32.720464)
2173,POINT (-110.63115800000001 32.755277)
2168,POINT (-110.72274499999999 32.883210999999996)
2587,POINT (-110.77823500000001 32.946476000000004)
3423,POINT (-110.778346 32.998248)
2169,POINT (-110.72406200000002 32.970552000000005)
2572,POINT (-110.73585 32.922859)
2187,POINT (-110.753576 32.948440000000005)
2354,POINT (-110.714754 32.924324)
2293,POINT (-110.71984499999999 33.011608)
2107,POINT (-111.106678 33.293796)
2188,POINT (-110.94949199999999 33.171946999999996)
1984,POINT (-111.128518 33.170708000000005)
1978,POINT (-111.104114 33.281452)
2170,POINT (-110.89865900000001 33.066728999999995)
2198,POINT (-110.904665 33.045834)
2584,POINT (-110.911795 33.054095000000004)
2174,POINT (-111.137449 33.364143)
5,POINT (-110.93116699999999 33.367608000000004)
3424,POINT (-110.972504 33.351058)
2192,POINT (-110.578401 32.552681)
2705,POINT (-113.242429 33.589397)
411,POINT (-113.266522 33.806776)
3353,POINT (-113.24511899999999 33.896587)
12,POINT (-113.401547 33.576491)
2718,POINT (-113.256947 33.686105)
11,POINT (-113.353577 33.881219)
2973,POINT (-112.22824399999999 33.928301)
2399,POINT (-112.193469 33.689029)
376,POINT (-112.194204 33.675884)
377,POINT (-112.19393400000001 33.660782)
378,POINT (-112.193894 33.646268)
383,POINT (-112.19354299999999 33.631832)
385,POINT (-112.19418200000001 33.60326)
386,POINT (-112.193688 33.588966)
437,POINT (-112.193799 33.57448)
519,POINT (-112.19465500000001 33.727556)
2862,POINT (-112.198452 33.612924)
520,POINT (-112.190564 33.70528)
2094,POINT (-112.206268 33.889689000000004)
1624,POINT (-112.18513999999999 33.774048)
484,POINT (-112.185116 33.752557)
1729,POINT (-112.75259299999999 33.672045000000004)
9,POINT (-112.82241299999998 34.087534999999995)
2689,POINT (-112.701393 34.022892)
1654,POINT (-112.717335 33.982579)
10,POINT (-112.888268 34.086655)
109,POINT (-112.734176 33.647061)
1753,POINT (-112.745498 33.610803000000004)
3243,POINT (-112.784675 33.711495)
3337,POINT (-112.739175 33.917471)
2703,POINT (-112.883227 33.836742)
3355,POINT (-113.10335 33.631402)
2702,POINT (-113.11674199999999 33.795657)
2789,POINT (-113.197076 33.961174)
3354,POINT (-113.080054 33.976059)
3352,POINT (-113.097825 33.912556)
3113,POINT (-113.09595900000001 34.035072)
2686,POINT (-112.962507 33.600590999999994)
2800,POINT (-112.89986100000002 33.570903)
2706,POINT (-112.976745 33.688878)
1743,POINT (-112.95852 33.772121000000006)
1739,POINT (-112.783718 33.666373)
1772,POINT (-112.76316200000001 33.570146)
1760,POINT (-112.775016 33.616417999999996)
1763,POINT (-112.84626599999999 33.590412)
1766,POINT (-112.815789 33.572776)
3341,POINT (-112.838824 33.602994)
3348,POINT (-112.793451 33.573955)
1756,POINT (-112.79756100000002 33.599574)
3349,POINT (-112.81544199999999 33.599734999999995)
1757,POINT (-112.826149 33.638296000000004)
1723,POINT (-112.83091999999999 33.676695)
2681,POINT (-112.784252 33.79732)
108,POINT (-112.76225900000001 33.943292)
2790,POINT (-112.93009099999999 33.97076)
3111,POINT (-112.93399199999999 34.02855)
2795,POINT (-112.930259 33.918524)
105,POINT (-112.7652 33.823753)
3336,POINT (-112.825802 33.918028)
3112,POINT (-112.822882 34.045035999999996)
3251,POINT (-112.82366999999999 34.018491)
2792,POINT (-112.753752 33.973964)
2791,POINT (-112.7812 33.97229)
2794,POINT (-112.78353200000001 33.952672)
2793,POINT (-112.72924599999999 33.959915)
3110,POINT (-112.73522 33.97831)
152,POINT (-112.544509 33.829368)
298,POINT (-112.377022 33.809953)
307,POINT (-112.298387 33.818103)
1636,POINT (-112.40208100000001 33.80455)
2855,POINT (-112.39610900000001 33.989412)
2388,POINT (-112.455735 33.586906)
1648,POINT (-112.599258 33.796690999999996)
463,POINT (-112.22013000000001 33.815447)
2831,POINT (-112.470301 33.623173)
1674,POINT (-112.456092 33.759302000000005)
2017,POINT (-112.45160800000001 33.573508000000004)
1741,POINT (-112.59709199999999 33.65423)
1720,POINT (-112.54031 33.68613)
1711,POINT (-112.62481299999999 33.695654)
1717,POINT (-112.669077 33.691563)
2719,POINT (-112.56433700000001 33.6782)
1734,POINT (-112.59536899999999 33.667759999999994)
2829,POINT (-112.65618799999999 33.588353999999995)
116,POINT (-112.635244 33.597015)
3245,POINT (-112.64883999999999 33.631467)
1771,POINT (-112.69715900000001 33.5957)
1781,POINT (-112.692796 33.571227)
1785,POINT (-112.719232 33.567846)
114,POINT (-112.721369 33.592552000000005)
1780,POINT (-112.66986100000001 33.573979)
1979,POINT (-112.67940300000001 33.594239)
1768,POINT (-112.677451 33.616982)
2244,POINT (-112.69914399999999 33.626717)
113,POINT (-112.66344199999999 33.648536)
1754,POINT (-112.71986499999998 33.621005)
1737,POINT (-112.70441000000001 33.648073)
1752,POINT (-112.672477 33.633138)
112,POINT (-112.657284 33.666336)
1740,POINT (-112.62581999999999 33.648483)
2682,POINT (-112.625924 33.667325)
1722,POINT (-112.59522700000001 33.682414)
107,POINT (-112.70840600000001 33.777069)
1670,POINT (-112.59685400000001 33.759021999999995)
1669,POINT (-112.64265400000001 33.750556)
3430,POINT (-112.663219 33.769514)
3428,POINT (-112.672574 33.795516)
3429,POINT (-112.67884 33.767398)
3444,POINT (-112.616322 33.760386)
1690,POINT (-112.71563799999998 33.702329)
111,POINT (-112.66173300000001 33.720129)
1703,POINT (-112.59553600000001 33.707011)
1705,POINT (-112.627544 33.716648)
1693,POINT (-112.597151 33.731264)
3227,POINT (-112.614275 33.731525)
1660,POINT (-112.599112 33.774905)
3445,POINT (-112.616294 33.796707)
3427,POINT (-112.65551699999999 33.798527)
2680,POINT (-112.626508 33.786922)
3078,POINT (-112.54424399999999 33.614627)
3261,POINT (-112.566896 33.576336)
159,POINT (-112.548097 33.649564)
1733,POINT (-112.56620600000001 33.667883)
1732,POINT (-112.540196 33.668039)
148,POINT (-112.472136 33.573196)
3440,POINT (-112.48695 33.575982)
3141,POINT (-112.47260800000001 33.558717)
3447,POINT (-112.46578000000001 33.58408)
147,POINT (-112.469819 33.602381)
161,POINT (-112.503506 33.6449)
1730,POINT (-112.496342 33.674208)
1731,POINT (-112.521326 33.667485)
2714,POINT (-112.50318999999999 33.664097)
2713,POINT (-112.46786200000001 33.645491)
2721,POINT (-112.48713500000001 33.623757)
1742,POINT (-112.48828200000001 33.649187)
1728,POINT (-112.468179 33.658671999999996)
2712,POINT (-112.475275 33.675653999999994)
2826,POINT (-112.53466399999999 33.800314)
1702,POINT (-112.52828600000001 33.703435999999996)
2715,POINT (-112.521152 33.688503000000004)
1697,POINT (-112.52473799999999 33.733312)
1667,POINT (-112.52104399999999 33.762332)
1671,POINT (-112.57546599999999 33.758484)
2796,POINT (-112.527184 33.715526000000004)
2707,POINT (-112.57429599999999 33.702459999999995)
157,POINT (-112.56736799999999 33.716602)
158,POINT (-112.563781 33.687279)
1694,POINT (-112.57703799999999 33.731328999999995)
1695,POINT (-112.559671 33.731322)
1684,POINT (-112.542193 33.745816999999995)
1696,POINT (-112.54086299999999 33.730267)
1659,POINT (-112.56833200000001 33.774912)
1661,POINT (-112.54171399999998 33.775090999999996)
1673,POINT (-112.54218600000002 33.760383000000004)
154,POINT (-112.558002 33.759446999999994)
153,POINT (-112.54451200000001 33.785278999999996)
1706,POINT (-112.49578999999999 33.717781)
1714,POINT (-112.49633500000002 33.694191)
1689,POINT (-112.473697 33.720239)
1691,POINT (-112.51026999999999 33.730191999999995)
1680,POINT (-112.512824 33.746064000000004)
160,POINT (-112.4684 33.694243)
1686,POINT (-112.49010600000001 33.73339)
1677,POINT (-112.464312 33.736436)
1687,POINT (-112.47441599999999 33.729884000000006)
1663,POINT (-112.49134199999999 33.771159999999995)
155,POINT (-112.490297 33.796669)
1662,POINT (-112.506685 33.771608)
1672,POINT (-112.481121 33.757742)
150,POINT (-112.585959 33.870768)
1642,POINT (-112.60026599999999 33.846804)
3338,POINT (-112.65749299999999 33.942849)
149,POINT (-112.61848 33.879442)
1280,POINT (-112.649197 33.843342)
151,POINT (-112.613408 33.826745)
2798,POINT (-112.492846 33.884749)
1643,POINT (-112.47845900000002 33.819127)
342,POINT (-112.228406 33.688866)
165,POINT (-112.43318300000001 33.684132)
190,POINT (-112.333253 33.631209000000005)
192,POINT (-112.346526 33.689813)
240,POINT (-112.334725 33.618044)
245,POINT (-112.333041 33.572775)
246,POINT (-112.332472 33.558237)
335,POINT (-112.26666399999999 33.688871)
338,POINT (-112.24564299999999 33.688841)
371,POINT (-112.211051 33.688978000000006)
1683,POINT (-112.331971 33.754135)
1779,POINT (-112.333401 33.587101000000004)
1726,POINT (-112.43818999999999 33.696259000000005)
309,POINT (-112.32454299999999 33.768876)
311,POINT (-112.33473500000001 33.738208)
332,POINT (-112.284023 33.688815000000005)
3334,POINT (-112.328849 33.601718)
3335,POINT (-112.330801 33.611963)
3390,POINT (-112.29524199999999 33.689056)
3392,POINT (-112.31571399999999 33.678164)
175,POINT (-112.43488 33.616911)
178,POINT (-112.400922 33.631194)
179,POINT (-112.40083 33.616652)
180,POINT (-112.402469 33.602451)
181,POINT (-112.40153600000001 33.587613)
183,POINT (-112.385228 33.616649)
186,POINT (-112.35000500000001 33.61622)
1764,POINT (-112.367874 33.616492)
2814,POINT (-112.452225 33.617016)
2877,POINT (-112.401521 33.562802000000005)
2875,POINT (-112.401953 33.57345)
194,POINT (-112.38928899999999 33.677617)
3115,POINT (-112.398338 33.646640999999995)
238,POINT (-112.43676699999999 33.558429)
177,POINT (-112.43441499999999 33.587949)
396,POINT (-112.43425400000001 33.573122)
176,POINT (-112.438202 33.602431)
3431,POINT (-112.422327 33.587435)
174,POINT (-112.454008 33.601997)
400,POINT (-112.41388300000001 33.571536)
3325,POINT (-112.41372700000001 33.616713)
3329,POINT (-112.413932 33.58787)
