WKT,FID,APN,DBT_BEGIN,BEGIN_DATE,FLOOR,ADDRESS,AREA,Shape_Leng,SHAPE_Le_1,SHAPE_Area
"MULTIPOLYGON (((-12462001.1392 3950416.0992,-12462001.1083 3950405.8351,-12462024.1575 3950406.0855,-12462024.188 3950416.3493,-12462001.1392 3950416.0992)))","672948","12466794",2008/06/09,1900/01/01,"1",1319 S MITCHELL DR,1769.000000000000000,182.370531900000003,66.628708784835695,1769.114721390000113
"MULTIPOLYGON (((-12458325.9981 3950662.5308,-12458325.6626 3950619.6306,-12458348.3439 3950619.6418,-12458348.6165 3950662.542,-12458325.9981 3950662.5308)))","675490","13262042",2008/04/30,1900/01/01,"1",1345 E HALL ST,7266.000000000000000,358.253740336000021,131.102283484425243,7266.249871500000154
"MULTIPOLYGON (((-12461718.0638 3950734.8789,-12461710.5752 3950734.881,-12461710.5729 3950726.9283,-12461706.5407 3950726.9295,-12461706.5403 3950725.4522,-12461716.5119 3950725.4495,-12461716.5112 3950722.823,-12461710.5792 3950722.8247,-12461710.578 3950718.5369,-12461722.5087 3950718.5336,-12461722.5135 3950736.0992,-12461718.0642 3950736.1006,-12461718.0638 3950734.8789)))","675889","12470159",2008/06/09,1900/01/01,"1",427 W HOWE ST,1427.000000000000000,215.912073504000006,78.936003124995239,1427.360449040000049
"MULTIPOLYGON (((-12458817.4007 3950511.5398,-12458894.0785 3950510.4301,-12458913.1334 3950520.8301,-12458917.783 3950525.8059,-12458920.3415 3950527.0431,-12458937.0564 3950544.9523,-12458937.5137 3950589.8172,-12458880.2982 3950568.9603,-12458818.2973 3950570.5212,-12458817.4007 3950511.5398)))","676255",13273132E,2008/04/30,2005/10/18,"1",1212 E APACHE BLVD,51971.000000000000000,983.196308627000008,359.318088084467718,51971.466705400001956
"MULTIPOLYGON (((-12460490.4317 3951973.0004,-12460490.5201 3951954.5151,-12460530.5977 3951973.9788,-12460530.5163 3951992.4498,-12460490.4317 3951973.0004)))","676551","13224002",2008/06/05,1900/01/01,"1",,5549.000000000000000,344.814039643000001,126.064535017526111,5549.496506229999795
"MULTIPOLYGON (((-12461453.7851 3950891.9822,-12461458.931 3950891.9108,-12461458.9059 3950893.4808,-12461460.1079 3950893.4742,-12461460.1863 3950907.2673,-12461453.8561 3950907.3171,-12461453.7851 3950891.9822)))","677529","13245109",2008/06/09,1900/01/01,"1",1028 S ASH AVE  2,712.000000000000000,118.501732297000004,43.377397132759810,711.921009325999989
"MULTIPOLYGON (((-12458972.5907 3950823.6719,-12458973.2944 3950758.1507,-12458998.404 3950758.7291,-12458997.4728 3950824.2201,-12458972.5907 3950823.6719)))","678189","13273154",2008/04/30,1900/01/01,"1",1122 E LEMON ST,12247.000000000000000,494.512256980000018,181.026997738311820,12247.529679600000236
"MULTIPOLYGON (((-12461337.6472 3951960.0542,-12461334.1091 3951960.0551,-12461334.098 3951946.8615,-12461341.1773 3951946.8017,-12461344.2026 3951946.801,-12461344.2039 3951952.5065,-12461343.892 3951952.5066,-12461343.8923 3951953.9609,-12461343.2469 3951953.961,-12461343.2482 3951959.2958,-12461341.4702 3951959.2963,-12461341.4707 3951961.3653,-12461337.6475 3951961.3662,-12461337.6472 3951960.0542)))","678538","13229331",2008/06/05,1900/01/01,"1",154 W 5TH ST,980.000000000000000,134.664036769999996,49.270658054006979,979.611406019000015
"MULTIPOLYGON (((-12461749.989 3951515.0133,-12461749.9402 3951506.003,-12461766.5134 3951505.8136,-12461766.5148 3951510.8239,-12461764.9192 3951511.6106,-12461764.9784 3951515.0772,-12461763.4395 3951515.1036,-12461749.989 3951515.0133)))","678740","12433109",2008/06/04,1900/01/01,"1",510 W UNIVERSITY DR  105,1088.000000000000000,139.089895933000008,50.831048207117917,1087.566901720000033
"MULTIPOLYGON (((-12460948.6854 3951996.1152,-12460957.8071 3951996.0416,-12460966.9286 3951995.9678,-12460976.0503 3951995.8942,-12460985.1718 3951995.8204,-12460985.2216 3952010.4838,-12460976.1001 3952010.5574,-12460966.9784 3952010.6312,-12460957.8569 3952010.7048,-12460948.7352 3952010.7786,-12460948.6854 3951996.1152)))","680013",13228003A,2008/06/05,1900/01/01,"1",60 E 5TH ST,4000.000000000000000,280.002600207999990,102.302151001891446,4000.005018489999657
"MULTIPOLYGON (((-12461752.8304 3951708.4306,-12461752.8196 3951702.8098,-12461782.9028 3951702.8763,-12461782.8905 3951708.497,-12461752.8304 3951708.4306)))","681506","12433283",2008/07/30,2008/06/04,"1",608 S WILSON ST,1264.000000000000000,195.505168918000010,71.384970673751283,1263.747740159999921
"MULTIPOLYGON (((-12461174.9204 3951091.1369,-12461225.9936 3951090.3775,-12461226.1632 3951108.7048,-12461175.0898 3951109.4642,-12461174.9204 3951091.1369)))","681587","13242043",2008/06/09,1900/01/01,"1",923 S MAPLE AVE,7000.000000000000000,380.005914528000005,138.814058350285450,7000.108250999999655
"MULTIPOLYGON (((-12461768.1751 3950458.2125,-12461766.9147 3950458.0962,-12461765.6933 3950457.7628,-12461764.5477 3950457.2223,-12461763.5122 3950456.491,-12461762.6181 3950455.591,-12461761.8922 3950454.5493,-12461761.3565 3950453.3972,-12461761.027 3950452.1695,-12461760.9136 3950450.903,-12461760.8328 3950422.8599,-12461786.6029 3950422.9902,-12461786.8497 3950458.3022,-12461768.1751 3950458.2125)))","681600","12465017",2008/06/09,1900/01/01,"1",501 W 13TH ST,6740.000000000000000,325.940743182999995,119.219136330304693,6740.424503760000334
"MULTIPOLYGON (((-12458677.6641 3950936.8059,-12458677.6704 3950912.6331,-12458720.8954 3950913.2076,-12458720.8958 3950937.0671,-12458677.6641 3950936.8059)))","682021","13273160",2008/04/30,1900/01/01,"1",1007 S MARIANA ST,7763.000000000000000,368.024031718000003,134.493607534336974,7763.153522829999929
"MULTIPOLYGON (((-12462005.3536 3952221.6549,-12461991.026 3952221.6648,-12461990.801 3952161.1211,-12461990.7931 3952158.968,-12462012.686 3952159.0212,-12462012.919 3952221.683,-12462005.3536 3952221.6549)))","682798","12431004",2008/08/05,2008/04/15,"1",612 W 3RD ST,10257.000000000000000,461.962706185999991,169.145486009560813,10257.058457999999519
"MULTIPOLYGON (((-12461663.4768 3950499.4504,-12461663.4525 3950480.801,-12461732.7695 3950481.1344,-12461732.794 3950499.8427,-12461663.4768 3950499.4504)))","683488","12470032",2008/06/09,1900/01/01,"1",1233 S WILSON ST,9682.000000000000000,481.928706685000009,175.993843757570914,9682.460980010000640
"MULTIPOLYGON (((-12461302.5431 3950408.3105,-12461352.8863 3950407.8189,-12461353.0054 3950426.4394,-12461329.8402 3950426.6657,-12461302.6621 3950426.931,-12461302.5431 3950408.3105)))","684787","13318024",2008/06/09,1900/01/01,"1",1313 S ASH AVE,7011.000000000000000,377.606190706000007,137.933061485318177,7010.742760619999899
"MULTIPOLYGON (((-12458512.5001 3950823.8362,-12458504.4477 3950823.8093,-12458504.5683 3950785.278,-12458527.5526 3950785.355,-12458527.4321 3950823.8863,-12458512.5001 3950823.8362)))","684946","13262014",2008/04/30,1900/01/01,"1",1316 E LEMON ST,6623.000000000000000,336.239929277999977,123.031935111868918,6622.545791989999998
"MULTIPOLYGON (((-12461940.9053 3950171.9652,-12461940.657 3950136.5048,-12461966.0519 3950136.6305,-12461966.1355 3950164.6892,-12461966.0483 3950165.8414,-12461965.7819 3950166.9656,-12461965.343 3950168.0338,-12461964.7425 3950169.0193,-12461963.9952 3950169.8979,-12461963.1199 3950170.6475,-12461962.1382 3950171.2496,-12461961.0745 3950171.6892,-12461959.9552 3950171.9554,-12461958.8082 3950172.0416,-12461940.9053 3950171.9652)))","685297","12465093",2008/06/09,1900/01/01,"1",543 W 15TH ST,6627.000000000000000,323.549691859000006,118.347273725236363,6626.552412480000385
"MULTIPOLYGON (((-12461641.4631 3951680.7461,-12461641.4699 3951678.8831,-12461641.4541 3951666.1008,-12461632.5338 3951666.112,-12461623.599 3951666.1232,-12461618.6481 3951666.1294,-12461618.6347 3951655.2864,-12461623.5855 3951655.2803,-12461632.5203 3951655.2691,-12461641.4405 3951655.2579,-12461641.4247 3951642.4757,-12461642.5151 3951642.4744,-12461642.5043 3951633.7095,-12461641.4138 3951633.7109,-12461641.398 3951620.9287,-12461632.4777 3951620.9399,-12461623.543 3951620.9511,-12461614.6227 3951620.9623,-12461614.6386 3951633.7443,-12461612.792 3951633.7466,-12461612.7737 3951619.0112,-12461625.11 3951619.1131,-12461643.353 3951619.1671,-12461643.3696 3951680.7517,-12461641.4631 3951680.7461)))","686080","12433410",2019/01/07,2018/12/13,"1",,3220.000000000000000,704.721242105999977,257.820649053613749,3235.523295259999941
"MULTIPOLYGON (((-12461923.5272 3951096.8462,-12461923.435 3951074.6886,-12461976.5001 3951075.0303,-12461976.5766 3951096.8384,-12461923.5272 3951096.8462)))","687117","12469138",2008/06/09,1900/01/01,"1",1002 S ROOSEVELT ST,8721.000000000000000,410.796688100999972,150.081626705348356,8721.234872200000609
"MULTIPOLYGON (((-12461118.0546 3952088.5948,-12461166.1619 3952088.0315,-12461170.1146 3952087.9852,-12461170.0865 3952092.7778,-12461166.163 3952092.7968,-12461118.0564 3952093.0281,-12461118.0546 3952088.5948)))","687419","13229089",2008/06/05,1900/01/01,"1",396 S MILL AVE,1795.000000000000000,310.455266916000028,113.320253743200027,1794.867372189999969
"MULTIPOLYGON (((-12460744.1656 3951631.8474,-12460762.4085 3951631.7759,-12460762.5906 3951686.1627,-12460744.3476 3951686.2371,-12460744.1656 3951631.8474)))","687441","13227088",2008/06/05,1900/01/01,"1",616 S FOREST AVE,7418.000000000000000,396.739739602999975,145.263301182349977,7418.495047290000002
"MULTIPOLYGON (((-12461709.8314 3950363.1327,-12461709.7486 3950327.1151,-12461735.2864 3950327.2443,-12461735.3694 3950363.2764,-12461709.8314 3950363.1327)))","687887","12465039",2008/06/09,1900/01/01,"1",423 W 14TH ST,6880.000000000000000,336.575767251999991,123.126421887316042,6880.014841670000351
"MULTIPOLYGON (((-12461112.8388 3950762.1988,-12461166.1387 3950761.7102,-12461166.4033 3950785.5342,-12461113.1032 3950786.0228,-12461112.8388 3950762.1988)))","689127","13245027",2008/06/09,1900/01/01,"1",1112 S MILL AVE,9496.000000000000000,422.200429874999998,154.255415350441865,9496.489856559999680
"MULTIPOLYGON (((-12462012.6042 3952137.0255,-12462011.7212 3952074.3727,-12462034.2638 3952074.5427,-12462034.3248 3952137.0781,-12462012.6042 3952137.0255)))","689141","12431018",2008/06/04,1900/01/01,"1",617 W 3RD ST,10356.000000000000000,462.825640184000008,169.458356433535272,10356.373041000000740
"MULTIPOLYGON (((-12458439.1686 3950823.5902,-12458435.4943 3950823.5779,-12458435.6152 3950785.0467,-12458458.5995 3950785.1238,-12458458.4787 3950823.655,-12458439.1686 3950823.5902)))","689940","13262017",2008/04/30,1900/01/01,"1",1328 E LEMON ST,6623.000000000000000,336.239929232999998,123.031737662701090,6622.555359769999995
"MULTIPOLYGON (((-12461438.2888 3951195.6693,-12461437.359 3951194.0925,-12461437.7798 3951193.8422,-12461431.6449 3951183.434,-12461432.6903 3951182.8119,-12461430.7629 3951179.542,-12461439.4661 3951179.4453,-12461441.4069 3951182.7378,-12461440.3615 3951183.3598,-12461446.4965 3951193.768,-12461446.0759 3951194.0183,-12461447.0055 3951195.5953,-12461440.5196 3951199.4542,-12461438.2888 3951195.6693)))","690053","13242108",2008/06/09,2004/01/15,"1",930 S ASH AVE,1180.000000000000000,162.663080831999991,59.498393439469403,1180.013530140000057
"MULTIPOLYGON (((-12458488.6164 3950916.5458,-12458488.3867 3950881.5974,-12458512.467 3950881.6751,-12458512.6965 3950916.5924,-12458488.6164 3950916.5458)))","690398","13262111",2008/04/30,1900/01/01,"1",1316 E DON CARLOS AVE,6290.000000000000000,322.613213117999976,118.027779500870764,6290.053936190000059
"MULTIPOLYGON (((-12458836.5927 3950644.0983,-12458836.5063 3950635.5436,-12458855.2636 3950635.2441,-12458855.3734 3950644.0985,-12458836.5927 3950644.0983)))","690399","13273298",2008/04/30,1900/01/01,"1",1215 E LEMON ST,1222.000000000000000,150.396996793000000,54.950607990778472,1221.834180199999992
"MULTIPOLYGON (((-12461755.8385 3951385.7585,-12461755.7953 3951352.5905,-12461774.5134 3951352.6959,-12461793.2825 3951352.8017,-12461801.4331 3951352.8476,-12461801.465 3951385.9712,-12461755.8385 3951385.7585)))","690905","12469044",2017/09/05,2017/08/31,"1",511 W UNIVERSITY DR,11286.000000000000000,430.989974566000001,157.557163452962556,11309.160455799999909
"MULTIPOLYGON (((-12462031.5066 3952023.7498,-12462033.361 3952026.2492,-12462035.5465 3952028.4622,-12462038.0197 3952030.3449,-12462040.7315 3952031.8598,-12462043.6283 3952032.9771,-12462047.5011 3952033.7255,-12462051.4428 3952033.8553,-12462055.3561 3952033.3635,-12462059.1444 3952032.262,-12462062.7143 3952030.5782,-12462064.3428 3952030.3023,-12462065.9918 3952030.2131,-12462087.8845 3952030.275,-12462113.4262 3952030.3472,-12462139.5153 3952030.421,-12462165.2322 3952030.4935,-12462189.8617 3952030.563,-12462210.2822 3952030.6204,-12462211.0385 3952030.6887,-12462211.7718 3952030.8873,-12462212.4598 3952031.2102,-12462213.082 3952031.6477,-12462213.6196 3952032.1866,-12462214.0564 3952032.8107,-12462214.3793 3952033.5013,-12462214.5786 3952034.2375,-12462214.6483 3952034.9973,-12462214.8134 3952067.7209,-12462190.0487 3952067.6511,-12462165.4191 3952067.5817,-12462139.7021 3952067.5091,-12462113.6129 3952067.4354,-12462088.0711 3952067.3633,-12462062.5292 3952067.2909,-12462033.1133 3952067.21,-12461997.8175 3952067.1076,-12461993.8078 3952063.4969,-12461993.8299 3952046.6247,-12461993.8821 3952006.6349,-12462028.1334 3952010.2878,-12462028.1654 3952013.8132,-12462028.7502 3952017.2894,-12462029.8733 3952020.6294,-12462031.5066 3952023.7498)))","690993",12431048A,2008/06/04,1900/01/01,"1",805 W BROWN ST,66588.000000000000000,1506.685175110000046,550.231808455474948,66589.758662799999001
"MULTIPOLYGON (((-12461988.8635 3951705.5466,-12461988.8675 3951706.2511,-12461988.9921 3951727.6662,-12461924.3765 3951728.1487,-12461924.3985 3951705.5978,-12461988.8635 3951705.5466)))","691388",12434009J,2008/06/04,1900/01/01,"1",602 S ROOSEVELT ST,10415.000000000000000,475.643299619999993,173.753306339681700,10777.860019800000373
"MULTIPOLYGON (((-12461988.6748 3951673.1379,-12461988.8635 3951705.5466,-12461924.3985 3951705.5978,-12461924.4306 3951673.0985,-12461988.6748 3951673.1379)))","691396",12434009B,2008/06/04,1900/01/01,"1",604 S ROOSEVELT ST,15589.000000000000000,529.829283870000040,193.617797618068778,15615.533405400001357
"MULTIPOLYGON (((-12461873.2611 3952052.1443,-12461860.2711 3952052.0657,-12461860.1039 3952030.0698,-12461873.2546 3952030.116,-12461873.2611 3952052.1443)))","691483","12432954",2019/07/25,2019/07/19,"1",522 W BROWN ST,2210.000000000000000,191.738808409000001,70.165855382378112,2150.924313779999920
"MULTIPOLYGON (((-12458197.3576 3951028.2936,-12458205.4218 3951028.3281,-12458205.3722 3951054.3013,-12458197.3077 3951054.2857,-12458197.3576 3951028.2936)))","692009","13260059",2019/07/11,2019/06/28,"1",931 S GARY DR,1576.000000000000000,185.974574305000004,68.094184138305820,1566.791968859999997
"MULTIPOLYGON (((-12461326.8464 3952013.3373,-12461323.8872 3952013.3381,-12461323.8866 3952010.6717,-12461319.6754 3952010.6727,-12461319.6742 3952005.7332,-12461322.1909 3952005.7326,-12461322.1901 3952002.5743,-12461327.4402 3952002.573,-12461327.44 3952001.806,-12461328.0838 3952001.8059,-12461328.0837 3952001.331,-12461334.3348 3952001.3295,-12461334.3352 3952002.9492,-12461334.3377 3952015.819,-12461326.847 3952015.8261,-12461326.8464 3952013.3373)))","693767","13229289",2008/06/05,1900/01/01,"1",154 W 5TH ST,1237.000000000000000,159.430123215999998,58.307204731055670,1237.476393839999901
"MULTIPOLYGON (((-12461902.837 3952052.3233,-12461886.2783 3952052.2231,-12461886.2665 3952030.1617,-12461902.7447 3952030.2195,-12461902.837 3952052.3233)))","694065","12432952",2019/07/25,2019/07/19,"1",526 W BROWN ST,2811.000000000000000,211.022029182000011,77.202700395066103,2727.068689960000029
"MULTIPOLYGON (((-12461625.178 3951872.7217,-12461625.1861 3951902.7809,-12461606.9426 3951902.6923,-12461588.6992 3951902.6038,-12461588.6912 3951872.5161,-12461606.9347 3951872.8876,-12461625.178 3951872.7217)))","694225",12433001A,2008/06/04,1900/01/01,"1",401 W 5TH ST,8167.000000000000000,364.088895331999993,133.125568383596061,8167.117782119999902
"MULTIPOLYGON (((-12461625.1696 3951841.5473,-12461625.178 3951872.7217,-12461606.9347 3951872.8876,-12461588.6912 3951872.5161,-12461588.683 3951841.4393,-12461606.9263 3951841.4933,-12461625.1696 3951841.5473)))","694248",12433002A,2008/06/04,1900/01/01,"1",508 S FARMER AVE,8527.000000000000000,369.829253208000011,135.229298465440451,8527.460629679999329
"MULTIPOLYGON (((-12461679.9164 3951903.0463,-12461661.673 3951902.9578,-12461643.4295 3951902.8694,-12461625.1861 3951902.7809,-12461625.178 3951872.7217,-12461625.1696 3951841.5473,-12461643.413 3951841.6013,-12461661.6563 3951841.6551,-12461679.8997 3951841.709,-12461679.9164 3951903.0463)))","694263",12433004B,2019/08/28,2019/08/22,"1",,25125.000000000000000,634.365584681999962,232.032186861922554,25077.214566400001786
"MULTIPOLYGON (((-12462213.619 3952012.3006,-12462189.5375 3952012.2328,-12462165.2991 3952012.1644,-12462142.6772 3952012.1006,-12462120.0551 3952012.0366,-12462097.4331 3952011.9727,-12462074.8112 3952011.9088,-12462054.0726 3952011.85,-12462053.3132 3952011.7811,-12462052.5772 3952011.581,-12462051.8869 3952011.2556,-12462051.2633 3952010.8148,-12462050.7253 3952010.272,-12462050.2891 3952009.6437,-12462049.9681 3952008.9488,-12462049.7718 3952008.2086,-12462049.7064 3952007.4453,-12462049.748 3951975.4905,-12462074.8583 3951975.5614,-12462097.4802 3951975.6253,-12462120.1022 3951975.6891,-12462142.7241 3951975.7529,-12462165.346 3951975.8167,-12462189.5843 3951975.8849,-12462213.6657 3951975.9527,-12462239.27 3951976.0248,-12462239.3643 3952007.9487,-12462239.312 3952008.6395,-12462239.1524 3952009.3135,-12462238.8895 3952009.954,-12462238.5297 3952010.545,-12462238.0821 3952011.072,-12462237.5576 3952011.5218,-12462236.9694 3952011.8834,-12462236.332 3952012.1476,-12462235.6611 3952012.3081,-12462234.9736 3952012.3607,-12462213.619 3952012.3006)))","694360",12431066A,2008/06/04,1900/01/01,"1",805 W BROWN ST,51461.000000000000000,1227.223640429999932,448.093704816722038,51460.848893700000190
"MULTIPOLYGON (((-12461924.5957 3951630.7454,-12461924.6496 3951630.0576,-12461924.81 3951629.3867,-12461925.073 3951628.7494,-12461925.4321 3951628.1613,-12461925.8785 3951627.637,-12461926.4011 3951627.1894,-12461926.987 3951626.8295,-12461927.6217 3951626.5662,-12461928.2897 3951626.4061,-12461928.9744 3951626.353,-12461979.5801 3951626.436,-12461993.9682 3951626.6268,-12461994.182 3951673.1454,-12461988.6748 3951673.1379,-12461924.4306 3951673.0985,-12461924.5957 3951630.7454)))","694410",12434009K,2008/06/04,1900/01/01,"1",606 S ROOSEVELT ST,24444.000000000000000,630.592037695000045,230.502389810039602,24254.725939100000687
"MULTIPOLYGON (((-12461940.9639 3950322.4187,-12461940.7122 3950286.4941,-12461959.2605 3950286.5876,-12461960.5206 3950286.7042,-12461961.7416 3950287.0378,-12461962.8869 3950287.5783,-12461963.922 3950288.3095,-12461964.8158 3950289.2094,-12461965.5415 3950290.2508,-12461966.0771 3950291.4026,-12461966.4067 3950292.6301,-12461966.5202 3950293.8962,-12461966.6055 3950322.548,-12461940.9639 3950322.4187)))","695269","12465049",2008/06/09,1900/01/01,"1",528 W PARKWAY BLVD,6824.000000000000000,328.570384822999983,120.182909233727671,6823.818988889999673
"MULTIPOLYGON (((-12462071.6997 3951555.7476,-12462077.7984 3951555.7215,-12462077.9314 3951569.4738,-12462071.7039 3951569.5424,-12462071.6997 3951555.7476)))","695625","12434054",2008/06/04,1900/01/01,"1",620 W UNIVERSITY DR,635.000000000000000,108.934189144000001,39.874377435657827,634.711521575999996
"MULTIPOLYGON (((-12460624.1696 3951535.5414,-12460638.7637 3951535.4844,-12460638.9656 3951595.9682,-12460624.3713 3951596.0252,-12460624.1696 3951535.5414)))","695763","13227111",2008/06/05,1900/01/01,"1",704 S COLLEGE AVE,6600.000000000000000,409.999909693999996,150.156895915067111,6600.011091639999904
"MULTIPOLYGON (((-12458262.5236 3951054.414,-12458254.4009 3951054.3983,-12458254.4504 3951028.5384,-12458262.5728 3951028.573,-12458262.5236 3951054.414)))","695784","13260065",2019/07/11,2019/06/28,"1",907 S GARY DR,1580.000000000000000,185.572342437999993,67.946183076832625,1570.066949719999911
"MULTIPOLYGON (((-12461916.1674 3950458.9225,-12461915.9203 3950423.6433,-12461941.4593 3950423.772,-12461941.7065 3950459.0449,-12461916.1674 3950458.9225)))","697992","12465023",2008/06/09,1900/01/01,"1",527 W 13TH ST,6737.000000000000000,332.498060694000003,121.632549148668971,6737.080443249999917
