WKT,FID,APN,DBT_BEGIN,BEGIN_DATE,FLOOR,ADDRESS,AREA,Shape_Leng,SHAPE_Le_1,SHAPE_Area
"MULTIPOLYGON (((-12460070.214 3950265.961,-12460093.7113 3950265.5661,-12460093.816 3950320.6803,-12460070.1698 3950320.9443,-12460070.214 3950265.961)))","1456220","13314038",2008/06/09,1900/01/01,"1",341 E 14TH ST,9704.000000000000000,429.614450316999978,157.245909037723749,9704.078760939999484
"MULTIPOLYGON (((-12459451.6257 3950187.2459,-12459451.8654 3950223.7156,-12459428.2871 3950223.7051,-12459428.1306 3950187.2683,-12459451.6257 3950187.2459)))","1456681","13310026",2008/04/30,1900/01/01,"1",927 E SPENCE AVE,6417.000000000000000,327.947267789000023,119.981036826066571,6416.542132079999647
"MULTIPOLYGON (((-12458458.8567 3950680.9226,-12458484.0487 3950680.9347,-12458483.8986 3950723.8019,-12458458.7222 3950723.8436,-12458458.8567 3950680.9226)))","1456848","13262049",2008/04/30,1900/01/01,"1",1320 E HALL ST,8078.000000000000000,372.107045856000013,136.157110968225055,8078.054782729999715
"MULTIPOLYGON (((-12460984.9713 3951936.7848,-12460994.0929 3951936.7387,-12460994.2685 3951988.4151,-12460985.1469 3951988.4888,-12460984.9713 3951936.7848)))","1456993","13228028",2008/06/05,1900/01/01,"1",60 E 5TH ST,3525.000000000000000,332.012668492999978,121.624610760361307,3525.160336450000159
"MULTIPOLYGON (((-12461591.2526 3952204.5543,-12461608.7668 3952204.5373,-12461608.7753 3952213.3353,-12461591.2612 3952213.3525,-12461591.2526 3952204.5543)))","1457023","12432114",2010/11/02,2010/10/14,"1",330 S FARMER AVE  111,1152.000000000000000,143.999708070999986,52.624525004378853,1151.992705419999993
"MULTIPOLYGON (((-12459381.7224 3950507.7298,-12459488.4337 3950507.7246,-12459488.5577 3950582.2771,-12459488.5648 3950586.5306,-12459484.4975 3950603.3914,-12459477.0288 3950603.3918,-12459420.0929 3950603.3947,-12459420.126 3950565.6872,-12459381.8192 3950565.6429,-12459381.7224 3950507.7298)))","1458331","13273537",2009/02/12,2009/02/10,"1",922 E APACHE BLVD,65289.000000000000000,1097.240756659999988,401.193967610272693,65288.889169200003380
"MULTIPOLYGON (((-12461798.9084 3951565.3443,-12461798.9783 3951562.0042,-12461797.6905 3951561.2922,-12461797.6424 3951556.315,-12461814.1649 3951556.1533,-12461813.9931 3951565.3722,-12461800.4638 3951565.3772,-12461798.9084 3951565.3443)))","1458876","12433120",2008/06/04,1900/01/01,"1",510 W UNIVERSITY DR  116,1086.000000000000000,138.506881270999997,50.618625072586539,1085.751771109999936
"MULTIPOLYGON (((-12460022.3878 3950936.2544,-12460022.3122 3950917.9265,-12460022.2367 3950899.5988,-12460022.1611 3950881.2711,-12460022.0855 3950862.9434,-12460022.01 3950844.6156,-12460021.9343 3950826.288,-12460021.8588 3950807.9604,-12460021.7833 3950789.6328,-12460021.7076 3950771.3051,-12460021.6321 3950752.9776,-12460021.5567 3950734.6499,-12460071.7203 3950734.0981,-12460080.8409 3950733.9981,-12460131.004 3950733.4478,-12460131.0779 3950751.7768,-12460131.1536 3950770.1045,-12460131.2293 3950788.432,-12460131.3051 3950806.7596,-12460131.3808 3950825.0872,-12460131.4566 3950843.4149,-12460131.5323 3950861.7426,-12460131.608 3950880.0703,-12460131.6838 3950898.398,-12460131.7595 3950916.7259,-12460131.8353 3950935.0536,-12460131.911 3950953.3814,-12460081.7475 3950953.932,-12460072.6268 3950954.032,-12460022.4633 3950954.5822,-12460022.3878 3950936.2544)))","1459916",13249021A,2008/06/09,1900/01/01,"1",611 E ORANGE ST,180005.000000000000000,1800.050795350000044,658.777827301781031,180005.328715999989072
"MULTIPOLYGON (((-12461922.9413 3950947.5248,-12461922.9756 3950899.8728,-12461943.0408 3950899.9704,-12461943.2531 3950947.6236,-12461922.9413 3950947.5248)))","1460448","12470141",2008/06/09,1900/01/01,"1",602 W 11TH ST,7194.000000000000000,370.679172192999999,135.683162910384738,7193.706445809999423
"MULTIPOLYGON (((-12461654.8297 3952483.3462,-12461650.2969 3952483.4068,-12461650.0398 3952470.8767,-12461653.8729 3952470.8255,-12461653.8948 3952472.4759,-12461655.5983 3952472.4532,-12461655.5785 3952470.9555,-12461663.2131 3952470.7615,-12461663.2941 3952476.8747,-12461663.3426 3952480.5425,-12461660.1939 3952480.5845,-12461660.2312 3952483.3964,-12461659.329 3952484.2033,-12461655.7545 3952484.2511,-12461654.8297 3952483.3462)))","1461444","12424042",2008/06/04,2000/12/13,"1",420 W 1ST ST  106,1171.000000000000000,150.931837042000012,55.210543867518680,1170.695415469999944
"MULTIPOLYGON (((-12458393.8533 3950662.564,-12458393.7066 3950619.6638,-12458416.388 3950619.6749,-12458416.4718 3950662.575,-12458393.8533 3950662.564)))","1462235","13262045",2008/04/30,1900/01/01,"1",1333 E HALL ST,7266.000000000000000,358.248639114000014,131.100538064589387,7266.274239979999948
"MULTIPOLYGON (((-12462054.9446 3951426.9367,-12462036.4522 3951426.8827,-12462036.4214 3951386.9868,-12462054.9138 3951387.0149,-12462073.4061 3951387.043,-12462073.437 3951426.9907,-12462054.9446 3951426.9367)))","1463262","12468072",2008/06/09,1900/01/01,"1",711 W UNIVERSITY DR,11040.000000000000000,420.553536787999974,153.813324231418875,11039.812190599999667
"MULTIPOLYGON (((-12461311.1625 3950926.3281,-12461364.7303 3950925.9267,-12461364.7661 3950949.7529,-12461311.2967 3950950.1537,-12461311.1625 3950926.3281)))","1464108","13245046",2009/11/09,1900/01/01,"1",1021 S ASH AVE,9535.000000000000000,423.391845901000011,154.692410869937703,9535.197206029999506
"MULTIPOLYGON (((-12462067.5902 3951468.6365,-12462082.1093 3951468.632,-12462082.0663 3951474.843,-12462067.5921 3951474.9017,-12462067.5902 3951468.6365)))","1464871","12434078",2008/06/04,1900/01/01,"1",700 W UNIVERSITY DR  150,676.000000000000000,113.501378789000000,41.469768860308790,676.150043280999967
"MULTIPOLYGON (((-12460333.6793 3950261.5303,-12460361.0397 3950261.0698,-12460361.1486 3950317.691,-12460333.7877 3950317.9972,-12460333.6793 3950261.5303)))","1465123","13314048",2008/06/09,1900/01/01,"1",225 E 14TH ST,11570.000000000000000,458.548137519000022,167.815197124466010,11570.120022499999322
"MULTIPOLYGON (((-12461111.5073 3950642.2388,-12461165.1348 3950641.7177,-12461165.4197 3950667.374,-12461111.7921 3950667.8952,-12461111.5073 3950642.2388)))","1467116","13245038",2008/06/09,1900/01/01,"1",1202 S MILL AVE,10290.000000000000000,434.000472607000006,158.576026847699609,10289.998543600000630
"MULTIPOLYGON (((-12461118.0057 3951966.0362,-12461165.9049 3951965.478,-12461165.908 3951973.0285,-12461118.0087 3951973.5867,-12461118.0057 3951966.0362)))","1467418","13229040",2008/06/05,1900/01/01,"1",414 S MILL AVE  101,2704.000000000000000,303.765662459999987,110.906006061872006,2703.901017369999863
"MULTIPOLYGON (((-12461250.7847 3950950.607,-12461303.71 3950950.2105,-12461303.7478 3950974.0367,-12461251.0649 3950974.4314,-12461250.7847 3950950.607)))","1467816","13245054",2008/06/09,1900/01/01,"1",1020 S MAPLE AVE,9408.000000000000000,419.474880504999987,153.263441385955019,9407.866355219999605
"MULTIPOLYGON (((-12459993.3653 3950976.1267,-12459993.3504 3950972.5436,-12459993.3462 3950971.5387,-12459993.3271 3950966.9987,-12460007.9202 3950966.8386,-12460022.5133 3950966.6786,-12460022.4633 3950954.5822,-12460072.6268 3950954.032,-12460081.7475 3950953.932,-12460131.911 3950953.3814,-12460131.8353 3950935.0536,-12460131.7595 3950916.7259,-12460131.6838 3950898.398,-12460131.608 3950880.0703,-12460131.5323 3950861.7426,-12460131.4566 3950843.4149,-12460131.3808 3950825.0872,-12460131.3051 3950806.7596,-12460131.2293 3950788.432,-12460131.1536 3950770.1045,-12460131.0779 3950751.7768,-12460131.004 3950733.4478,-12460160.1876 3950733.129,-12460210.3501 3950732.5782,-12460219.4705 3950732.4779,-12460269.6331 3950731.9269,-12460298.8186 3950731.6062,-12460299.7808 3950963.6347,-12460299.8485 3950979.9666,-12460270.6626 3950980.3255,-12460220.4993 3950980.9423,-12460211.3787 3950981.0544,-12460161.2153 3950981.6709,-12460161.147 3950965.1575,-12460131.961 3950965.4779,-12460132.0294 3950982.0296,-12460081.8661 3950982.6457,-12460072.7455 3950982.7577,-12460022.5821 3950983.3737,-12460007.9892 3950983.5528,-12459993.397 3950983.732,-12459993.3653 3950976.1267)))","1467817",13249001A,2008/06/09,2005/11/03,"1",501 E ORANGE ST,335364.000000000000000,3126.485104089999822,1143.134571060748840,335365.373653999995440
"MULTIPOLYGON (((-12460577.2223 3950331.7972,-12460604.2369 3950331.5236,-12460604.472 3950386.7384,-12460577.4571 3950386.9996,-12460577.2223 3950331.7972)))","1467999","13317058",2008/06/09,1900/01/01,"1",126 E 14TH ST,11154.000000000000000,449.356573960999981,164.450348027678473,11154.093716900002619
"MULTIPOLYGON (((-12461713.3091 3952424.667,-12461717.1556 3952424.6137,-12461717.1355 3952423.1475,-12461722.6084 3952423.0717,-12461722.7249 3952431.5639,-12461713.4054 3952431.6928,-12461713.3091 3952424.667)))","1468590","12424034",2008/06/04,2000/12/13,"1",430 W 1ST ST  101,550.000000000000000,97.420283423499995,35.626482311760086,549.589326538000023
"MULTIPOLYGON (((-12461831.2082 3950536.6665,-12461831.1799 3950518.3132,-12461900.333 3950518.7848,-12461900.3615 3950537.261,-12461831.2082 3950536.6665)))","1468934","12470050",2008/06/09,1900/01/01,"1",1225 S ROOSEVELT ST,9523.000000000000000,479.593280205999974,175.140107222566570,9522.853255960000752
"MULTIPOLYGON (((-12459055.1964 3950273.4194,-12459055.1825 3950300.9096,-12459019.3717 3950300.7126,-12459019.4103 3950273.2226,-12459055.1964 3950273.4194)))","1468985","13309025",2008/04/30,1900/01/01,"1",1118 E SPENCE AVE,7360.000000000000000,346.258330504000014,126.578213604174337,7359.627899530000832
"MULTIPOLYGON (((-12462019.276 3950322.7319,-12462027.1924 3950301.9574,-12462035.3563 3950305.1368,-12462027.4539 3950325.8743,-12462019.276 3950322.7319)))","1469173","12466783",2008/06/09,1900/01/01,"1",607 W 14TH ST,1455.000000000000000,169.272945856000007,61.945892889548610,1455.272357620000093
"MULTIPOLYGON (((-12461110.7142 3950570.7676,-12461164.3412 3950570.2464,-12461164.6058 3950594.0702,-12461110.9785 3950594.5913,-12461110.7142 3950570.7676)))","1469988","13245041",2008/06/09,1900/01/01,"1",1212 S MILL AVE,9555.000000000000000,424.000860018000026,154.909799810409879,9555.039656700000705
"MULTIPOLYGON (((-12460549.106 3950154.3595,-12460597.2314 3950153.6029,-12460618.7541 3950153.2644,-12460618.8855 3950181.9093,-12460549.2267 3950182.769,-12460549.106 3950154.3595)))","1470485","13317082",2008/06/09,1900/01/01,"1",1424 S COLLEGE AVE,14861.000000000000000,537.558587341000020,196.375771386536883,14861.097753899999589
"MULTIPOLYGON (((-12461307.9392 3951418.4947,-12461308.543 3951387.7244,-12461309.4269 3951387.7117,-12461309.4144 3951348.8911,-12461324.579 3951348.9539,-12461325.3121 3951422.7799,-12461307.9403 3951422.8941,-12461307.9392 3951418.4947)))","1470687",13242015A,2008/06/09,1900/01/01,"1",115 W UNIVERSITY DR,8900.000000000000000,494.874291554000024,181.246762136170105,8899.616270700000314
"MULTIPOLYGON (((-12462071.5301 3951503.2825,-12462077.5832 3951503.2685,-12462077.7023 3951517.2065,-12462071.5343 3951517.2282,-12462071.5301 3951503.2825)))","1472012","12434084",2008/06/04,1900/01/01,"1",700 W UNIVERSITY DR  155,637.000000000000000,109.564085539999994,40.105363847193964,636.986287811000011
"MULTIPOLYGON (((-12461591.2381 3952189.4019,-12461608.7522 3952189.3847,-12461608.7592 3952196.9609,-12461591.2451 3952196.9781,-12461591.2381 3952189.4019)))","1472335","12432116",2010/11/02,2010/10/14,"1",330 S FARMER AVE  109,992.000000000000000,137.333366770999987,50.180623361557807,992.000470048000011
"MULTIPOLYGON (((-12461801.8974 3951493.9532,-12461801.896 3951489.0474,-12461800.3797 3951489.0479,-12461800.3784 3951484.4815,-12461815.6133 3951484.4906,-12461815.6147 3951489.2349,-12461813.704 3951489.2354,-12461813.7048 3951492.3453,-12461815.431 3951492.3448,-12461815.4314 3951493.9779,-12461801.8974 3951493.9532)))","1474090","12433122",2008/06/04,1900/01/01,"1",510 W UNIVERSITY DR  118,977.000000000000000,144.694980246000000,52.881626212958523,977.388598812000055
"MULTIPOLYGON (((-12461634.6155 3950517.444,-12461634.4621 3950499.2233,-12461634.306 3950480.6607,-12461656.1561 3950480.7658,-12461656.18 3950499.2649,-12461656.2036 3950517.4852,-12461634.6155 3950517.444)))","1477512","12470029",2008/06/09,1900/01/01,"1",416 W 13TH ST,5969.000000000000000,319.603073075999987,116.942524873371028,5969.056408510000438
"MULTIPOLYGON (((-12461831.3207 3950610.0798,-12461831.2926 3950591.7264,-12461900.4458 3950592.0747,-12461900.4738 3950610.2585,-12461831.3207 3950610.0798)))","1477710","12470054",2008/06/09,1900/01/01,"1",1209 S ROOSEVELT ST,9447.000000000000000,478.784688678999999,174.844651086950478,9447.229739220001647
"MULTIPOLYGON (((-12458344.1358 3950916.2658,-12458344.1402 3950881.131,-12458367.9855 3950881.2083,-12458368.2159 3950916.3125,-12458344.1358 3950916.2658)))","1478005","13262105",2008/04/30,1900/01/01,"1",1340 E DON CARLOS AVE,6293.000000000000000,322.985816037999996,118.165326938176747,6292.874179229999754
"MULTIPOLYGON (((-12462103.1896 3950458.9801,-12462114.2415 3950457.8444,-12462125.3467 3950457.5291,-12462129.4826 3950457.5451,-12462129.4398 3950464.9349,-12462129.2627 3950495.4593,-12462102.9848 3950495.3117,-12462103.156 3950464.9431,-12462103.1896 3950458.9801)))","1478060","12467116",2008/06/09,1900/01/01,"1",706 W 13TH ST,7365.000000000000000,346.848579626000003,126.881034872158025,7365.481693040000209
"MULTIPOLYGON (((-12462102.9946 3951478.6106,-12462109.3863 3951478.5961,-12462109.334 3951492.5096,-12462102.9989 3951492.5923,-12462102.9946 3951478.6106)))","1478771","12434072",2008/06/04,1900/01/01,"1",700 W UNIVERSITY DR  143,664.000000000000000,110.981404787000002,40.622655166657303,663.595252649000031
"MULTIPOLYGON (((-12458520.786 3950325.1692,-12458520.5987 3950279.7409,-12458546.4304 3950280.0305,-12458546.3213 3950325.4807,-12458520.786 3950325.1692)))","1480126","13308012",2008/04/30,1900/01/01,"1",1401 E HUDSON DR,8732.000000000000000,388.754425205000018,142.249540255692011,8731.816654210000706
"MULTIPOLYGON (((-12461331.3468 3952146.511,-12461331.345 3952139.0537,-12461333.6354 3952139.0532,-12461333.6346 3952135.9662,-12461336.1858 3952135.9655,-12461336.1848 3952131.9044,-12461340.8501 3952131.9033,-12461340.8507 3952134.5113,-12461344.0933 3952134.5105,-12461344.0946 3952139.8718,-12461344.4107 3952139.8717,-12461344.4108 3952140.323,-12461344.8599 3952140.3229,-12461344.8615 3952146.7389,-12461342.2774 3952146.7396,-12461331.3468 3952146.511)))","1480474","13229244",2008/06/05,1900/01/01,"1",154 W 5TH ST,1179.000000000000000,154.398047021999986,56.473791562331265,1179.415610479999941
"MULTIPOLYGON (((-12461836.8508 3951971.1678,-12461836.8315 3951928.0004,-12461859.8368 3951927.9776,-12461859.8457 3951947.5187,-12461859.8565 3951971.185,-12461836.8508 3951971.1678)))","1480837","12432005",2008/06/04,2005/01/20,"1",518 W 5TH ST,7428.000000000000000,361.723805256999981,132.385826535614171,7428.100671170000169
"MULTIPOLYGON (((-12458836.5927 3950644.0983,-12458855.3734 3950644.0985,-12458855.4841 3950653.0178,-12458836.6845 3950653.1548,-12458836.5927 3950644.0983)))","1482094","13273297",2008/04/30,1900/01/01,"1",1215 E LEMON ST,1263.000000000000000,152.054045058000014,55.557751362114502,1262.970738870000105
"MULTIPOLYGON (((-12458384.5246 3950466.2149,-12458345.5286 3950466.1958,-12458323.4466 3950466.0229,-12458323.6128 3950396.4256,-12458360.0951 3950396.4261,-12458396.5773 3950396.4265,-12458433.0596 3950396.4351,-12458432.8972 3950464.6377,-12458403.2917 3950464.2525,-12458401.13 3950466.4244,-12458384.5246 3950466.2149)))","1482095",13308060B,2008/04/30,2005/11/21,"1",1415 E APACHE BLVD,56704.000000000000000,978.430749388999971,357.604828156448548,56706.036600400002499
"MULTIPOLYGON (((-12461587.6117 3950879.9764,-12461587.5831 3950862.1724,-12461635.3235 3950862.0718,-12461635.3529 3950880.3917,-12461587.6117 3950879.9764)))","1482897","12470065",2008/06/09,1900/01/01,"1",401 W 11TH ST,6448.000000000000000,360.267331732999992,131.607458868927893,6447.942155409999941
"MULTIPOLYGON (((-12458571.3676 3951011.7855,-12458571.4305 3950977.0398,-12458607.4961 3950977.0729,-12458612.9606 3950982.5762,-12458612.9174 3951011.8236,-12458571.3676 3951011.7855)))","1483475",13259004B,2008/04/30,1900/01/01,"1",1300 E ORANGE ST,10681.000000000000000,408.526421717999995,149.364075773280376,10681.208339400000114
"MULTIPOLYGON (((-12458175.6179 3950205.8258,-12458201.1553 3950205.8265,-12458201.3666 3950260.4248,-12458175.8294 3950260.4241,-12458175.6179 3950205.8258)))","1483739","13307051",2008/04/30,1900/01/01,"1",1508 E WILLIAMS ST,10427.000000000000000,437.923873559000015,160.272018536741541,10427.294435899999371
"MULTIPOLYGON (((-12461619.6941 3952184.7792,-12461637.2082 3952184.7619,-12461637.2152 3952192.3383,-12461619.7011 3952192.3555,-12461619.6941 3952184.7792)))","1483762","12432111",2010/11/02,2010/10/14,"1",330 S FARMER AVE  114,992.000000000000000,137.334022943000008,50.180923450100607,992.016218191999997
"MULTIPOLYGON (((-12458542.964 3950767.0792,-12458540.0453 3950767.0695,-12458540.1017 3950728.9561,-12458543.0204 3950728.9658,-12458557.6419 3950729.0147,-12458564.5125 3950729.0378,-12458564.4562 3950767.1512,-12458542.964 3950767.0792)))","1483976","13262075",2008/04/30,2008/01/22,"1",1309 E LEMON ST,6957.000000000000000,341.780502055999989,125.048856747751131,6957.317209850000836
"MULTIPOLYGON (((-12461665.1439 3950752.2246,-12461665.2187 3950711.3133,-12461665.2189 3950711.2195,-12461687.8357 3950711.2461,-12461687.885 3950750.4389,-12461687.8873 3950752.2716,-12461665.1439 3950752.2246)))","1484155","12470112",2008/06/09,1900/01/01,"1",419 W HOWE ST,6956.000000000000000,348.126194338999994,127.390965254008307,6956.185440780000135
"MULTIPOLYGON (((-12461763.2311 3950171.2047,-12461762.9824 3950135.6245,-12461788.5208 3950135.7512,-12461788.7694 3950171.3142,-12461763.2311 3950171.2047)))","1484913","12465086",2008/06/09,1900/01/01,"1",515 W 15TH ST,6794.000000000000000,334.115010390000009,122.222187113145111,6793.690698899999916
"MULTIPOLYGON (((-12461312.929 3951974.6675,-12461313.2396 3951974.6675,-12461313.2395 3951974.1564,-12461314.0229 3951974.1562,-12461314.0215 3951968.4314,-12461317.1013 3951968.4306,-12461317.1007 3951965.8664,-12461321.8195 3951965.8652,-12461321.8205 3951970.1154,-12461324.3671 3951970.1148,-12461324.3679 3951973.3783,-12461326.7842 3951973.3777,-12461326.8018 3951981.1587,-12461317.1923 3951981.2466,-12461312.9306 3951981.2476,-12461312.929 3951974.6675)))","1485629","13229325",2008/06/05,1900/01/01,"1",154 W 5TH ST,1246.000000000000000,159.669711704999997,58.402023117561107,1245.923242889999983
"MULTIPOLYGON (((-12462001.0682 3950392.2723,-12462001.0451 3950384.5744,-12462021.4758 3950384.7962,-12462021.499 3950392.4941,-12462001.0682 3950392.2723)))","1485987","12466791",2008/06/09,1900/01/01,"1",1325 S MITCHELL DR,1176.000000000000000,154.014938425999986,56.259777445388274,1176.116068240000004
"MULTIPOLYGON (((-12461587.5532 3950843.4135,-12461635.2941 3950843.7521,-12461635.3235 3950862.0718,-12461587.5831 3950862.1724,-12461587.5532 3950843.4135)))","1487819","12470066",2008/06/09,1900/01/01,"1",1106 S FARMER AVE,6618.000000000000000,362.870291312000006,132.561254147272081,6618.378452189999734
"MULTIPOLYGON (((-12461473.0267 3952485.0746,-12461491.4061 3952485.0683,-12461491.4062 3952489.2465,-12461473.0276 3952489.2514,-12461473.0267 3952485.0746)))","1487963",13220970A,2008/06/05,1900/01/01,"1",,574.000000000000000,123.528871905000003,45.113001827278723,573.973014400000011
"MULTIPOLYGON (((-12460070.4046 3950337.4367,-12460099.2667 3950337.1143,-12460099.5149 3950392.2067,-12460070.3603 3950392.4882,-12460070.4046 3950337.4367)))","1488184","13314037",2008/06/09,1900/01/01,"1",330 E 14TH ST,11947.000000000000000,459.540384012000004,168.164336483554848,11947.308160900000075
"MULTIPOLYGON (((-12460117.4236 3950265.1676,-12460141.9022 3950264.756,-12460142.0076 3950320.1418,-12460117.5287 3950320.4153,-12460117.4236 3950265.1676)))","1488185","13314040",2008/06/09,1900/01/01,"1",325 E 14TH ST,10127.000000000000000,436.050504110000020,159.596188323217660,10126.765695800000685
"MULTIPOLYGON (((-12459090.9776 3950355.1734,-12459090.9833 3950467.5145,-12459069.3993 3950467.5157,-12459069.3176 3950432.827,-12459055.1155 3950432.5228,-12459055.1535 3950357.9192,-12459055.1548 3950355.2795,-12459090.9776 3950355.1734)))","1488664","13309022",2008/04/30,1900/01/01,"1",1111 E APACHE BLVD,26395.000000000000000,808.168055288999881,295.885521021777777,26394.664081399994757
"MULTIPOLYGON (((-12460987.6669 3950251.0142,-12461009.1618 3950250.6754,-12461009.1683 3950280.8567,-12461009.1748 3950310.9176,-12460987.6797 3950311.1361,-12460987.6669 3950251.0142)))","1489198","13317077",2008/06/09,1900/01/01,"1",15 E 14TH ST,9674.000000000000000,446.237301823999985,163.357883174884250,9674.286164089999147
"MULTIPOLYGON (((-12461797.3121 3950822.2609,-12461797.1421 3950770.943,-12461818.1768 3950771.0335,-12461818.1884 3950822.3505,-12461797.3121 3950822.2609)))","1491020","12470102",2008/06/09,1900/01/01,"1",510 W HOWE ST,8041.000000000000000,394.883405437000022,144.546569846759468,8041.451413769998908
"MULTIPOLYGON (((-12459202.2041 3950165.1576,-12459202.2158 3950168.7557,-12459202.275 3950186.9317,-12459170.7581 3950187.4629,-12459170.7467 3950165.7915,-12459202.2041 3950165.1576)))","1491092","13310052",2008/04/30,1900/01/01,"1",1406 S BONARDEN LN,5115.000000000000000,291.182840245000023,106.430780878406409,5115.467072280000139
"MULTIPOLYGON (((-12458463.5537 3950863.1897,-12458463.6065 3950827.6345,-12458463.6125 3950823.6723,-12458481.4632 3950823.7321,-12458488.0563 3950823.7543,-12458488.0504 3950827.7134,-12458487.9976 3950863.2686,-12458463.5537 3950863.1897)))","1492575","13262085",2008/04/30,1900/01/01,"1",1321 E DON CARLOS AVE,7223.000000000000000,349.610866077000026,127.919752223594173,7222.974368590000267
"MULTIPOLYGON (((-12462018.2958 3951519.2635,-12462018.302 3951513.2264,-12462025.5642 3951513.2227,-12462025.568 3951525.7997,-12462018.2891 3951525.802,-12462018.2958 3951519.2635)))","1493098","12434037",2008/06/04,1900/01/01,"1",505 W UNIVERSITY DR,684.000000000000000,108.470503582000006,39.693708493308336,683.661379225000019
"MULTIPOLYGON (((-12458460.9216 3950465.0575,-12458457.3964 3950465.0563,-12458432.8972 3950464.6377,-12458433.0596 3950396.4351,-12458469.5418 3950396.4274,-12458469.3805 3950464.2795,-12458460.9216 3950465.0575)))","1493398",13308063B,2019/03/07,2018/10/22,"1",1409 E APACHE BLVD,18742.000000000000000,571.301867912000034,209.059864579775336,18660.523561099998915
"MULTIPOLYGON (((-12461328.1633 3951279.6832,-12461327.9839 3951261.356,-12461354.6158 3951261.0186,-12461354.7951 3951279.3458,-12461354.935 3951293.6411,-12461328.3031 3951293.9784,-12461328.1633 3951279.6832)))","1493900",13242007C,2008/06/09,1900/01/01,"1",829 S ASH AVE,6497.000000000000000,323.999974408000014,118.516096276014054,6496.974093060000087
"MULTIPOLYGON (((-12458756.8927 3950783.8796,-12458756.9126 3950781.5103,-12458758.1603 3950780.2669,-12458758.1505 3950778.1146,-12458769.153 3950778.2509,-12458769.1532 3950784.0102,-12458756.8927 3950783.8796)))","1494257","13273278",2008/04/30,1900/01/01,"1",1042 S MARIANA ST,502.000000000000000,96.632695969500006,35.307021992795597,502.436644125999976
"MULTIPOLYGON (((-12458855.6288 3950598.0393,-12458864.4208 3950597.8154,-12458864.9857 3950616.554,-12458856.1584 3950616.7981,-12458855.6288 3950598.0393)))","1495368","13273301",2008/04/30,1900/01/01,"1",1215 E LEMON ST,1236.000000000000000,150.656602109999994,55.138912143952510,1236.109087060000093
"MULTIPOLYGON (((-12461632.6259 3950138.3264,-12461668.0987 3950138.3168,-12461668.1576 3950163.9736,-12461632.6846 3950163.9833,-12461632.6259 3950138.3264)))","1495562","12465109",2008/06/09,1900/01/01,"1",1505 S WILSON ST,6806.000000000000000,334.471745660000011,122.259637388664203,6806.500984209999842
"MULTIPOLYGON (((-12461814.3079 3950171.4236,-12461814.0592 3950135.8779,-12461839.5977 3950136.0044,-12461839.8462 3950171.533,-12461814.3079 3950171.4236)))","1495912","12465088",2008/06/09,1900/01/01,"1",523 W 15TH ST,6787.000000000000000,333.927342278000026,122.153386680481063,6787.126800729999559
"MULTIPOLYGON (((-12460220.7764 3950131.5321,-12460251.7846 3950131.0337,-12460252.002 3950244.5754,-12460220.9935 3950245.097,-12460220.7764 3950131.5321)))","1496429","13314058",2008/06/09,1900/01/01,"1",306 E 15TH ST,26334.000000000000000,789.635226054999976,289.132107484538665,26333.745704400000250
"MULTIPOLYGON (((-12462028.3288 3950446.7311,-12462028.3969 3950425.9896,-12462034.2341 3950426.0067,-12462034.1659 3950446.7484,-12462028.3288 3950446.7311)))","1496572","12466797",2008/06/09,1900/01/01,"1",613 W 13TH ST,905.000000000000000,145.177083893999992,53.157774598574377,905.419993667999961
"MULTIPOLYGON (((-12459596.4524 3951080.4597,-12459596.1731 3951063.1148,-12459595.8938 3951045.7632,-12459598.2382 3951047.6562,-12459600.6989 3951049.9811,-12459617.5862 3951045.7948,-12459620.1775 3951062.7595,-12459622.195 3951075.9667,-12459601.4742 3951080.3911,-12459597.6985 3951084.0255,-12459596.5245 3951084.9364,-12459596.4524 3951080.4597)))","1498722",13250015B,2008/06/09,1900/01/01,"1",727 E TYLER ST,5622.000000000000000,331.795508681000001,121.411653745354386,5621.573359080000955
"MULTIPOLYGON (((-12461517.6823 3951199.6123,-12461517.6496 3951181.4147,-12461562.5553 3951181.6119,-12461562.5845 3951199.9125,-12461517.6823 3951199.6123)))","1499573","12469012",2008/06/09,1900/01/01,"1",909 S FARMER AVE,6127.000000000000000,345.726152334999995,126.307589170971738,6127.265892110000095
"MULTIPOLYGON (((-12461294.9218 3952028.434,-12461293.3363 3952028.4676,-12461293.2305 3952023.4094,-12461292.5855 3952023.4096,-12461292.5851 3952021.9395,-12461292.1239 3952021.9396,-12461292.1226 3952016.4497,-12461294.8743 3952016.4491,-12461294.8738 3952014.3453,-12461299.1482 3952014.3443,-12461299.1487 3952016.3601,-12461302.3849 3952016.3593,-12461302.4045 3952023.4449,-12461302.4201 3952029.1003,-12461298.8067 3952029.1767,-12461298.8304 3952030.3104,-12461294.9628 3952030.3921,-12461294.9218 3952028.434)))","1499887","13229296",2008/06/05,1900/01/01,"1",154 W 5TH ST  141,1016.000000000000000,143.228792750999986,52.409458940274256,1016.466594289999989
