name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,zone_id
,262,498353015.0,,parking,,,"POLYGON ((-111.9189604 33.4166376, -111.9189691 33.4161346, -111.9189151 33.4160208, -111.9191147 33.4158833, -111.9191112 33.4154877, -111.9188879 33.415488, -111.9188932 33.4157212, -111.9177771 33.4157147, -111.9177982 33.416583, -111.9178262 33.4166112, -111.9189604 33.4166376))",POINT (-111.9184234367456 33.41613484226029),11810.9,25
Marina Heights Building #5,342,548483474.0,,yes,,,"POLYGON ((-111.9293648 33.4299105, -111.9300472 33.4301154, -111.9304777 33.4302431, -111.9306276 33.4302777, -111.9307129 33.4300512, -111.930787 33.4298546, -111.9310039 33.4293569, -111.9308221 33.429293, -111.9307743 33.4293729, -111.9304299 33.4292558, -111.9296104 33.4292851, -111.9294732 33.4296177, -111.9293648 33.4299105))",POINT (-111.9301937287598 33.42969998907108),11744.2,3
,291,544156260.0,,parking,,,"POLYGON ((-111.9255963 33.4236844, -111.9245475 33.4236878, -111.9245531 33.4235126, -111.9245575 33.423361, -111.9245603 33.4232681, -111.924562 33.423208, -111.9245662 33.4230674, -111.9245705 33.4229214, -111.9245746 33.4227795, -111.9245753 33.422756, -111.9245806 33.4225776, -111.9255043 33.4225897, -111.9255979 33.422591, -111.9255978 33.4226826, -111.9255963 33.4236844))",POINT (-111.9250793058601 33.42313792682234),11731.2,14
Verde Dickey Dome,121,30421119.0,,yes,,,"POLYGON ((-111.9242815 33.4246323, -111.9257665 33.4246323, -111.9257665 33.4253629, -111.9246155 33.4253629, -111.9242815 33.4253629, -111.9242815 33.4246323))",POINT (-111.925024 33.4249976),11182.3,9
,132,30421664.0,,parking,,,"POLYGON ((-111.9230254 33.4282311, -111.9226576 33.4280194, -111.9224013 33.4283011, -111.922828 33.4286108, -111.9235919 33.4288114, -111.9238837 33.4287039, -111.9241927 33.4285965, -111.9245703 33.4285392, -111.9247935 33.4285392, -111.9248107 33.4281882, -111.9241326 33.4281667, -111.9236777 33.4282311, -111.9230254 33.4282311))",POINT (-111.9236149007327 33.4284177810152),10843.3,4
Gammage Auditorium Parking,69,30032029.0,,parking,,,"POLYGON ((-111.9378032 33.4152431, -111.9379047 33.4150983, -111.937793 33.4150608, -111.9374459 33.4149716, -111.9371108 33.4149297, -111.9367429 33.4149075, -111.9367569 33.4150923, -111.9367705 33.4151607, -111.9367707 33.4151806, -111.9367719 33.4153394, -111.9367744 33.415673, -111.9367773 33.4160492, -111.9368488 33.4160501, -111.9368996 33.4160507, -111.9371606 33.4160627, -111.9372959 33.4160375, -111.9373484 33.4159644, -111.9375236 33.4158276, -111.9376986 33.4156909, -111.93776 33.415643, -111.9377225 33.4156027, -111.9378701 33.4155402, -111.9379532 33.4155177, -111.9378351 33.4153206, -111.9378032 33.4152431))",POINT (-111.9372490296901 33.41545225171208),10629.8,22
Stadium Parking Structure,5,28769223.0,,parking,,,"POLYGON ((-111.9336976 33.4245985, -111.9337004 33.4243083, -111.933707 33.4236387, -111.9335707 33.4236378, -111.9322628 33.4236289, -111.9322181 33.4236286, -111.9322148 33.4239671, -111.9324067 33.4239684, -111.9326403 33.42397, -111.9326373 33.4242807, -111.9330802 33.4242837, -111.9330772 33.4245943, -111.9336976 33.4245985))",POINT (-111.9331086045684 33.42402752456969),10586.5,13
5th & Farmer Surface Lot,445,625699467.0,,parking,,,"POLYGON ((-111.9442074 33.4256105, -111.943745 33.4256112, -111.9437539 33.4277427, -111.9441931 33.4277419, -111.9442124 33.4277387, -111.9442074 33.4256105))",POINT (-111.9439796623655 33.42667503166054),10115.0,6
Tempe Mission Palms,511,,9907924.0,yes,,,"MULTIPOLYGON (((-111.9393703 33.4259684, -111.9383194 33.4259632, -111.9383412 33.4268454, -111.9386055 33.426848, -111.9386055 33.4269025, -111.9389412 33.4269025, -111.9389801 33.4269011, -111.9389801 33.4269293, -111.9390174 33.4269322, -111.9390192 33.4269634, -111.9390637 33.4269634, -111.9390708 33.4269812, -111.9392646 33.4269812, -111.9392663 33.4269604, -111.9393055 33.4269604, -111.9393055 33.4269263, -111.9393464 33.4269248, -111.9393446 33.4266206, -111.9393695 33.4266191, -111.9393703 33.4259684)))",POINT (-111.9388593606248 33.42643524697868),10042.5,7
Gammage Auditorium Parking,70,30032032.0,,parking,,,"POLYGON ((-111.9393146 33.4165475, -111.9391949 33.4164005, -111.9391803 33.4163888, -111.9391237 33.4163434, -111.9388764 33.4162915, -111.9388048 33.4164177, -111.9387411 33.4164031, -111.9386899 33.4164836, -111.9386067 33.4166133, -111.9385646 33.4166594, -111.938361 33.4167769, -111.9383148 33.4168019, -111.9382745 33.4168155, -111.9382425 33.4169952, -111.9382622 33.4171545, -111.9382697 33.4171923, -111.9382828 33.4173126, -111.9382877 33.417341, -111.9382918 33.4173643, -111.9391602 33.4173458, -111.9392192 33.4173445, -111.9394867 33.4170944, -111.9394864 33.4169671, -111.939444 33.4167055, -111.9393586 33.4165654, -111.9393146 33.4165475))",POINT (-111.9388847172158 33.41690956763006),10035.4,22
,260,490800917.0,,yes,,,"POLYGON ((-111.9422943 33.4284911, -111.9422908 33.4276734, -111.9410153 33.4276771, -111.9410181 33.4283149, -111.9414688 33.4283136, -111.9414696 33.4284936, -111.9422943 33.4284911))",POINT (-111.9416894682781 33.42805713211949),9914.0,1
Hanover Mill Avenue,512,,9908022.0,apartments,,,"MULTIPOLYGON (((-111.9424274 33.4253686, -111.9422423 33.4253664, -111.9422342 33.425335, -111.9420304 33.4253462, -111.9420277 33.4253708, -111.9413706 33.4253776, -111.9413545 33.4251515, -111.9414027 33.4251515, -111.9414081 33.4250552, -111.9413652 33.4250485, -111.9413679 33.4244306, -111.9418185 33.4244261, -111.9418239 33.4245314, -111.9424166 33.4245291, -111.9424274 33.4253686)))",POINT (-111.9418782985739 33.42492531167147),9542.4,6
Packard South Parking Structure,1,28740179.0,,parking,,,"POLYGON ((-111.9283318 33.4260588, -111.9283271 33.4249713, -111.9285728 33.4249716, -111.928656 33.4249718, -111.9289668 33.4249722, -111.9289648 33.424912, -111.9290969 33.4249048, -111.9290967 33.4249257, -111.9291221 33.4249263, -111.9291548 33.4249688, -111.9291595 33.4260563, -111.9283318 33.4260588))",POINT (-111.9287465588884 33.42550819460066),9368.7,8
,336,544823456.0,,parking,,,"POLYGON ((-111.9414253 33.4293742, -111.9406938 33.4294442, -111.9406977 33.4288653, -111.940208 33.4288622, -111.9402 33.4284745, -111.9414168 33.4284602, -111.9414253 33.4293742))",POINT (-111.940921934982 33.42887858867442),9050.9,1
,277,544152056.0,,parking,,,"POLYGON ((-111.939707 33.4200068, -111.9393654 33.4200079, -111.9393616 33.419896, -111.9386938 33.4199043, -111.938697 33.4199667, -111.9382479 33.4199695, -111.9382483 33.4205199, -111.9397193 33.4204945, -111.939707 33.4200068))",POINT (-111.9389689537746 33.42022540660363),8468.4,17
Sun Devil Fitness Complex,97,30407778.0,,yes,,,"POLYGON ((-111.9331601 33.4159312, -111.9331655 33.4154612, -111.9330743 33.4154655, -111.9330743 33.4153437, -111.9329799 33.4153437, -111.9329799 33.4152004, -111.9328307 33.4151961, -111.9328229 33.4151263, -111.9323852 33.4151263, -111.9323852 33.4150045, -111.9320075 33.4150045, -111.9320075 33.4150619, -111.932265 33.4150619, -111.932265 33.4151908, -111.9323841 33.4151908, -111.9323791 33.415487, -111.9317182 33.415487, -111.9317182 33.4156303, -111.9317868 33.4156303, -111.9317934 33.4158438, -111.9325512 33.4158438, -111.9326176 33.4158439, -111.93262 33.4158721, -111.9326225 33.415977, -111.9327215 33.4159774, -111.9327193 33.4159317, -111.9327567 33.4159312, -111.9331601 33.4159312))",POINT (-111.9325418120284 33.41555798440811),8343.4,23
,298,544156336.0,,parking,,,"POLYGON ((-111.924094 33.4229596, -111.9229976 33.4229554, -111.9230203 33.4237308, -111.924021 33.4237325, -111.924021 33.4233027, -111.924085 33.4232743, -111.924094 33.4229596))",POINT (-111.9235297774008 33.42333684839578),8308.1,14
Memorial Union,28,28822637.0,,community_centre,,,"POLYGON ((-111.9339228 33.4172055, -111.9347888 33.4172055, -111.9347888 33.4175422, -111.9347208 33.4175422, -111.9347208 33.4175923, -111.9347888 33.4175923, -111.9347888 33.4178431, -111.9346608 33.4178431, -111.9346608 33.4180222, -111.9347978 33.4180222, -111.9347978 33.4182085, -111.9346518 33.4182085, -111.9346518 33.4181655, -111.9344548 33.4181655, -111.9344548 33.4182085, -111.9342308 33.4182085, -111.9342308 33.4181726, -111.9339738 33.4181726, -111.9339738 33.4176067, -111.9339228 33.4176067, -111.9339228 33.4172055))",POINT (-111.9343609382369 33.41768349885134),8200.3,22
,325,544822338.0,,parking,,,"POLYGON ((-111.9398742 33.4265495, -111.9398723 33.4274554, -111.9396274 33.427455, -111.939459 33.4273944, -111.9392327 33.4273095, -111.9381185 33.4268673, -111.9381207 33.4259778, -111.9382936 33.4259781, -111.9382914 33.4268672, -111.9385778 33.4268677, -111.9385776 33.4269304, -111.9389327 33.426931, -111.9389326 33.4269955, -111.9394477 33.4269963, -111.9394487 33.4265489, -111.9398742 33.4265495))",POINT (-111.9391558470978 33.42691343580681),8189.2,7
Desert Financial Arena,3,28753079.0,,yes,,,"POLYGON ((-111.9312484 33.4248947, -111.9310682 33.4249233, -111.9308879 33.4249233, -111.9307163 33.4249018, -111.9305875 33.4248445, -111.9304674 33.4247442, -111.930426 33.4246253, -111.930426 33.4244964, -111.9304517 33.4243889, -111.9305118 33.4242815, -111.9306405 33.4241668, -111.9307865 33.4241095, -111.9310096 33.424088, -111.931207 33.4241024, -111.9313873 33.4241668, -111.9315246 33.4242815, -111.9315847 33.4244104, -111.9315933 33.4245393, -111.9315574 33.4246726, -111.9314802 33.4247657, -111.9313772 33.4248373, -111.9312484 33.4248947))",POINT (-111.9310034874332 33.42451077967427),8175.1,8
,231,386274095.0,,roof,,,"POLYGON ((-111.927191 33.4169621, -111.9268074 33.4169608, -111.9268088 33.4170101, -111.9266223 33.417009, -111.9266248 33.4178403, -111.9266251 33.4179311, -111.9266264 33.4183679, -111.9271923 33.4183695, -111.927191 33.4169621))",POINT (-111.9269101767003 33.41767215204447),8137.8,24
Acourtia Hall,173,256986543.0,,yes,,,"POLYGON ((-111.9289505 33.4164992, -111.9273256 33.4165021, -111.927321 33.4163365, -111.927328 33.4162152, -111.9272346 33.4162152, -111.9272322 33.416069, -111.9279744 33.4160646, -111.9279674 33.4159983, -111.9289598 33.4159983, -111.9289505 33.4164992))",POINT (-111.9281519317949 33.41625958009848),8128.7,24
Vertex Apartments,508,,8354969.0,apartments,,,"MULTIPOLYGON (((-111.9242714 33.4182258, -111.9245719 33.4175335, -111.9242502 33.4174362, -111.9242363 33.417468, -111.9241821 33.4174517, -111.924145 33.4175371, -111.9240333 33.4175033, -111.9238955 33.4178177, -111.9238787 33.4178595, -111.9242714 33.4182258)), ((-111.9237865 33.4177689, -111.9238655 33.417703, -111.9238381 33.4176792, -111.9238962 33.4176279, -111.9235091 33.4172862, -111.923481 33.4173084, -111.9234696 33.4172983, -111.9234164 33.4173402, -111.9233625 33.4173826, -111.923301 33.41733, -111.9232843 33.4173401, -111.9233891 33.417432, -111.9233959 33.4174263, -111.923424 33.4174498, -111.923421 33.4174707, -111.9236383 33.4176616, -111.9236778 33.4176343, -111.9236998 33.4176502, -111.9236709 33.4176692, -111.9237865 33.4177689)), ((-111.9239125 33.4175075, -111.9239832 33.4174283, -111.9244258 33.4169329, -111.9243778 33.416903, -111.9243593 33.4169237, -111.9243182 33.4168981, -111.9242895 33.4169302, -111.9242547 33.4169085, -111.9242398 33.4169251, -111.9242068 33.4169045, -111.9241449 33.4169738, -111.9237554 33.4174098, -111.9239125 33.4175075)), ((-111.924044 33.4169731, -111.9240442 33.4169646, -111.9240462 33.4168779, -111.9239015 33.4168756, -111.9239006 33.4169141, -111.923882 33.4169138, -111.9238826 33.4168877, -111.9234378 33.4168803, -111.923437 33.4169134, -111.9234117 33.4169129, -111.9234124 33.4168819, -111.9232603 33.4168793, -111.9232599 33.416894, -111.9232585 33.416952, -111.9232801 33.4169524, -111.9232793 33.416986, -111.9233151 33.4169866, -111.9233142 33.4170229, -111.9233597 33.4170236, -111.9233592 33.417043, -111.9239007 33.4170518, -111.9239013 33.4170232, -111.9239271 33.4170236, -111.9239268 33.4170372, -111.9239744 33.4170379, -111.9239759 33.416972, -111.924044 33.4169731)), ((-111.9234164 33.4173402, -111.9233663 33.4172983, -111.9233367 33.4173217, -111.9233283 33.4173128, -111.923301 33.41733, -111.9229888 33.4170579, -111.9230169 33.4170383, -111.9229994 33.4170231, -111.9229614 33.417051, -111.9229265 33.417018, -111.9229249 33.4170021, -111.922912 33.4169895, -111.9228862 33.4169844, -111.9228118 33.4169178, -111.9228725 33.4169026, -111.9229493 33.4168455, -111.922985 33.416876, -111.9230176 33.41685, -111.9230922 33.4169148, -111.9234446 33.4172209, -111.9234187 33.4172425, -111.9234757 33.4172938, -111.9234696 33.4172983, -111.9234164 33.4173402)))",POINT (-111.9238720831531 33.41741542310126),7981.5,24
,292,544156283.0,,parking,,,"POLYGON ((-111.9260087 33.4238131, -111.9230004 33.4237893, -111.9232369 33.423877, -111.9232182 33.4241602, -111.9245753 33.4241579, -111.9245646 33.4239139, -111.9258011 33.4239229, -111.9257904 33.4244064, -111.9260291 33.4244064, -111.9260087 33.4238131))",POINT (-111.9244645521591 33.42397920953468),7893.1,14
Hayden Ferry Lakeside Parking Garage,265,504281745.0,,yes,,,"POLYGON ((-111.9391573 33.4304857, -111.9388307 33.4300666, -111.93774 33.4306605, -111.9380912 33.4310822, -111.9382206 33.4310102, -111.9383778 33.4310102, -111.9385842 33.4309357, -111.9387598 33.4308405, -111.9389416 33.4307145, -111.9389416 33.4306091, -111.9391573 33.4304857))",POINT (-111.9384708870887 33.43060110432084),7520.2,2
,478,761161315.0,,yes,,,"POLYGON ((-111.9433974 33.4228431, -111.9426155 33.4228487, -111.9426142 33.4227256, -111.9425699 33.4227259, -111.9425671 33.422448, -111.9425444 33.4224481, -111.9425405 33.4220652, -111.9434322 33.4220588, -111.9434352 33.4223417, -111.9434121 33.4223419, -111.9434135 33.4224782, -111.9433936 33.4224783, -111.9433974 33.4228431))",POINT (-111.9429874730987 33.4224439605163),6862.9,11
,228,386274033.0,,roof,,,"POLYGON ((-111.9346846 33.4155216, -111.9333735 33.4155441, -111.9333671 33.4150403, -111.9346805 33.4150336, -111.9346846 33.4155216))",POINT (-111.9340229348953 33.41528487166738),6708.7,23
Rise on Apache,431,594091990.0,,apartments,,,"POLYGON ((-111.9249124 33.4156941, -111.9249106 33.4154934, -111.9248713 33.4154937, -111.9248701 33.4153587, -111.9245398 33.4153608, -111.9245357 33.414907, -111.9238765 33.4149112, -111.9238837 33.4157006, -111.9249124 33.4156941))",POINT (-111.9243042716348 33.41534619531754),6588.2,24
,204,294240580.0,,parking,,,"POLYGON ((-111.9251467 33.4218213, -111.9247757 33.4218124, -111.9247664 33.4211163, -111.9248995 33.4211151, -111.9249002 33.4211716, -111.925144 33.4211855, -111.9251504 33.4209856, -111.9251521 33.4209325, -111.9257636 33.4210825, -111.9256483 33.4214854, -111.9254444 33.4215034, -111.9254492 33.4217781, -111.9255818 33.4217794, -111.925608 33.4219173, -111.9252808 33.4219108, -111.9252674 33.4215143, -111.9251675 33.4215149, -111.9251698 33.4217916, -111.9251467 33.4218213))",POINT (-111.9252260468997 33.42141518468693),6446.4,14
Tempe Police Station,4,28769209.0,,police,,,"POLYGON ((-111.9379166 33.4266942, -111.9372729 33.4264435, -111.9372815 33.4264005, -111.9370154 33.4262787, -111.9371699 33.4260137, -111.9372643 33.4260137, -111.9372557 33.4259134, -111.9372643 33.4258489, -111.9372901 33.4257773, -111.9373673 33.4257701, -111.9373673 33.4256914, -111.937642 33.4256842, -111.9376506 33.4258704, -111.9380969 33.4260424, -111.9379166 33.4263719, -111.9380711 33.4264435, -111.9379166 33.4266942))",POINT (-111.9375865853916 33.42619086021536),6404.7,7
Fulton Center Parking Structure,94,30407351.0,,parking,,,"POLYGON ((-111.9340695 33.4226038, -111.9346789 33.4225823, -111.934716 33.4232953, -111.9347218 33.4234174, -111.9346148 33.4234221, -111.9339185 33.4234418, -111.9338806 33.4229119, -111.9340866 33.4229047, -111.9340695 33.4226038))",POINT (-111.9343277921881 33.42303810730353),6341.6,12
SAF Building,456,675557448.0,,yes,,,"POLYGON ((-111.9325097 33.4279361, -111.9322915 33.4278906, -111.9322004 33.4278724, -111.9318751 33.4277947, -111.9317627 33.4277773, -111.9317804 33.4276413, -111.9318206 33.4275023, -111.9318751 33.4274137, -111.9319211 33.4273705, -111.9321307 33.4269439, -111.9324006 33.4270014, -111.932639 33.4270566, -111.9325959 33.4275742, -111.9325988 33.4276653, -111.9325097 33.4279361))",POINT (-111.9322502048363 33.42745867402424),6299.6,8
,358,552634953.0,,yes,,,"POLYGON ((-111.9317934 33.4158438, -111.9307992 33.4158467, -111.9307927 33.4157925, -111.9307944 33.415598, -111.930829 33.4154613, -111.9309333 33.4154595, -111.9309184 33.4152819, -111.9310113 33.4149345, -111.931371 33.4149321, -111.9313876 33.4150022, -111.9314118 33.4154493, -111.9314858 33.4154504, -111.9314884 33.4154706, -111.9316873 33.4154695, -111.9316861 33.4154866, -111.9317182 33.415487, -111.9317182 33.4156303, -111.9317868 33.4156303, -111.9317934 33.4158438))",POINT (-111.9312368112041 33.4154830045261),6200.8,23
Physical Education East,48,28878299.0,,yes,,,"POLYGON ((-111.9303596 33.417484, -111.9312007 33.417484, -111.9312007 33.4181932, -111.9303596 33.4181932, -111.9303596 33.417484))",POINT (-111.93078015 33.4178386),6148.6,23
,290,544156253.0,,parking,,,"POLYGON ((-111.9397189 33.4196497, -111.9397189 33.4195681, -111.9397187 33.4192457, -111.9397187 33.4192163, -111.9382275 33.4191829, -111.9382275 33.4195352, -111.938375 33.4195364, -111.9387479 33.4195274, -111.9387506 33.4194916, -111.9389464 33.4194871, -111.9389625 33.4196684, -111.9397189 33.4196497))",POINT (-111.9390224133474 33.41940180764665),6026.3,17
,285,544152074.0,,parking,,,"POLYGON ((-111.9252059 33.419419, -111.9249907 33.4195694, -111.9248456 33.4194527, -111.9247322 33.419552, -111.9248906 33.4196947, -111.9249017 33.4197796, -111.9249056 33.4202294, -111.9250307 33.4203004, -111.9256764 33.4203631, -111.9256767 33.4201076, -111.9258065 33.4201062, -111.9258037 33.4200018, -111.925742 33.4200007, -111.9257404 33.41995, -111.9256321 33.4199481, -111.9256347 33.419994, -111.9255087 33.4199604, -111.925514 33.4197198, -111.9252059 33.419419))",POINT (-111.9252482541481 33.41993654580861),5925.9,19
West 6 Apartments,157,230585346.0,,apartments,,,"POLYGON ((-111.9419357 33.4234957, -111.9420374 33.4235806, -111.9420335 33.4237732, -111.9422603 33.4239625, -111.9423698 33.4239723, -111.9424011 33.4243411, -111.9422251 33.4244358, -111.942014 33.4244194, -111.9415486 33.4240604, -111.9415916 33.424031, -111.9414782 33.4239886, -111.9414469 33.4240017, -111.9413687 33.423845, -111.9414352 33.4237993, -111.9414195 33.4237732, -111.9416503 33.4235676, -111.9417519 33.4236002, -111.9418262 33.4235414, -111.9419357 33.4234957))",POINT (-111.9419180454044 33.42398763751968),5659.1,11
,230,386274093.0,,roof,,,"POLYGON ((-111.9272674 33.4179313, -111.9278253 33.4179246, -111.927828 33.4169642, -111.9272567 33.4169642, -111.9272674 33.4179313))",POINT (-111.9275440111399 33.41744417486011),5608.9,24
Tyler Street Parking Structure,68,29736099.0,,parking,,,"POLYGON ((-111.9287401 33.4204281, -111.9278768 33.4204281, -111.9278131 33.4204281, -111.9278131 33.4210084, -111.9282725 33.4210089, -111.9287401 33.4210084, -111.9287401 33.4209322, -111.9287401 33.4206435, -111.9287401 33.4204281))",POINT (-111.9282765994115 33.42071837501794),5547.1,19
Residence Inn Tempe Downtown,317,544817171.0,,yes,,,"POLYGON ((-111.9378045 33.4253725, -111.9368014 33.425375, -111.9367997 33.4249165, -111.9373589 33.4249151, -111.9373579 33.4246325, -111.937727 33.4246316, -111.9377293 33.4252649, -111.9378041 33.4252647, -111.9378045 33.4253725))",POINT (-111.9373261787527 33.4250752229451),5545.2,7
