link_id,name,osm_way_id,from_node_id,to_node_id,directed,geometry,dir_flag,length,facility_type,link_type,free_speed,free_speed_raw,lanes,capacity,allowed_uses,toll,notes
31,,23617827,40,41,1,"LINESTRING (-111.9260412 33.4363459, -111.9260566 33.4363354, -111.9261114 33.4362881, -111.9261553 33.4362325)",1,16.56,motorway,1,120,,2,4600,auto,,
32,,23617855,748,43,1,"LINESTRING (-111.9096181 33.4366388, -111.9098093 33.4366356, -111.9100171 33.4366323, -111.9103646 33.436622)",1,69.30,motorway,1,120,,2,4600,auto,,
33,,23617861,44,45,1,"LINESTRING (-111.9170208 33.4359126, -111.9166429 33.4357868)",1,37.75,motorway,1,45,45 mph,1,2300,auto,,
34,West Center Parkway,23626403,46,47,1,"LINESTRING (-111.94951 33.436815, -111.9494146 33.437205)",1,44.26,tertiary,5,40,,2,2400,auto,,
35,,23626845,48,49,1,"LINESTRING (-111.942658 33.4357953, -111.9433752 33.4359324, -111.944647 33.4360946)",1,187.66,motorway,1,120,,1,2300,auto,,
36,,23626848,50,47,1,"LINESTRING (-111.94878 33.4365786, -111.9490413 33.4366207, -111.9490952 33.4366397, -111.9491395 33.4366584, -111.9491948 33.4366912, -111.9492522 33.436734, -111.9492951 33.4367807, -111.9493299 33.4368282, -111.949358 33.4368795, -111.9493774 33.4369321, -111.9493926 33.436984, -111.9494007 33.4370383, -111.9494146 33.437205)",1,103.90,motorway,1,120,,1,2300,auto,,
37,,23626851,51,52,1,"LINESTRING (-111.9495428 33.4371989, -111.9495982 33.4370216, -111.9496167 33.4369721, -111.9496409 33.4369283, -111.9496739 33.4368841, -111.9497113 33.4368437, -111.9497537 33.4368097, -111.9497989 33.436779, -111.9498524 33.4367513, -111.949905 33.4367298, -111.9499626 33.4367121, -111.9500216 33.4367021, -111.9500799 33.4367012, -111.9501368 33.4367035)",1,87.09,motorway,1,120,,1,2300,auto,,
38,,23626854,53,54,1,"LINESTRING (-111.9456392 33.4362112, -111.9460631 33.4362431, -111.9463306 33.436261, -111.9465999 33.4362752, -111.9468289 33.4362863, -111.9483019 33.4363444, -111.9486801 33.436362, -111.9490184 33.4363809, -111.9493516 33.4363998, -111.9496666 33.4364203, -111.9536461 33.436692, -111.9538777 33.4367108, -111.9541009 33.4367302, -111.9543488 33.4367549, -111.9546459 33.436789, -111.9548927 33.4368211, -111.9551845 33.4368634, -111.9553547 33.4368911, -111.9555207 33.4369188, -111.9558875 33.4370024)",1,956.12,motorway,1,120,,1,2300,auto,,
39,Red Mountain Freeeway,23626904,55,56,1,"LINESTRING (-111.9541218 33.4359224, -111.9503944 33.4355969)",1,347.76,primary,3,80,,2,3600,auto,,
40,South Mill Avenue,23698487,57,58,1,"LINESTRING (-111.9415968 33.4333701, -111.9412492 33.4327896, -111.9410068 33.4323908, -111.9409696 33.4323251)",1,129.96,primary,3,35,35 mph,2,3600,auto,,
41,,28639507,59,60,1,"LINESTRING (-111.8915252 33.4395412, -111.8915315 33.4394845, -111.8915355 33.4394492, -111.8915402 33.439414, -111.8915522 33.4393405, -111.8915657 33.4392649, -111.8916419 33.4388428, -111.8917785 33.4380815, -111.8918552 33.437658, -111.8918716 33.4375701, -111.8918895 33.4374805, -111.8919095 33.4373942, -111.8919322 33.4373067, -111.891962 33.4372141, -111.8919987 33.4371161, -111.8920415 33.4370194, -111.8920886 33.4369254, -111.8921398 33.4368342, -111.8921958 33.4367441, -111.8922544 33.4366585, -111.892321 33.4365677, -111.8923876 33.436483, -111.8924572 33.436403, -111.8925359 33.4363213, -111.8926181 33.4362437, -111.8927026 33.4361713, -111.8927967 33.4360954, -111.8928971 33.4360209, -111.8929941 33.4359555, -111.8930964 33.4358921, -111.8932091 33.4358283, -111.89333 33.4357669, -111.8934654 33.4357057, -111.8936031 33.4356511, -111.8937459 33.4356013, -111.8938847 33.4355591, -111.894029 33.435522, -111.8941565 33.4354945, -111.8942874 33.4354719, -111.8944245 33.4354527, -111.8945594 33.4354412, -111.8946992 33.4354341, -111.8948388 33.435431, -111.8949852 33.4354361, -111.8951213 33.4354461, -111.8952588 33.4354607, -111.895387 33.4354792, -111.8956866 33.4355297, -111.8959307 33.4355711, -111.8965907 33.4356815, -111.8967821 33.435714, -111.8970274 33.4357509, -111.897295 33.4357791)",1,849.97,motorway,1,120,,1,2300,auto,,
42,Red Mountain Freeway,28639533,61,62,1,"LINESTRING (-111.8957911 33.4352935, -111.8960169 33.43535, -111.8966474 33.4355009, -111.8972691 33.4356521, -111.8978985 33.4357931, -111.8981211 33.4358427, -111.8982934 33.4359041)",1,242.06,motorway,1,65,65 mph,4,9200,auto,,
43,Red Mountain Freeway,28639537,63,64,1,"LINESTRING (-111.9123711 33.4361659, -111.9133444 33.4361704, -111.9147835 33.4361745)",1,223.85,motorway,1,65,65 mph,6,13800,auto,,
44,Red Mountain Freeway,28639543,65,66,1,"LINESTRING (-111.9130071 33.4358849, -111.9080102 33.4358436, -111.9077016 33.4358398)",1,492.34,motorway,1,65,65 mph,7,16100,auto,,
45,,28639552,24,67,1,"LINESTRING (-111.8984568 33.4356374, -111.8982802 33.4355313, -111.8976932 33.4354205, -111.8971472 33.4352727, -111.8970455 33.435245, -111.8966242 33.4351065, -111.8962367 33.4349496)",1,221.21,motorway,1,120,,2,4600,auto,,
46,South McClintock Drive,28639646,5,68,1,"LINESTRING (-111.9096126 33.4363299, -111.909562 33.4356768, -111.9093537 33.4329886)",1,372.31,secondary,4,60,,3,4800,auto,,
47,South McClintock Drive,28639646,68,5,1,"LINESTRING (-111.9093537 33.4329886, -111.909562 33.4356768, -111.9096126 33.4363299)",1,372.31,secondary,4,60,,3,4800,auto,,
48,,28751428,69,70,1,"LINESTRING (-111.9561618 33.4362405, -111.9555781 33.4361671, -111.9550039 33.4361037, -111.9544253 33.4360623, -111.9538024 33.4360305, -111.9530192 33.4360246, -111.9522621 33.4360056, -111.9520923 33.4360054, -111.9517903 33.4359874, -111.950993 33.4360399)",1,481.34,motorway,1,120,,1,2300,auto,,
49,West Center Parkway,28751456,71,72,1,"LINESTRING (-111.9495253 33.4366291, -111.9495333 33.4365297)",1,11.08,tertiary,5,40,,4,4800,auto,,
50,,28751473,73,74,1,"LINESTRING (-111.9444506 33.4355488, -111.9441589 33.4355308, -111.9431858 33.4355463)",1,117.45,motorway,1,120,,1,2300,auto,,
51,Red Mountain Freeway,28751481,75,74,1,"LINESTRING (-111.9444915 33.435651, -111.9441709 33.4356316, -111.9431858 33.4355463)",1,121.73,motorway,1,65,65 mph,6,13800,auto,,
52,Red Mountain Freeway,28751488,76,30,1,"LINESTRING (-111.9411229 33.4353621, -111.9407684 33.4353265, -111.9376262 33.4349537, -111.9373717 33.434925, -111.9371089 33.434903, -111.9368468 33.4348848, -111.9365774 33.4348717, -111.9363197 33.4348671, -111.936059 33.4348666, -111.9357918 33.4348726, -111.935543 33.4348834, -111.9352642 33.4349029, -111.9350036 33.4349272, -111.9347517 33.4349551, -111.9344983 33.4349914, -111.9343622 33.4350119)",1,632.02,motorway,1,65,65 mph,7,16100,auto,,
53,Red Mountain Freeway,28751499,77,78,1,"LINESTRING (-111.9445949 33.4359298, -111.9530734 33.436442, -111.953328 33.4364584, -111.9535939 33.4364739, -111.9538511 33.4364907, -111.9541122 33.4365079, -111.9543702 33.4365308, -111.9546229 33.4365607, -111.954886 33.4365897, -111.9551427 33.4366219, -111.9553983 33.4366579, -111.9556598 33.4366965, -111.9559172 33.4367388, -111.9561703 33.4367837, -111.9564195 33.4368314, -111.9566738 33.4368817, -111.9569254 33.4369345, -111.9571756 33.4369912, -111.9574244 33.4370482, -111.959806 33.4376385)",1,1429.57,motorway,1,65,65 mph,5,11500,auto,,
54,Red Mountain Freeway,28751511,79,48,1,"LINESTRING (-111.9412352 33.4356664, -111.942658 33.4357953)",1,132.80,motorway,1,65,65 mph,5,11500,auto,,
55,Red Mountain Freeeway,28751514,80,54,1,"LINESTRING (-111.95064 33.4367158, -111.9510828 33.4367385, -111.9512767 33.4367458, -111.9514423 33.4367513, -111.9516461 33.4367544, -111.9519229 33.4367577, -111.9522419 33.4367601, -111.9531357 33.4367662, -111.9533402 33.4367679, -111.9535579 33.4367718, -111.9537747 33.4367796, -111.9539804 33.4367907, -111.9542234 33.4368071, -111.9544606 33.4368269, -111.9547134 33.4368511, -111.9549821 33.4368822, -111.955255 33.4369185, -111.9555077 33.4369536, -111.9558875 33.4370024)",1,488.74,primary,3,80,,1,1800,auto,,
56,North Mill Avenue,28751519,81,57,1,"LINESTRING (-111.9425406 33.4351529, -111.9423043 33.4346382, -111.9420954 33.4342307, -111.9418638 33.4338228, -111.9415968 33.4333701)",1,216.87,primary,3,35,35 mph,2,3600,auto,,
57,North Mill Avenue,28751528,82,739,1,"LINESTRING (-111.9430207 33.436988, -111.9430717 33.4370723, -111.943127 33.4371824, -111.9431842 33.4373081, -111.9432376 33.4374653, -111.943269 33.4375621)",1,68.05,primary,3,45,45 mph,5,9000,auto,,
58,South Mill Avenue,28751543,84,85,1,"LINESTRING (-111.9400645 33.4312508, -111.940126 33.4316795)",1,48.01,primary,3,30,30 mph,2,3600,auto,,
59,South Mill Avenue,28752299,86,87,1,"LINESTRING (-111.940473 33.431309, -111.9404076 33.4311496, -111.940306 33.4308981, -111.9402509 33.4307385, -111.9401986 33.4305606, -111.9401399 33.4303209)",1,114.29,primary,3,30,30 mph,2,3600,auto,,
60,North Scottsdale Road,28752533,88,0,1,"LINESTRING (-111.9262879 33.429842, -111.9262877 33.4312176)",1,152.96,primary,3,35,35 mph,3,5400,auto,,
61,North Scottsdale Road,28752533,0,88,1,"LINESTRING (-111.9262877 33.4312176, -111.9262879 33.429842)",1,152.96,primary,3,35,35 mph,3,5400,auto,,
62,North Scottsdale Road,28752549,1,89,1,"LINESTRING (-111.926271 33.4335911, -111.926259 33.4339086, -111.926257 33.4339755, -111.926255 33.4340423)",1,50.19,primary,3,35,35 mph,6,10800,auto,,
63,Red Mountain Freeway,28752595,90,91,1,"LINESTRING (-111.9199491 33.4359427, -111.9186418 33.4359172)",1,121.34,motorway,1,65,65 mph,7,16100,auto,,
64,Red Mountain Freeway,28752601,92,93,1,"LINESTRING (-111.9239513 33.4362129, -111.9249613 33.4362075, -111.925926 33.4362118)",1,183.24,motorway,1,65,65 mph,5,11500,auto,,
65,Red Mountain Freeway,28752603,94,95,1,"LINESTRING (-111.9162995 33.4361968, -111.9173071 33.4361993, -111.919381 33.4362043)",1,285.94,motorway,1,65,65 mph,7,16100,auto,,
66,,28752616,45,96,1,"LINESTRING (-111.9166429 33.4357868, -111.9164554 33.4357683, -111.9143134 33.4356256)",1,216.91,motorway,1,45,45 mph,1,2300,auto,,
67,Red Mountain Freeway,28752617,97,65,1,"LINESTRING (-111.9165392 33.4359094, -111.916203 33.4359, -111.9156472 33.4358901, -111.9147726 33.4358851, -111.9133523 33.4358894, -111.9130071 33.4358849)",1,327.79,motorway,1,65,65 mph,7,16100,auto,,
68,South Mill Avenue,28821460,98,99,1,"LINESTRING (-111.9399016 33.4142825, -111.9398955 33.4139983, -111.9398928 33.4136273)",1,72.86,secondary,4,35,35 mph,5,8000,auto,,
69,East Apache Boulevard,30031285,742,101,1,"LINESTRING (-111.9205139 33.4148773, -111.920707 33.4148623, -111.9209491 33.4148516, -111.921343 33.4148441, -111.9214997 33.4148411)",1,91.62,primary,3,35,35 mph,2,3600,auto,,
70,East Apache Boulevard,30031286,726,103,1,"LINESTRING (-111.926292 33.4146937, -111.9261035 33.4146985, -111.925524 33.4147028, -111.9253642 33.4147041, -111.9251412 33.4147062, -111.9243591 33.4147144, -111.9237731 33.4147156, -111.9234869 33.4147174, -111.9230209 33.4147167, -111.9228189 33.4147158, -111.9226783 33.414714)",1,335.43,primary,3,35,35 mph,2,3600,auto,,
71,South McClintock Drive,30031313,745,105,1,"LINESTRING (-111.909269 33.4319755, -111.9092659 33.4319199, -111.9091891 33.4307936, -111.9091658 33.4304594, -111.9091581 33.4303466, -111.9091495 33.430223)",1,195.18,secondary,4,45,45 mph,3,4800,auto,,
72,South McClintock Drive,30031313,105,745,1,"LINESTRING (-111.9091495 33.430223, -111.9091581 33.4303466, -111.9091658 33.4304594, -111.9091891 33.4307936, -111.9092659 33.4319199, -111.909269 33.4319755)",1,195.18,secondary,4,45,45 mph,3,4800,auto,,
74,,106410416,108,60,1,"LINESTRING (-111.8939906 33.4351451, -111.8943715 33.4352163, -111.8947531 33.4352868, -111.8951362 33.4353572, -111.8955171 33.4354282, -111.8958985 33.435499, -111.8965345 33.435616, -111.8967922 33.4356648, -111.8970297 33.435716, -111.897295 33.4357791)",1,314.67,motorway,1,120,,2,4600,auto,,
75,Red Mountain Freeway,123445163,109,110,1,"LINESTRING (-111.8979274 33.4355783, -111.8976741 33.4355264, -111.8974214 33.4354697, -111.8971708 33.4354096, -111.8970787 33.4353875, -111.8962848 33.4351947)",1,158.30,motorway,1,65,65 mph,4,9200,auto,,
76,Red Mountain Freeway,123445165,91,44,1,"LINESTRING (-111.9186418 33.4359172, -111.9170208 33.4359126)",1,150.42,motorway,1,65,65 mph,7,16100,auto,,
77,Red Mountain Freeway,123445171,62,111,1,"LINESTRING (-111.8982934 33.4359041, -111.8985498 33.4359442, -111.8988088 33.4359805, -111.8990692 33.4360117, -111.8993301 33.4360388, -111.8995914 33.4360593, -111.8998554 33.4360784, -111.9001172 33.436091, -111.9003762 33.4361006, -111.9006351 33.4361046, -111.9017029 33.4361117, -111.9036369 33.4361201, -111.9053452 33.4361337, -111.9074565 33.4361423)",1,851.73,motorway,1,65,65 mph,7,16100,auto,,
78,Red Mountain Freeway,123445172,112,70,1,"LINESTRING (-111.9603117 33.4374601, -111.9575688 33.4368, -111.9573313 33.4367435, -111.9570808 33.4366864, -111.9568221 33.43663, -111.9565679 33.4365783, -111.9563135 33.4365288, -111.9560589 33.4364827, -111.9558027 33.4364391, -111.9555383 33.4363975, -111.9552819 33.4363614, -111.9550252 33.4363279, -111.9547662 33.4362964, -111.9545029 33.4362684, -111.9542394 33.436243, -111.9539816 33.4362211, -111.9537215 33.4362032, -111.9534614 33.4361867, -111.950993 33.4360399)",1,882.50,motorway,1,65,65 mph,6,13800,auto,,
79,West Center Parkway,136471491,51,46,1,"LINESTRING (-111.9495428 33.4371989, -111.94951 33.436815)",1,42.80,tertiary,5,40,,2,2400,auto,,
80,West Center Parkway,136471494,113,51,1,"LINESTRING (-111.9494856 33.4378842, -111.9495053 33.4377381, -111.9495198 33.437591, -111.9495428 33.4371989)",1,76.41,tertiary,5,40,,3,3600,auto,,
81,West Center Parkway,136471496,47,114,1,"LINESTRING (-111.9494146 33.437205, -111.9493562 33.437749, -111.9493457 33.4378275, -111.9493351 33.4378972)",1,77.33,tertiary,5,40,,3,3600,auto,,
82,West Washington Street,142567404,115,116,1,"LINESTRING (-111.9447909 33.4372297, -111.9445903 33.4372354, -111.9444029 33.4372506, -111.9442708 33.4372675)",1,48.50,primary,3,35,35 mph,2,3600,auto,,
83,West Washington Street,142567404,117,115,1,"LINESTRING (-111.9462092 33.4376696, -111.9461288 33.4376185, -111.9460094 33.4375454, -111.9458738 33.4374771, -111.94574 33.4374291, -111.9454746 33.437344, -111.9453012 33.437293, -111.9451738 33.4372681, -111.9450432 33.4372429, -111.9447909 33.4372297)",1,142.81,primary,3,35,35 mph,2,3600,auto,,
84,West Washington Street,142567404,118,117,1,"LINESTRING (-111.9473346 33.4384195, -111.946782 33.4380565, -111.946277 33.4377093, -111.9462092 33.4376696)",1,133.66,primary,3,35,35 mph,2,3600,auto,,
85,South Ash Avenue,148624240,119,120,1,"LINESTRING (-111.9425485 33.4291402, -111.9425552 33.4291847, -111.9425577 33.4292109)",1,7.91,tertiary,5,30,30 mph,2,2400,auto,,
86,West Rio Salado Parkway,148624249,121,122,1,"LINESTRING (-111.9433431 33.4307227, -111.9433389 33.4306117, -111.9433332 33.430471, -111.9433232 33.4303522, -111.9433164 33.4302734, -111.9433033 33.4301913, -111.9432719 33.4300653, -111.9432327 33.429963, -111.9431999 33.4298849, -111.9431442 33.4297815)",1,107.30,secondary,4,30,30 mph,2,3200,auto,,
87,West Rio Salado Parkway,148624264,123,124,1,"LINESTRING (-111.9420775 33.4295382, -111.9421479 33.4295498, -111.9422206 33.4295487, -111.9423392 33.4295448, -111.9424894 33.4295291, -111.9425552 33.4295213, -111.9426077 33.4295182, -111.9427111 33.4295249)",1,59.14,secondary,4,35,35 mph,1,1600,auto,,
88,West Rio Salado Parkway,148624274,125,126,1,"LINESTRING (-111.9453807 33.4313267, -111.94512 33.4313995, -111.9449705 33.431437, -111.9448218 33.431467, -111.9446626 33.4314897, -111.9444707 33.4315109, -111.9442524 33.4315238, -111.9439395 33.4315348, -111.9438197 33.4315377, -111.9436636 33.43154, -111.9435885 33.4315418, -111.9435251 33.4315424, -111.9434604 33.4315237, -111.9434172 33.4314902, -111.9433921 33.4314425, -111.9433809 33.4314032, -111.9433753 33.4312967)",1,208.94,secondary,4,30,30 mph,2,3200,auto,,
89,,158743149,36,127,1,"LINESTRING (-111.9253116 33.435556, -111.9248962 33.4355968, -111.9245436 33.4356257, -111.9239983 33.4356751, -111.9234619 33.4357206, -111.9230675 33.4357517)",1,209.38,motorway,1,120,,2,4600,auto,,
90,,158743155,128,129,1,"LINESTRING (-111.9304335 33.4361537, -111.9308439 33.4360579)",1,39.54,motorway,1,120,,1,2300,auto,,
91,Red Mountain Freeway,158743162,130,131,1,"LINESTRING (-111.9304247 33.4359394, -111.9308633 33.4358768)",1,41.29,motorway,1,65,65 mph,5,11500,auto,,
92,,158743169,132,64,1,"LINESTRING (-111.912977 33.4363767, -111.9133545 33.4363324, -111.9139533 33.4362906, -111.9145446 33.4362629, -111.9147835 33.4361745)",1,170.34,motorway,1,120,,1,2300,auto,,
