name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
,13,895311776,,yes,,,,"POLYGON ((-111.903895 33.406293, -111.903895 33.406405, -111.904088 33.406405, -111.904088 33.406309, -111.90396 33.406309, -111.90396 33.406293, -111.903895 33.406293))","POINT (-111.90398809852825 33.40635402371219)",,1
,14,895314318,,yes,,,,"POLYGON ((-111.905384 33.416548, -111.905327 33.416548, -111.905327 33.41659, -111.905255 33.41659, -111.905255 33.41672, -111.905384 33.41672, -111.905384 33.416548))","POINT (-111.90532399718221 33.41664425673137)",,1
,15,895314358,,yes,,,,"POLYGON ((-111.901736 33.416776, -111.901621 33.416776, -111.901621 33.416879, -111.901736 33.416879, -111.901736 33.416776))","POINT (-111.9016785 33.4168275)",,1
,16,895332535,,yes,,,,"POLYGON ((-111.900851 33.41612, -111.900894 33.41612, -111.900894 33.416073, -111.900652 33.416073, -111.900652 33.416223, -111.900851 33.416223, -111.900851 33.41612))","POINT (-111.90075917283737 33.416144734288224)",,1
,17,895333025,,yes,,,,"POLYGON ((-111.897859 33.416103, -111.897958 33.416103, -111.897959 33.416161, -111.897991 33.416161, -111.897989 33.415941, -111.897857 33.415942, -111.897859 33.416103))","POINT (-111.89792802945074 33.41603105900228)",,1
,18,895337997,,yes,,,,"POLYGON ((-111.900272 33.4236867, -111.9002716 33.4234686, -111.9002289 33.4234704, -111.9000077 33.4236564, -111.9000074 33.4236862, -111.900272 33.4236867))","POINT (-111.9001727784671 33.42360428347052)",,1
,19,895338037,,yes,,,,"POLYGON ((-111.906567 33.426723, -111.906335 33.426724, -111.906339 33.427236, -111.906571 33.427234, -111.906567 33.426723))","POINT (-111.90645296221581 33.42697925168108)",,1
,20,895339880,,yes,,,,"POLYGON ((-111.903444 33.422777, -111.903377 33.422777, -111.903376 33.423726, -111.903443 33.423726, -111.903444 33.422777))","POINT (-111.90341 33.42325150000001)",,1
,21,895718419,,yes,,,,"POLYGON ((-111.91086 33.409181, -111.910943 33.409249, -111.911159 33.409066, -111.911047 33.408974, -111.911005 33.40901, -111.910889 33.408915, -111.910754 33.40903, -111.910898 33.409149, -111.91086 33.409181))","POINT (-111.91095192712885 33.4090733504173)",,1
,22,895718722,,yes,,,,"POLYGON ((-111.912685 33.405429, -111.912518 33.405429, -111.912518 33.405562, -111.912685 33.405562, -111.912685 33.405429))","POINT (-111.91260150000001 33.4054955)",,1
,23,895734687,,yes,,,,"POLYGON ((-111.930915 33.4073311, -111.9309185 33.4071333, -111.9307958 33.4071319, -111.9307927 33.4073322, -111.930915 33.4073311))","POINT (-111.93085537280551 33.40723206506874)",,1
,24,895734717,,yes,,,,"POLYGON ((-111.934708 33.406325, -111.934574 33.406325, -111.934574 33.406495, -111.934708 33.406495, -111.934708 33.406325))","POINT (-111.934641 33.40641)",,1
,25,938172430,,yes,,,,"POLYGON ((-111.946878 33.408492, -111.946813 33.408492, -111.946813 33.408635, -111.946998 33.408635, -111.946998 33.408539, -111.946878 33.408539, -111.946878 33.408492))","POINT (-111.9468966938506 33.40857650600529)",,1
,26,938172460,,yes,,,,"POLYGON ((-111.947527 33.409374, -111.947706 33.409374, -111.947706 33.409253, -111.94758 33.409253, -111.94758 33.40928, -111.947527 33.40928, -111.947527 33.409374))","POINT (-111.94762095684197 33.40931682494562)",,1
,27,938172561,,yes,,,,"POLYGON ((-111.944595 33.410523, -111.944595 33.4104, -111.944429 33.4104, -111.944429 33.410523, -111.944595 33.410523))","POINT (-111.944512 33.4104615)",,1
,28,938172660,,yes,,,,"POLYGON ((-111.94699 33.410888, -111.94699 33.410765, -111.946824 33.410765, -111.946824 33.410888, -111.94699 33.410888))","POINT (-111.946907 33.410826500000006)",,1
,29,938172817,,yes,,,,"POLYGON ((-111.947513 33.412963, -111.947339 33.412963, -111.947339 33.41306, -111.947513 33.41306, -111.947513 33.412963))","POINT (-111.94742600000002 33.413011499999996)",,1
,30,938173016,,yes,,,,"POLYGON ((-111.945038 33.413776, -111.945188 33.413776, -111.945188 33.41368, -111.945038 33.41368, -111.945038 33.413776))","POINT (-111.94511300000002 33.413728)",,1
,31,938173352,,yes,,,,"POLYGON ((-111.943919 33.416857, -111.94405 33.416857, -111.94405 33.416769, -111.944016 33.416769, -111.944016 33.416722, -111.943919 33.416722, -111.943919 33.416857))","POINT (-111.94397968225894 33.41679387073413)",,1
,32,938173628,,yes,,,,"POLYGON ((-111.944823 33.420441, -111.944732 33.420441, -111.944732 33.420522, -111.944823 33.420522, -111.944823 33.420441))","POINT (-111.94477750000001 33.4204815)",,1
,33,938176117,,yes,,,,"POLYGON ((-111.943384 33.418725, -111.943244 33.418724, -111.943243 33.418914, -111.943382 33.418915, -111.943384 33.418725))","POINT (-111.9433132513346 33.418819386508964)",,1
,34,938176416,,yes,,,,"POLYGON ((-111.941795 33.417719, -111.941722 33.417719, -111.941722 33.417752, -111.941669 33.417752, -111.941669 33.417795, -111.941795 33.417795, -111.941795 33.417719))","POINT (-111.94174015619012 33.41776180433116)",,1
,35,938176675,,yes,,,,"POLYGON ((-111.942013 33.419574, -111.941849 33.419574, -111.94185 33.419696, -111.941901 33.419696, -111.941901 33.419767, -111.941851 33.419767, -111.941851 33.419947, -111.941973 33.419947, -111.941973 33.419834, -111.942043 33.419834, -111.942043 33.419679, -111.942013 33.419679, -111.942013 33.419574))","POINT (-111.94193819900099 33.41975127695303)",,1
,36,938177262,,yes,,,,"POLYGON ((-111.940872 33.415037, -111.941028 33.415037, -111.941028 33.414985, -111.940985 33.414985, -111.940985 33.414887, -111.940853 33.414887, -111.940853 33.414934, -111.940872 33.414934, -111.940872 33.415037))","POINT (-111.94093425078442 33.41496516621844)",,1
,37,938177484,,yes,,,,"POLYGON ((-111.942264 33.415236, -111.942135 33.415236, -111.942135 33.415205, -111.942058 33.415205, -111.942058 33.415267, -111.94213 33.415267, -111.94213 33.415372, -111.942264 33.415372, -111.942264 33.415236))","POINT (-111.94217643398412 33.415290144792706)",,1
,38,938177605,,yes,,,,"POLYGON ((-111.945976 33.415704, -111.945976 33.415838, -111.946176 33.415838, -111.946176 33.415703, -111.945976 33.415704))","POINT (-111.94607612391572 33.4157707496902)",,1
,39,938178050,,yes,,,,"POLYGON ((-111.947382 33.4167, -111.947478 33.4167, -111.947478 33.41664, -111.947516 33.41664, -111.947516 33.41655, -111.947382 33.41655, -111.947382 33.4167))","POINT (-111.94744285858587 33.41661924242425)",,1
,40,938178192,,yes,,,,"POLYGON ((-111.951813 33.415209, -111.951813 33.415332, -111.951925 33.415332, -111.951925 33.41529, -111.952006 33.41529, -111.952006 33.415209, -111.951813 33.415209))","POINT (-111.95190013224662 33.41526372510694)",,1
,41,938178599,,yes,,,,"POLYGON ((-111.949581 33.414197, -111.949581 33.4143, -111.949946 33.4143, -111.949946 33.414293, -111.949986 33.414293, -111.949986 33.414197, -111.949581 33.414197))","POINT (-111.9497822667431 33.41424817563654)",,1
,42,938178609,,yes,,,,"POLYGON ((-111.951962 33.414242, -111.951968 33.413962, -111.951837 33.41396, -111.95183 33.41424, -111.951962 33.414242))","POINT (-111.95189924528728 33.41410117736812)",,1
,43,938178888,,yes,,,,"POLYGON ((-111.952574 33.420284, -111.952756 33.420287, -111.952758 33.420185, -111.952576 33.420183, -111.952574 33.420284))","POINT (-111.9526661493668 33.420234752967495)",,1
,44,938179818,,yes,,,,"POLYGON ((-111.952338 33.41514, -111.952337 33.415276, -111.952541 33.415277, -111.952542 33.415141, -111.952338 33.41514))","POINT (-111.9524395 33.4152085)",,1
,45,938214604,,yes,,,,"POLYGON ((-111.953148 33.423257, -111.953341 33.423256, -111.953339 33.42292, -111.953146 33.422921, -111.953148 33.423257))","POINT (-111.95324350000003 33.4230885)",,1
,46,938215450,,yes,,,,"POLYGON ((-111.952765 33.410734, -111.952804 33.410769, -111.95276 33.410803, -111.952848 33.410882, -111.952968 33.410788, -111.952841 33.410675, -111.952765 33.410734))","POINT (-111.9528549147806 33.41077959274158)",,1
,47,938215905,,yes,,,,"POLYGON ((-111.952347 33.412735, -111.952483 33.412735, -111.952483 33.412662, -111.952545 33.412662, -111.952545 33.41256, -111.952347 33.41256, -111.952347 33.412735))","POINT (-111.9524357832957 33.41263983747178)",,1
,48,938215956,,yes,,,,"POLYGON ((-111.949793 33.412464, -111.949923 33.412573, -111.950026 33.412487, -111.949925 33.412401, -111.9499 33.412422, -111.949872 33.412398, -111.949793 33.412464))","POINT (-111.94991025934516 33.412479393353486)",,1
,49,938215986,,yes,,,,"POLYGON ((-111.948245 33.411616, -111.948447 33.411616, -111.948447 33.411504, -111.948245 33.411504, -111.948245 33.411616))","POINT (-111.94834600000002 33.411559999999994)",,1
,50,938216035,,yes,,,,"POLYGON ((-111.950322 33.411845, -111.950406 33.41192, -111.950439 33.411894, -111.950497 33.411946, -111.950588 33.411875, -111.950446 33.411748, -111.950322 33.411845))","POINT (-111.95045542232583 33.411850994596136)",,1
,51,938216075,,yes,,,,"POLYGON ((-111.951182 33.409565, -111.951182 33.409688, -111.951365 33.409688, -111.951365 33.409565, -111.951182 33.409565))","POINT (-111.95127350000001 33.409626499999995)",,1
,52,938216156,,yes,,,,"POLYGON ((-111.950861 33.408047, -111.950745 33.408047, -111.950745 33.408156, -111.950922 33.408156, -111.950922 33.408082, -111.950861 33.408082, -111.950861 33.408047))","POINT (-111.95082628295839 33.40810610397482)",,1
,53,938427216,,yes,,,,"POLYGON ((-111.947878 33.426315, -111.947779 33.426315, -111.947779 33.426452, -111.947878 33.426452, -111.947878 33.426315))","POINT (-111.9478285 33.4263835)",,1
,54,938428748,,yes,,,,"POLYGON ((-111.950488 33.428395, -111.950488 33.428352, -111.950236 33.428352, -111.950236 33.428507, -111.95044 33.428507, -111.95044 33.428395, -111.950488 33.428395))","POINT (-111.95034572069825 33.42842606857856)",,1
,55,938434105,,yes,,,,"POLYGON ((-111.949391 33.425657, -111.949302 33.425657, -111.949302 33.42583, -111.949391 33.42583, -111.949391 33.425657))","POINT (-111.9493465 33.42574349999999)",,1
,56,938435864,,yes,,,,"POLYGON ((-111.944984 33.422863, -111.945198 33.422863, -111.945198 33.422765, -111.944984 33.422765, -111.944984 33.422863))","POINT (-111.94509099999999 33.422813999999995)",,1
,57,938436488,,yes,,,,"POLYGON ((-111.946387 33.424691, -111.946388 33.424819, -111.946892 33.424817, -111.946891 33.424689, -111.946387 33.424691))","POINT (-111.94663950000002 33.42475400000001)",,1
,58,938438951,,yes,,,,"POLYGON ((-111.948122 33.422418, -111.948326 33.422418, -111.948326 33.422324, -111.948122 33.422324, -111.948122 33.422418))","POINT (-111.948224 33.422371)",,1
,59,958939723,,yes,,,,"POLYGON ((-111.913162 33.419134, -111.913066 33.419134, -111.913066 33.41927, -111.913162 33.41927, -111.913162 33.419134))","POINT (-111.91311400000004 33.419202)",,1
,60,958940068,,yes,,,,"POLYGON ((-111.911539 33.4182, -111.911539 33.418238, -111.911491 33.418238, -111.911491 33.418325, -111.911644 33.418325, -111.911644 33.4182, -111.911539 33.4182))","POINT (-111.91157303494019 33.418267086093294)",,1
,61,958940263,,yes,,,,"POLYGON ((-111.913048 33.416008, -111.913048 33.416093, -111.913173 33.416093, -111.913173 33.416008, -111.913048 33.416008))","POINT (-111.91311050000002 33.41605049999999)",,1
,62,958940638,,yes,,,,"POLYGON ((-111.917298 33.413805, -111.917403 33.413805, -111.917403 33.413651, -111.917298 33.413651, -111.917298 33.413805))","POINT (-111.9173505 33.413728000000006)",,1
,63,958940764,,yes,,,,"POLYGON ((-111.913733 33.411938, -111.913876 33.411938, -111.913876 33.411804, -111.913733 33.411804, -111.913733 33.411938))","POINT (-111.91380450000001 33.411871)",,1
,64,958941768,,yes,,,,"POLYGON ((-111.9196158 33.4130223, -111.9196159 33.4132705, -111.9199708 33.4132704, -111.9199707 33.4130154, -111.9198453 33.4130155, -111.9198454 33.4131015, -111.9198644 33.4131015, -111.9198644 33.4132094, -111.9197203 33.4132094, -111.9197203 33.4130223, -111.9196158 33.4130223))","POINT (-111.91979670552553 33.41315560667098)",,1
,65,958941798,,yes,,,,"POLYGON ((-111.919557 33.411743, -111.919857 33.411743, -111.919857 33.411667, -111.919557 33.411667, -111.919557 33.411743))","POINT (-111.91970699999999 33.411705)",,1
,66,958942393,,yes,,,,"POLYGON ((-111.91742 33.4122, -111.917181 33.411976, -111.917219 33.411948, -111.917147 33.41188, -111.916995 33.411993, -111.917069 33.412062, -111.917098 33.41204, -111.917215 33.41215, -111.917192 33.412167, -111.917312 33.41228, -111.91742 33.4122))","POINT (-111.91720972828705 33.412079084595206)",,1
,67,958942900,,yes,,,,"POLYGON ((-111.922279 33.412681, -111.922373 33.412681, -111.922373 33.412633, -111.922429 33.412633, -111.922429 33.412527, -111.922279 33.412527, -111.922279 33.412681))","POINT (-111.92234781069959 33.41259702057613)",,1
,68,958942930,,yes,,,,"POLYGON ((-111.925463 33.412428, -111.925323 33.412428, -111.925323 33.412503, -111.925463 33.412503, -111.925463 33.412428))","POINT (-111.92539300000001 33.4124655)",,1
,69,958944571,,yes,,,,"POLYGON ((-111.914611 33.417159, -111.914788 33.417159, -111.914788 33.417067, -111.914611 33.417067, -111.914611 33.417159))","POINT (-111.91469950000001 33.41711299999999)",,1
,70,958944870,,yes,,,,"POLYGON ((-111.919506 33.41758, -111.919693 33.41758, -111.919693 33.417412, -111.919758 33.417412, -111.919758 33.417309, -111.919618 33.417309, -111.919618 33.417394, -111.919506 33.417394, -111.919506 33.41758))","POINT (-111.91962458923349 33.417451249561154)",,1
,71,958944910,,yes,,,,"POLYGON ((-111.91121 33.416031, -111.911373 33.416031, -111.911373 33.415921, -111.91121 33.415921, -111.91121 33.416031))","POINT (-111.9112915 33.415976)",,1
,72,958947871,,yes,,,,"POLYGON ((-111.9338289 33.413898, -111.93383 33.4136697, -111.9337106 33.4136721, -111.9337105 33.4136935, -111.9336197 33.4136938, -111.9336158 33.4138125, -111.9337322 33.4138128, -111.9337322 33.4138994, -111.9338289 33.413898))","POINT (-111.93374032491248 33.41377151708288)",,1
,73,958948459,,yes,,,,"POLYGON ((-111.934676 33.412551, -111.934561 33.412551, -111.934561 33.412659, -111.934676 33.412659, -111.934676 33.412551))","POINT (-111.93461850000001 33.412605)",,1
,74,958948615,,yes,,,,"POLYGON ((-111.93709 33.411658, -111.93694 33.411658, -111.93694 33.411754, -111.93709 33.411754, -111.93709 33.411658))","POINT (-111.93701500000002 33.411706)",,1
Devils Liquor,75,958962021,,yes,,,,"POLYGON ((-111.9057845 33.4150861, -111.905783 33.415229, -111.905958 33.415229, -111.9059603 33.4151363, -111.9059839 33.4151359, -111.9060037 33.4151356, -111.9060022 33.4150883, -111.9059826 33.4150881, -111.9057845 33.4150861))","POINT (-111.90587978438589 33.4151544631673)",,1
,76,958963380,,yes,,,,"POLYGON ((-111.899888 33.418979, -111.899888 33.418896, -111.899711 33.418896, -111.899711 33.418979, -111.899888 33.418979))","POINT (-111.89979949999999 33.41893749999999)",,1
,77,958963680,,yes,,,,"POLYGON ((-111.902409 33.420132, -111.902629 33.420132, -111.902629 33.419912, -111.902409 33.419913, -111.902409 33.420132))","POINT (-111.90251908352317 33.420022249810174)",,1
,78,958965030,,yes,,,,"POLYGON ((-111.927995 33.410579, -111.927826 33.410579, -111.927826 33.410664, -111.927906 33.410664, -111.927906 33.410707, -111.927995 33.410707, -111.927995 33.410579))","POINT (-111.92791891468777 33.41063496350044)",,1
,79,958965288,,yes,,,,"POLYGON ((-111.92756 33.409612, -111.927761 33.409612, -111.927761 33.409462, -111.927694 33.409462, -111.927694 33.409504, -111.92756 33.409504, -111.92756 33.409612))","POINT (-111.9276681885246 33.409549393442624)",,1
,80,958965804,,yes,,,,"POLYGON ((-111.926831 33.408911, -111.927027 33.408911, -111.927027 33.408819, -111.926974 33.408819, -111.926974 33.408774, -111.926831 33.408774, -111.926831 33.408911))","POINT (-111.92692203030613 33.408846983998856)",,1
,81,958968802,,yes,,,,"POLYGON ((-111.926933 33.408192, -111.927017 33.408193, -111.927018 33.408157, -111.927138 33.408158, -111.92714 33.408026, -111.926974 33.408025, -111.926973 33.408065, -111.926934 33.408065, -111.926933 33.408192))","POINT (-111.92703455485152 33.408102629433955)",,1
,82,958968842,,yes,,,,"POLYGON ((-111.918138 33.409675, -111.918141 33.409813, -111.918661 33.409806, -111.918658 33.409669, -111.918138 33.409675))","POINT (-111.91839918494489 33.40974075441896)",,1
,83,958970088,,yes,,,,"POLYGON ((-111.917199 33.409436, -111.917202 33.408928, -111.917056 33.408928, -111.917053 33.409436, -111.917199 33.409436))","POINT (-111.9171275 33.409182)",,1
,84,959930890,,yes,,,,"POLYGON ((-111.923062 33.40589, -111.922979 33.40589, -111.922978 33.406192, -111.923061 33.406192, -111.923062 33.40589))","POINT (-111.92302 33.406041)",,1
,85,975946926,,apartments,,,,"POLYGON ((-111.9188581 33.4065718, -111.9185335 33.4065766, -111.9185312 33.4064672, -111.9188557 33.4064623, -111.9188581 33.4065718))","POINT (-111.91869465013093 33.40651947737441)",,1
,86,983515126,,carport,,,,"POLYGON ((-111.9483783 33.4283658, -111.9483185 33.4283668, -111.9483233 33.4285516, -111.9483831 33.4285505, -111.9483783 33.4283658))","POINT (-111.94835079732128 33.42845867571593)",,1
,87,983724515,,yes,shelter,,,"POLYGON ((-111.9494093 33.4097302, -111.9494073 33.4096497, -111.9492593 33.4096522, -111.9492613 33.4097328, -111.9494093 33.4097302))","POINT (-111.94933428469795 33.409691225376264)",,1
,88,983727192,,carport,,,,"POLYGON ((-111.9138968 33.4104232, -111.9141303 33.4104212, -111.9141297 33.4103762, -111.9138962 33.4103782, -111.9138968 33.4104232))","POINT (-111.91401325000002 33.4103997)",,1
,89,983727674,,carport,,,,"POLYGON ((-111.9114837 33.4096433, -111.9114277 33.4096427, -111.9114243 33.4098887, -111.9114803 33.4098893, -111.9114837 33.4096433))","POINT (-111.91145399999999 33.409766000000005)",,1
,90,983795955,,carport,,,,"POLYGON ((-111.9004853 33.4093466, -111.900435 33.409347, -111.9004389 33.4096904, -111.9004894 33.40969, -111.9004853 33.4093466))","POINT (-111.90046215134204 33.409518613547554)",,1
,91,990991469,,carport,,,,"POLYGON ((-111.9451951 33.4226809, -111.9449781 33.4226821, -111.9449785 33.4227316, -111.9451955 33.4227304, -111.9451951 33.4226809))","POINT (-111.94508680000001 33.42270625000001)",,1
,92,991007117,,carport,,,,"POLYGON ((-111.907358 33.411405, -111.907299 33.411404, -111.907294 33.411627, -111.907353 33.411628, -111.907358 33.411405))","POINT (-111.90732600000001 33.411516000000006)",,1
,93,1019302195,,carport,,,,"POLYGON ((-111.9133962 33.421322, -111.9132969 33.4212788, -111.9132705 33.4213211, -111.9133697 33.4213643, -111.9133962 33.421322))","POINT (-111.91333333343557 33.42132155012007)",,1
,94,1019302217,,carport,,,,"POLYGON ((-111.9087734 33.4204544, -111.9087742 33.4205529, -111.9088397 33.4205525, -111.908839 33.420454, -111.9087734 33.4204544))","POINT (-111.90880657487082 33.42050343747854)",,1
,95,1020658299,,,,swimming_pool,,"POLYGON ((-111.9106007 33.417341, -111.9106206 33.417331, -111.9106546 33.4173057, -111.9106985 33.4172589, -111.9107 33.4172523, -111.9106978 33.4172431, -111.9106888 33.4172387, -111.9105754 33.4172398, -111.9105718 33.4172419, -111.9105699 33.4172458, -111.9105703 33.4173262, -111.9105739 33.4173335, -111.9105827 33.4173394, -111.9105902 33.417341, -111.9106007 33.417341))","POINT (-111.91062245655651 33.41728076982924)",,1
,96,1058983980,,apartments,,,,"POLYGON ((-111.9280029 33.4370291, -111.9280061 33.4371704, -111.9280539 33.4371696, -111.9280541 33.4371787, -111.9284057 33.4371733, -111.9284023 33.4370229, -111.9280029 33.4370291))","POINT (-111.9282055818404 33.43710064993309)",,1
,97,1078715163,,carport,,,,"POLYGON ((-111.9226951 33.4216779, -111.9227541 33.4216771, -111.9227499 33.4214801, -111.9226909 33.4214809, -111.9226951 33.4216779))","POINT (-111.9227225 33.421579)",,1
,98,1083336628,,,parking_space,,,"POLYGON ((-111.9407484 33.4262497, -111.9407485 33.4262263, -111.9406791 33.426226, -111.940679 33.4262494, -111.9407484 33.4262497))","POINT (-111.94071375000001 33.42623785000001)",,1
,99,1084112299,,,parking_space,,,"POLYGON ((-111.941476 33.4270691, -111.9414758 33.4270924, -111.9414163 33.4270914, -111.9414164 33.4270689, -111.941476 33.4270691))","POINT (-111.94144629858923 33.427080448712346)",,1
,100,1102252367,,carport,,,,"POLYGON ((-111.9449087 33.4064185, -111.9446707 33.406419, -111.9446709 33.406462, -111.9449089 33.4064615, -111.9449087 33.4064185))","POINT (-111.9447898 33.406440249999996)",,1
,101,1149309415,,yes,,,,"POLYGON ((-111.9002453 33.4131188, -111.9001393 33.413119, -111.9001392 33.413063, -111.9002452 33.4130628, -111.9002453 33.4131188))","POINT (-111.90019225 33.41309089999999)",,1
,102,1180764833,,residential,,,,"POLYGON ((-111.951578 33.4235801, -111.9515786 33.4236795, -111.951733 33.4236789, -111.9517324 33.4235795, -111.951578 33.4235801))","POINT (-111.9516555 33.423629500000004)",,1
Lot 65,103,1181203253,,,motorcycle_parking,,,"POLYGON ((-111.937957 33.4213217, -111.9379564 33.4214258, -111.9377835 33.4214251, -111.9377844 33.4212632, -111.9378937 33.4212636, -111.9378934 33.4213215, -111.937957 33.4213217))","POINT (-111.93786209516875 33.42135232803862)",,1
