name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2,zone_id
Publications Services Building,3010,216872639.0,,university,,,"POLYGON ((-122.3207193 47.6551208, -122.3207156 47.6554523, -122.3204352 47.6554408, -122.3202928 47.6554267, -122.3201833 47.6554157, -122.3200064 47.6553904, -122.3200073 47.6553762, -122.3199114 47.6553784, -122.3199203 47.6551384, -122.3203779 47.6551386, -122.3203813 47.6550746, -122.3207193 47.6551208))",POINT (-122.3203456 47.6552725),2022.1,21765.7,12
,3011,216872640.0,,yes,,,"POLYGON ((-122.3205328 47.6562415, -122.3205352 47.6561923, -122.3205671 47.656193, -122.3205678 47.6561785, -122.3206112 47.6561795, -122.3206106 47.6561915, -122.3206624 47.6561926, -122.3206599 47.6562443, -122.3205328 47.6562415))",POINT (-122.3205975 47.656215),58.2,626.4,12
,3012,216872642.0,,apartments,,,"POLYGON ((-122.3217698 47.6561651, -122.3217692 47.6562693, -122.3215085 47.6562686, -122.3215091 47.6561644, -122.3217698 47.6561651))",POINT (-122.3216391 47.6562168),225.8,2430.5,12
,3013,216872643.0,,yes,,,"POLYGON ((-122.319313 47.6560874, -122.319604 47.6560841, -122.3196077 47.6562342, -122.3196656 47.6562335, -122.3196663 47.6562612, -122.3196063 47.6562619, -122.3196102 47.6564185, -122.3194773 47.65642, -122.3194775 47.656425, -122.3193816 47.6564261, -122.3193728 47.6564196, -122.3193211 47.6564202, -122.319313 47.6560874))",POINT (-122.3194649 47.6562533),825.9,8890.1,13
Studio 7 Apartments,3014,216872644.0,,apartments,,,"POLYGON ((-122.3213236 47.6564039, -122.3213218 47.6565796, -122.3211312 47.6565787, -122.321131 47.6565942, -122.321154 47.6565943, -122.3211532 47.6566666, -122.3211294 47.6566665, -122.3211293 47.6566733, -122.3210107 47.6566727, -122.3210138 47.6563852, -122.3211079 47.6563857, -122.3211077 47.6564029, -122.3213236 47.6564039))",POINT (-122.3211487 47.6565141),575.4,6193.4,12
,3015,216872645.0,,yes,,,"POLYGON ((-122.3204011 47.6566046, -122.3204004 47.6565795, -122.3203782 47.6565798, -122.3203783 47.6565446, -122.3204027 47.6565447, -122.3204021 47.6565245, -122.3204819 47.6565238, -122.3204956 47.6565192, -122.3205128 47.6565189, -122.3205262 47.6565248, -122.3206171 47.6565269, -122.3206163 47.656558, -122.3206014 47.6565582, -122.3206035 47.656575, -122.3205959 47.6565781, -122.3205951 47.6565908, -122.3205414 47.6565908, -122.3205423 47.6566039, -122.3204011 47.6566046))",POINT (-122.3204948 47.6565617),137.4,1479.5,12
,3016,216872646.0,,yes,,,"POLYGON ((-122.3193258 47.6565623, -122.3193266 47.6564906, -122.319614 47.6564921, -122.3196137 47.6565227, -122.3196395 47.6565229, -122.3196389 47.656571, -122.3195669 47.6565707, -122.319567 47.6565636, -122.3195431 47.6565635, -122.319543 47.6565699, -122.3194833 47.6565696, -122.3194834 47.6565631, -122.3193258 47.6565623))",POINT (-122.319481 47.6565295),188.5,2029.0,13
,3017,216872648.0,,yes,,,"POLYGON ((-122.3199416 47.6566476, -122.3199417 47.6566039, -122.3199657 47.6566039, -122.3199657 47.6565707, -122.3201582 47.6565709, -122.3201582 47.6565854, -122.3201939 47.6565854, -122.3201938 47.656634, -122.3201628 47.656634, -122.3201627 47.6566478, -122.3199416 47.6566476))",POINT (-122.320067 47.6566104),147.3,1585.4,13
,3018,216872649.0,,yes,,,"POLYGON ((-122.3206465 47.6566216, -122.3206467 47.6566435, -122.3206169 47.6566436, -122.3206171 47.6566685, -122.320522 47.6566689, -122.320522 47.6566765, -122.3204613 47.6566767, -122.3204613 47.6566721, -122.3204073 47.6566724, -122.3204071 47.6566514, -122.3203792 47.6566515, -122.320379 47.6566288, -122.3204079 47.6566287, -122.3204078 47.6566196, -122.3205205 47.6566191, -122.3205205 47.6566222, -122.3206465 47.6566216))",POINT (-122.3205091 47.6566453),99.7,1073.1,12
,3019,216872650.0,,yes,,,"POLYGON ((-122.3193309 47.6565942, -122.3195437 47.6565953, -122.3195436 47.6566046, -122.3196401 47.6566051, -122.3196396 47.6566516, -122.319613 47.6566515, -122.3196127 47.6566802, -122.31933 47.6566787, -122.3193309 47.6565942))",POINT (-122.3194768 47.6566377),203.9,2194.3,13
Quaker House,3020,216872652.0,,house,,,"POLYGON ((-122.3189575 47.6565944, -122.3189587 47.6565535, -122.3189339 47.6565532, -122.3189354 47.6565053, -122.318959 47.6565056, -122.3189591 47.6565014, -122.3191474 47.656504, -122.3191464 47.6565358, -122.3191622 47.6565361, -122.3191616 47.6565579, -122.3191509 47.6565577, -122.3191497 47.6565971, -122.3189575 47.6565944))",POINT (-122.3190487 47.6565482),160.7,1729.9,13
,3021,216872653.0,,yes,,,"POLYGON ((-122.3203898 47.6566937, -122.3206482 47.6566965, -122.3206456 47.656804, -122.3206332 47.6568039, -122.320632 47.6568567, -122.3206477 47.6568569, -122.3206455 47.6569515, -122.3203838 47.6569487, -122.3203898 47.6566937))",POINT (-122.3205154 47.6568229),547.1,5889.0,12
,3022,216872654.0,,yes,,,"POLYGON ((-122.3195944 47.6567064, -122.3195978 47.6568678, -122.3192697 47.6568709, -122.3192663 47.6567095, -122.3195944 47.6567064))",POINT (-122.3194321 47.6567886),441.7,4754.1,13
,3023,216872655.0,,house,,,"POLYGON ((-122.3212482 47.6568349, -122.3212485 47.6568668, -122.3212355 47.6568669, -122.3212361 47.6569119, -122.3210473 47.6569129, -122.3210468 47.6568766, -122.3210547 47.6568766, -122.3210542 47.6568359, -122.3212482 47.6568349))",POINT (-122.321146 47.6568737),122.8,1321.5,12
,3024,216872657.0,,house,,,"POLYGON ((-122.3210464 47.6570026, -122.3210458 47.6569633, -122.3210553 47.6569633, -122.3210547 47.656927, -122.3212345 47.6569257, -122.3212346 47.6569337, -122.3212484 47.6569336, -122.3212487 47.6569568, -122.3212351 47.6569569, -122.3212358 47.6570013, -122.3210464 47.6570026))",POINT (-122.3211449 47.6569642),119.1,1281.9,12
,3025,216872658.0,,yes,,,"POLYGON ((-122.3199365 47.657014, -122.3199369 47.6569732, -122.3199479 47.6569732, -122.3199482 47.6569507, -122.3199657 47.6569508, -122.3199661 47.6569097, -122.3202486 47.6569111, -122.3202474 47.6570156, -122.3199365 47.657014))",POINT (-122.320099 47.6569638),259.9,2797.3,13
,3026,216872659.0,,yes,,,"POLYGON ((-122.3206521 47.6569846, -122.3206508 47.6570181, -122.3206721 47.6570185, -122.3206712 47.6570421, -122.3206503 47.6570417, -122.3206494 47.6570631, -122.3204999 47.6570604, -122.3205001 47.6570552, -122.3204777 47.6570548, -122.3204783 47.6570403, -122.3204709 47.6570402, -122.3204722 47.6570089, -122.3204804 47.657009, -122.3204812 47.6569903, -122.3204974 47.6569906, -122.3204978 47.6569818, -122.3206521 47.6569846))",POINT (-122.3205684 47.6570228),117.4,1264.0,12
,3027,216872660.0,,house,,,"POLYGON ((-122.3210351 47.6570938, -122.321035 47.6570596, -122.3210558 47.6570596, -122.3210558 47.6570208, -122.321233 47.6570207, -122.3212332 47.6570955, -122.3210678 47.6570956, -122.3210678 47.6570938, -122.3210351 47.6570938))",POINT (-122.3211395 47.657059),117.0,1258.9,12
,3028,216872661.0,,yes,,,"POLYGON ((-122.3204539 47.6571568, -122.3204532 47.6571046, -122.3204987 47.6571044, -122.3204986 47.6570982, -122.3206157 47.6570975, -122.3206161 47.6571286, -122.3206275 47.6571286, -122.3206278 47.6571478, -122.3206172 47.6571479, -122.3206173 47.6571558, -122.3204539 47.6571568))",POINT (-122.3205386 47.6571282),78.7,847.2,12
,3029,216872662.0,,yes,,,"POLYGON ((-122.3204721 47.6572854, -122.3204712 47.6572536, -122.3204471 47.6572539, -122.3204457 47.657206, -122.320487 47.6572055, -122.3204867 47.6571952, -122.3206437 47.6571931, -122.3206462 47.6572831, -122.3204721 47.6572854))",POINT (-122.3205518 47.657239),139.1,1497.1,12
,3030,216872663.0,,yes,,,"POLYGON ((-122.3191996 47.6568985, -122.3191973 47.6570191, -122.3189302 47.6570167, -122.3189312 47.6569687, -122.3189189 47.6569686, -122.3189195 47.6569357, -122.3189247 47.6569358, -122.3189255 47.6568961, -122.3191996 47.6568985))",POINT (-122.3190621 47.6569572),274.4,2954.0,13
,3031,216872664.0,,yes,,,"POLYGON ((-122.3199294 47.6574327, -122.3199274 47.6572972, -122.3201556 47.6572957, -122.3201556 47.6573004, -122.3202026 47.6573001, -122.320203 47.6573232, -122.3201948 47.6573232, -122.3201961 47.657406, -122.3201627 47.6574063, -122.3201631 47.6574311, -122.3199294 47.6574327))",POINT (-122.3200593 47.6573628),295.0,3175.7,13
,3032,216872665.0,,yes,,,"POLYGON ((-122.3180733 47.6574254, -122.3180407 47.6574213, -122.3180046 47.6574094, -122.3179792 47.6573906, -122.3179759 47.6573042, -122.3179642 47.6573033, -122.3179637 47.6572864, -122.317952 47.6572815, -122.31795 47.6572406, -122.3180613 47.6572397, -122.3180585 47.6572285, -122.3179687 47.6572269, -122.317969 47.6571196, -122.3181143 47.6571166, -122.3181141 47.6571082, -122.3181614 47.6571082, -122.3181625 47.6571149, -122.3182414 47.6571138, -122.3182416 47.6571784, -122.3182116 47.6571782, -122.3182133 47.6572371, -122.3183539 47.6572392, -122.3183531 47.6572426, -122.318432 47.657241, -122.3184318 47.6572321, -122.3184949 47.6572329, -122.3184953 47.6572458, -122.3185668 47.6572466, -122.3185672 47.6572314, -122.3186237 47.6572318, -122.3186275 47.6572492, -122.3186914 47.6572478, -122.3186966 47.6572522, -122.3187248 47.6572518, -122.3187239 47.6574236, -122.3180733 47.6574254))",POINT (-122.3183024 47.6573021),1408.6,15162.1,13
,3033,216872666.0,,yes,,,"POLYGON ((-122.3190314 47.6577444, -122.3190669 47.6577436, -122.3190673 47.6577506, -122.3190913 47.65775, -122.319095 47.6578209, -122.3190557 47.6578218, -122.3190577 47.657861, -122.3189329 47.6578639, -122.3189288 47.6577838, -122.3189226 47.657784, -122.3189217 47.6577665, -122.3189093 47.6577668, -122.3189075 47.6577307, -122.3189227 47.6577303, -122.3189183 47.6576439, -122.3189274 47.6576437, -122.3189271 47.6576384, -122.3189783 47.6576372, -122.3189786 47.6576441, -122.3190262 47.657643, -122.3190314 47.6577444))",POINT (-122.3189914 47.6577584),246.5,2653.3,13
,3034,216872667.0,,yes,,,"POLYGON ((-122.3205681 47.6577706, -122.3205767 47.6577706, -122.3205766 47.6577527, -122.320614 47.6577527, -122.3206141 47.65777, -122.3206809 47.65777, -122.3206811 47.6578741, -122.3205683 47.6578743, -122.3205681 47.6577706))",POINT (-122.3206231 47.657819),103.3,1111.6,12
,3035,216872668.0,,yes,,,"POLYGON ((-122.3205143 47.6579657, -122.3205137 47.6578857, -122.3206748 47.6578852, -122.3206753 47.6579652, -122.3205143 47.6579657))",POINT (-122.3205945 47.6579254),107.7,1159.2,12
,3036,216872669.0,,yes,,,"POLYGON ((-122.3210187 47.6579469, -122.3210193 47.6579096, -122.321046 47.6579098, -122.3210463 47.6578845, -122.3211886 47.6578854, -122.3211882 47.6579119, -122.321213 47.657912, -122.3212126 47.6579386, -122.321191 47.6579385, -122.3211908 47.657948, -122.3210187 47.6579469))",POINT (-122.3211144 47.657918),88.8,956.0,12
,3037,216872670.0,,yes,,,"POLYGON ((-122.3199856 47.6579396, -122.3199856 47.6579358, -122.3199649 47.6579356, -122.319966 47.6578842, -122.3199857 47.6578844, -122.3199858 47.6578808, -122.3201671 47.6578826, -122.3201658 47.6579413, -122.3199856 47.6579396))",POINT (-122.3200671 47.657911),98.0,1054.8,13
,3038,216872671.0,,yes,,,"POLYGON ((-122.3215278 47.6579863, -122.321527 47.6579023, -122.3216922 47.6579016, -122.3216925 47.6579383, -122.3217038 47.6579382, -122.3217043 47.6579855, -122.3215278 47.6579863))",POINT (-122.3216133 47.6579446),121.4,1306.6,12
,3039,216872672.0,,yes,,,"POLYGON ((-122.3192411 47.6578881, -122.3192404 47.6579752, -122.3191008 47.6579747, -122.319101 47.6579506, -122.3190447 47.6579504, -122.3190445 47.6579747, -122.3189052 47.6579742, -122.3189059 47.6578865, -122.3190468 47.657887, -122.3190466 47.6579106, -122.3191 47.6579108, -122.3191002 47.6578876, -122.3192411 47.6578881))",POINT (-122.3190728 47.6579309),223.3,2403.6,13
,3040,216872673.0,,yes,,,"POLYGON ((-122.3201691 47.6579539, -122.3201694 47.6580608, -122.3199581 47.658061, -122.319958 47.6580169, -122.3199448 47.6580169, -122.3199447 47.6580018, -122.3199587 47.6580018, -122.3199586 47.6579541, -122.3201691 47.6579539))",POINT (-122.3200628 47.6580075),189.6,2040.7,13
,3041,216872674.0,,yes,,,"POLYGON ((-122.3217089 47.6580249, -122.3217089 47.6580318, -122.3217272 47.6580317, -122.3217276 47.6580803, -122.3217099 47.6580804, -122.32171 47.6580871, -122.3215488 47.6580877, -122.3215483 47.6580255, -122.3217089 47.6580249))",POINT (-122.3216362 47.6580563),90.8,977.2,12
,3042,216872675.0,,yes,,,"POLYGON ((-122.3189038 47.658084, -122.3189044 47.6579956, -122.3190449 47.6579961, -122.3190447 47.6580255, -122.3190998 47.6580257, -122.3191 47.6579961, -122.3192406 47.6579966, -122.31924 47.6580846, -122.3191002 47.6580842, -122.3191004 47.658054, -122.3190455 47.6580538, -122.3190452 47.6580845, -122.3189038 47.658084))",POINT (-122.319072 47.6580402),220.9,2378.0,13
,3043,216872676.0,,yes,,,"POLYGON ((-122.3210288 47.6579563, -122.3213153 47.6579521, -122.3213235 47.6582116, -122.321037 47.6582158, -122.3210288 47.6579563))",POINT (-122.3211762 47.658084),620.6,6680.0,12
,3044,216872677.0,,yes,,,"POLYGON ((-122.3202084 47.6580884, -122.320209 47.6581465, -122.3201683 47.6581467, -122.3201683 47.6581494, -122.3201018 47.6581497, -122.3201017 47.658138, -122.3199902 47.6581385, -122.3199902 47.658137, -122.3199723 47.6581371, -122.3199718 47.6580901, -122.3199888 47.65809, -122.3199888 47.6580864, -122.3200721 47.658086, -122.3200721 47.658089, -122.3202084 47.6580884))",POINT (-122.320095 47.6581156),108.3,1165.5,13
,3045,216872678.0,,yes,,,"POLYGON ((-122.3196523 47.6581017, -122.3196525 47.6581898, -122.3196046 47.6581899, -122.3196047 47.6582333, -122.3196527 47.6582332, -122.3196529 47.6583188, -122.3193692 47.6583191, -122.319369 47.6582312, -122.3194097 47.6582312, -122.3194096 47.6581923, -122.3193697 47.6581923, -122.3193695 47.658102, -122.3196523 47.6581017))",POINT (-122.31951 47.6582104),482.2,5190.5,13
,3046,216872679.0,,yes,,,"POLYGON ((-122.3189033 47.6581941, -122.3189037 47.6581059, -122.319044 47.6581061, -122.3190439 47.6581287, -122.3191 47.6581288, -122.3191 47.6581049, -122.3192405 47.6581051, -122.3192402 47.6581944, -122.3190996 47.6581942, -122.3190997 47.6581708, -122.3190445 47.6581707, -122.3190444 47.6581943, -122.3189033 47.6581941))",POINT (-122.3190725 47.6581499),228.1,2455.3,13
,3047,216872680.0,,yes,,,"POLYGON ((-122.3207024 47.6581746, -122.3207002 47.6582713, -122.3205677 47.6582699, -122.3205681 47.6582556, -122.3205326 47.6582552, -122.3205322 47.6582701, -122.3203994 47.6582687, -122.3204016 47.6581714, -122.3207024 47.6581746))",POINT (-122.3205507 47.6582208),239.2,2575.3,12
,3048,216872681.0,,yes,,,"POLYGON ((-122.3201592 47.658163, -122.3201604 47.6582435, -122.3199767 47.6582448, -122.3199764 47.6582282, -122.3199536 47.6582284, -122.3199528 47.6581799, -122.3199735 47.6581798, -122.3199732 47.6581644, -122.3201592 47.658163))",POINT (-122.3200606 47.6582039),132.1,1422.0,13
,3049,216872682.0,,yes,,,"POLYGON ((-122.321339 47.6583166, -122.3213157 47.6583172, -122.321317 47.6583426, -122.3212721 47.6583437, -122.3212723 47.6583489, -122.3212441 47.6583495, -122.3212438 47.6583436, -122.3212088 47.6583444, -122.3212085 47.6583385, -122.3211468 47.65834, -122.321147 47.6583434, -122.3211153 47.6583441, -122.3211156 47.6583485, -122.3210857 47.6583492, -122.3210855 47.6583449, -122.321046 47.6583458, -122.3210443 47.6583115, -122.3210269 47.6583119, -122.3210234 47.658243, -122.3210879 47.6582415, -122.3210886 47.6582554, -122.321114 47.6582548, -122.3211137 47.6582497, -122.3211439 47.658249, -122.3211443 47.6582566, -122.3212129 47.658255, -122.3212125 47.6582461, -122.3212374 47.6582455, -122.3212379 47.6582568, -122.3212698 47.6582561, -122.3212692 47.6582448, -122.3213352 47.6582433, -122.321339 47.6583166))",POINT (-122.3211809 47.658295),237.2,2553.6,12
,3050,216872683.0,,yes,,,"POLYGON ((-122.3191955 47.6584142, -122.3189315 47.6584134, -122.3189329 47.65821, -122.3191969 47.6582108, -122.3191955 47.6584142))",POINT (-122.3190642 47.6583121),447.5,4816.7,13
UWMC Roosevelt I,3051,216872684.0,,university,,,"POLYGON ((-122.3187085 47.6585197, -122.3183106 47.6585173, -122.3183099 47.6585707, -122.3179098 47.6585683, -122.3179106 47.658511, -122.3179032 47.658511, -122.3179045 47.6584137, -122.3179009 47.6584137, -122.3179021 47.6583171, -122.3178959 47.6583171, -122.317897 47.658235, -122.3179033 47.6582315, -122.3179045 47.6581435, -122.3179112 47.6581359, -122.3179127 47.6580162, -122.3183169 47.6580161, -122.3183197 47.6577968, -122.3187281 47.6577991, -122.3187085 47.6585197))",POINT (-122.3183384 47.6582162),4309.6,46388.1,13
,3052,216872685.0,,yes,,,"POLYGON ((-122.3204544 47.6584215, -122.3204547 47.6583604, -122.3204421 47.6583604, -122.3204422 47.6583338, -122.3204544 47.6583339, -122.3204545 47.6583258, -122.3206526 47.6583262, -122.3206522 47.6584219, -122.3204544 47.6584215))",POINT (-122.3205517 47.6583734),161.3,1736.2,12
,3053,216872686.0,,yes,,,"POLYGON ((-122.3201602 47.6582621, -122.3201603 47.6583454, -122.319985 47.6583454, -122.319985 47.658347, -122.3199578 47.6583471, -122.3199578 47.6583028, -122.319979 47.6583028, -122.319979 47.6582621, -122.3201602 47.6582621))",POINT (-122.3200637 47.658305),134.5,1447.5,13
,3054,216872687.0,,yes,,,"POLYGON ((-122.3194195 47.6584729, -122.3194196 47.6584696, -122.3193724 47.6584691, -122.3193745 47.6583818, -122.3194409 47.6583825, -122.3194408 47.658384, -122.3195751 47.6583855, -122.3195752 47.6583804, -122.3196449 47.6583812, -122.3196428 47.6584721, -122.3195942 47.6584715, -122.3195941 47.6584748, -122.3194195 47.6584729))",POINT (-122.3195096 47.6584279),202.3,2177.9,13
,3055,216872688.0,,yes,,,"POLYGON ((-122.3202554 47.6583911, -122.3202531 47.6584795, -122.3199601 47.658476, -122.3199624 47.6583877, -122.3202554 47.6583911))",POINT (-122.3201078 47.6584336),216.8,2333.3,13
,3056,216872689.0,,yes,,,"POLYGON ((-122.3213659 47.6585134, -122.3213658 47.6585166, -122.3214686 47.6585172, -122.3214673 47.658623, -122.3214378 47.6586228, -122.3214372 47.6586799, -122.3214756 47.6586801, -122.3214744 47.6587806, -122.3213744 47.6587801, -122.3213743 47.6587885, -122.3211383 47.6587873, -122.3211384 47.6587837, -122.3210254 47.6587831, -122.3210266 47.6586843, -122.3210554 47.6586844, -122.3210561 47.6586241, -122.3210169 47.6586239, -122.3210182 47.6585164, -122.3211219 47.658517, -122.321122 47.6585121, -122.3213659 47.6585134))",POINT (-122.3212463 47.6586497),982.9,10579.4,7
,3057,216872690.0,,yes,,,"POLYGON ((-122.3190623 47.6588237, -122.3190625 47.6587645, -122.3189194 47.6587643, -122.3189198 47.6586602, -122.3190688 47.6586605, -122.3190691 47.6585881, -122.3189204 47.6585878, -122.3189207 47.6584851, -122.3190639 47.6584853, -122.3190641 47.6584297, -122.3192443 47.65843, -122.3192439 47.658551, -122.3192108 47.6585509, -122.3192107 47.6585683, -122.3192523 47.6585684, -122.3192519 47.6586875, -122.3192304 47.6586875, -122.3192304 47.6587024, -122.3192596 47.6587024, -122.3192591 47.658824, -122.3190623 47.6588237))",POINT (-122.3191093 47.6586293),854.4,9196.2,8
,3058,216872691.0,,yes,,,"POLYGON ((-122.3204555 47.6586495, -122.3204563 47.6586244, -122.3204471 47.6586243, -122.3204489 47.6585722, -122.3204543 47.6585723, -122.3204561 47.6585207, -122.3204449 47.6585206, -122.3204466 47.6584711, -122.3204553 47.6584712, -122.3204565 47.6584359, -122.3206716 47.6584393, -122.3206705 47.6584703, -122.3206782 47.6584704, -122.3206764 47.6585226, -122.3206352 47.658522, -122.3206336 47.6585688, -122.320685 47.6585696, -122.3206833 47.6586183, -122.3206766 47.6586182, -122.3206754 47.658653, -122.3204555 47.6586495))",POINT (-122.3205606 47.658545),387.6,4171.9,7
,3059,216872692.0,,yes,,,"POLYGON ((-122.3199577 47.6586192, -122.3199586 47.6585612, -122.3199482 47.6585612, -122.3199488 47.6585227, -122.3199541 47.6585227, -122.3199544 47.6585022, -122.3201465 47.6585036, -122.3201464 47.6585057, -122.3202456 47.6585064, -122.3202448 47.6585538, -122.3202386 47.6585537, -122.3202376 47.6586211, -122.3199577 47.6586192))",POINT (-122.3200971 47.6585614),277.4,2985.8,8
,3060,216872693.0,,yes,,,"POLYGON ((-122.3193927 47.6585169, -122.3196401 47.6585181, -122.3196378 47.6587457, -122.3193904 47.6587445, -122.3193927 47.6585169))",POINT (-122.3195152 47.6586313),470.6,5065.7,8
,3061,216872694.0,,yes,,,"POLYGON ((-122.3203954 47.6588416, -122.3203962 47.6586958, -122.3207041 47.6586967, -122.3207032 47.6588424, -122.3203954 47.6588416))",POINT (-122.3205497 47.6587691),375.0,4036.8,7
,3062,216872695.0,,yes,,,"POLYGON ((-122.3193629 47.6588787, -122.3193637 47.6587888, -122.3194513 47.6587892, -122.3194514 47.6587781, -122.3195968 47.6587787, -122.3195967 47.6587885, -122.3196249 47.6587887, -122.3196241 47.6588797, -122.3193629 47.6588787))",POINT (-122.319496 47.658831),210.1,2261.8,8
UWMC Roosevelt II,3063,216872696.0,,university,,,"POLYGON ((-122.3179148 47.6588127, -122.3179054 47.6588129, -122.3179067 47.6587012, -122.3179292 47.6587012, -122.3179302 47.6586391, -122.3179554 47.658639, -122.3179728 47.6586327, -122.318007 47.6586227, -122.3180382 47.6586166, -122.3180748 47.6586133, -122.3184952 47.6586177, -122.3184973 47.6585601, -122.3187129 47.6585625, -122.3187116 47.6586332, -122.3186607 47.6586332, -122.3186592 47.6587112, -122.3187089 47.6587115, -122.3187063 47.6588218, -122.3186966 47.6588218, -122.3187039 47.6588426, -122.3187033 47.658862, -122.3186944 47.6588795, -122.3187051 47.6588794, -122.3186983 47.659124, -122.3178973 47.6591154, -122.3178974 47.65906, -122.3179203 47.65906, -122.3179211 47.658981, -122.3179015 47.658981, -122.3179028 47.6588696, -122.3179121 47.6588695, -122.3179072 47.6588615, -122.3179043 47.6588537, -122.3179041 47.6588363, -122.3179076 47.6588244, -122.3179148 47.6588127))",POINT (-122.3183146 47.6588626),3393.0,36521.5,8
,3064,216872697.0,,yes,,,"POLYGON ((-122.3189219 47.65894, -122.3189228 47.6589154, -122.318928 47.6589155, -122.3189302 47.6588553, -122.3190121 47.6588566, -122.319012 47.65886, -122.3190621 47.6588609, -122.3190619 47.6588665, -122.3191181 47.6588675, -122.319118 47.6588714, -122.3191571 47.658872, -122.3191556 47.6589121, -122.3191306 47.6589117, -122.3191294 47.6589428, -122.3190637 47.6589417, -122.3190639 47.6589347, -122.3190108 47.6589338, -122.3190105 47.6589415, -122.3189219 47.65894))",POINT (-122.3190325 47.6589),141.9,1527.3,8
,3065,216872698.0,,yes,,,"POLYGON ((-122.3194109 47.6590015, -122.3194116 47.6589553, -122.3193989 47.6589552, -122.3193993 47.6589294, -122.3194066 47.6589294, -122.3194067 47.6589193, -122.3196119 47.6589207, -122.3196114 47.6589518, -122.3196188 47.6589519, -122.319618 47.6590029, -122.3194109 47.6590015))",POINT (-122.3195113 47.658961),142.5,1534.3,8
,3066,216872699.0,,yes,,,"POLYGON ((-122.3193546 47.6590966, -122.3193554 47.6590248, -122.319508 47.6590256, -122.3195078 47.6590491, -122.3195395 47.6590493, -122.3195397 47.6590288, -122.3196608 47.6590295, -122.31966 47.6590996, -122.3195355 47.6590989, -122.3195359 47.6590715, -122.3195072 47.6590714, -122.3195069 47.6590974, -122.3193546 47.6590966))",POINT (-122.3195057 47.6590625),168.9,1818.3,8
,3067,216872700.0,,yes,,,"POLYGON ((-122.3210058 47.6592012, -122.3210038 47.6590191, -122.3214353 47.6590168, -122.3214375 47.6591989, -122.3210058 47.6592012))",POINT (-122.3212206 47.659109),656.1,7062.5,7
,3068,216872701.0,,yes,,,"POLYGON ((-122.3199722 47.6590978, -122.3199727 47.6590649, -122.3199655 47.6590648, -122.3199662 47.659024, -122.3199815 47.6590241, -122.3199818 47.659008, -122.3199654 47.6590079, -122.3199666 47.6589354, -122.3199715 47.6589354, -122.319972 47.6589015, -122.32025 47.6589035, -122.3202484 47.659006, -122.3202376 47.6590059, -122.3202374 47.6590219, -122.3202506 47.659022, -122.3202494 47.6590998, -122.3199722 47.6590978))",POINT (-122.3201089 47.6590005),457.1,4920.0,8
,3069,216872702.0,,yes,,,"POLYGON ((-122.3206937 47.6588942, -122.3206955 47.6590454, -122.3206459 47.6590457, -122.3206463 47.6590778, -122.320606 47.659078, -122.3206062 47.6590931, -122.3204898 47.6590938, -122.3204896 47.6590733, -122.3204618 47.6590735, -122.3204614 47.6590454, -122.3204047 47.6590457, -122.3204029 47.6588958, -122.3206937 47.6588942))",POINT (-122.3205501 47.6589847),429.7,4625.0,7
,3070,216872704.0,,yes,,,"POLYGON ((-122.3206593 47.6591478, -122.3206601 47.6592157, -122.3205319 47.6592164, -122.320532 47.6592289, -122.3204577 47.6592293, -122.3204568 47.6591539, -122.3204989 47.6591536, -122.3204989 47.6591486, -122.3206593 47.6591478))",POINT (-122.3205555 47.6591853),121.2,1304.6,7
,3071,216872705.0,,yes,,,"POLYGON ((-122.3199547 47.6592302, -122.319954 47.6591326, -122.3202462 47.6591317, -122.3202468 47.6592293, -122.3199547 47.6592302))",POINT (-122.3201004 47.6591809),237.1,2551.7,8
,3072,216872706.0,,yes,,,"POLYGON ((-122.3193464 47.6591201, -122.3194346 47.6591202, -122.3194346 47.6591127, -122.3194551 47.6591127, -122.3194551 47.6591204, -122.3196238 47.6591205, -122.3196234 47.6593571, -122.319346 47.6593569, -122.3193464 47.6591201))",POINT (-122.3194848 47.6592384),548.5,5903.8,8
,3073,216872707.0,,yes,,,"POLYGON ((-122.3209958 47.6593654, -122.3209957 47.6592618, -122.32113 47.6592617, -122.3211301 47.6593698, -122.3210622 47.6593698, -122.3210622 47.6593654, -122.3209958 47.6593654))",POINT (-122.3210636 47.6593147),118.1,1271.5,7
,3074,216872709.0,,yes,,,"POLYGON ((-122.3210308 47.6596798, -122.3210313 47.6596218, -122.321048 47.6596219, -122.3210482 47.6595967, -122.3210344 47.6595967, -122.3210347 47.6595673, -122.3211816 47.6595679, -122.3211812 47.6596184, -122.3212071 47.6596185, -122.3212071 47.659622, -122.3212435 47.6596221, -122.3212432 47.6596565, -122.3212074 47.6596564, -122.3212073 47.6596592, -122.3211823 47.6596591, -122.3211821 47.6596804, -122.3210308 47.6596798))",POINT (-122.3211211 47.6596263),155.8,1676.6,7
,3075,216872710.0,,yes,,,"POLYGON ((-122.3200916 47.6596898, -122.3199322 47.6596903, -122.3199312 47.6595604, -122.3200907 47.6595599, -122.3200916 47.6596898))",POINT (-122.3200114 47.6596251),173.4,1866.5,8
