name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2,zone_id
More Hall,24,30922760.0,,university,,,"POLYGON ((-122.3051754 47.6525732, -122.3051816 47.6525685, -122.3052692 47.6525013, -122.3053137 47.6525276, -122.3052986 47.6525392, -122.3054141 47.6526076, -122.3053228 47.6526776, -122.3054251 47.6527381, -122.3052673 47.6528591, -122.3051277 47.6527765, -122.3051039 47.6527624, -122.3050841 47.6527776, -122.3050262 47.6527433, -122.305015 47.652752, -122.3049954 47.6527404, -122.3049516 47.6527145, -122.3049585 47.6527093, -122.3045849 47.6524882, -122.304564 47.6525042, -122.3042726 47.6523318, -122.3043445 47.6522767, -122.3044963 47.6521602, -122.3044997 47.6521622, -122.304552 47.6521221, -122.3048121 47.652276, -122.304761 47.6523151, -122.3047642 47.652317, -122.3047547 47.6523242, -122.3051754 47.6525732))",POINT (-122.3048552 47.6524944),2435.3,26213.2,19
Mechanical Engineering Building,25,30924632.0,,university,,,"POLYGON ((-122.3041958 47.6533219, -122.3046579 47.6533304, -122.3046583 47.6533215, -122.3046926 47.6533221, -122.3047312 47.6533228, -122.3047297 47.6533604, -122.3047517 47.6533609, -122.3047524 47.6533453, -122.3047906 47.653346, -122.3048274 47.6533467, -122.3048267 47.6533624, -122.3050032 47.6533658, -122.3049963 47.6535289, -122.3049368 47.6535277, -122.3049178 47.6539822, -122.3049151 47.6540571, -122.3047482 47.6540545, -122.3045758 47.6540514, -122.3045762 47.6540416, -122.3045843 47.6538406, -122.3045872 47.6537696, -122.3045939 47.6536057, -122.3046007 47.6534378, -122.304571 47.6534372, -122.3044667 47.6534353, -122.3041914 47.6534302, -122.3041922 47.6534108, -122.3041958 47.6533219))",POINT (-122.3047109 47.6536431),2458.2,26460.1,19
Chemistry Building,26,30924790.0,,university,,,"POLYGON ((-122.3083578 47.6532656, -122.3083229 47.6532154, -122.3083083 47.6531934, -122.3082839 47.6531612, -122.308247 47.6531649, -122.3082313 47.6531823, -122.3082394 47.6531934, -122.3080432 47.6532513, -122.3079649 47.6531249, -122.3080954 47.653087, -122.3081128 47.6530734, -122.3080865 47.6530663, -122.3082753 47.6527479, -122.3083045 47.6527558, -122.3083155 47.6527372, -122.308261 47.652666, -122.3085428 47.6525747, -122.308574 47.6526181, -122.3085806 47.6526033, -122.308662 47.6525909, -122.3087438 47.6527048, -122.3084817 47.6527874, -122.308472 47.6528047, -122.3086414 47.6528287, -122.3086202 47.6528727, -122.3084864 47.65315, -122.3084597 47.653144, -122.3084503 47.6531694, -122.3084447 47.653178, -122.3084683 47.6532221, -122.3083578 47.6532656))",POINT (-122.3083692 47.6529292),2106.0,22669.2,19
Guggenheim Hall,27,30924849.0,,university,,,"POLYGON ((-122.3061073 47.6540864, -122.30642 47.6539873, -122.3064549 47.6540372, -122.3064919 47.6540901, -122.3064578 47.6541009, -122.3065116 47.6541779, -122.3065441 47.6541676, -122.3065686 47.6542028, -122.306589 47.654232, -122.3065567 47.6542423, -122.3066164 47.6543276, -122.3066401 47.6543201, -122.3066616 47.654351, -122.3066434 47.6543567, -122.3066833 47.6544139, -122.306398 47.6545043, -122.3063738 47.6544659, -122.3063464 47.6544304, -122.3062999 47.6544452, -122.3062894 47.6544301, -122.3062794 47.6544159, -122.3062215 47.6544343, -122.3061531 47.6544559, -122.3061244 47.654465, -122.3059802 47.6542585, -122.3060162 47.6542471, -122.3060836 47.6542257, -122.3061019 47.6542199, -122.306082 47.6541915, -122.3061369 47.6541741, -122.3061094 47.6541348, -122.3061354 47.6541265, -122.3061073 47.6540864))",POINT (-122.3063323 47.6542662),1729.5,18616.4,14
Guggenheim Annex,28,30924855.0,,university,,,"POLYGON ((-122.3066357 47.6545852, -122.3062814 47.6546976, -122.3062072 47.6545908, -122.3065615 47.6544784, -122.306587 47.6545151, -122.3066357 47.6545852))",POINT (-122.3064215 47.654588),382.6,4117.9,14
Kirsten Wind Tunnel,29,30924877.0,,university,,,"POLYGON ((-122.3058634 47.6542352, -122.3058938 47.6542793, -122.3060467 47.6545015, -122.3060729 47.6545396, -122.3058342 47.6546145, -122.3058067 47.6545745, -122.3056716 47.6543782, -122.3056396 47.6543882, -122.3056104 47.6543458, -122.3056334 47.6543386, -122.3056157 47.654313, -122.3057229 47.6542793, -122.3058634 47.6542352))",POINT (-122.3058444 47.6544234),753.7,8112.5,14
Aerospace Engineering and Research Building (AERB),30,30924926.0,,university,,,"POLYGON ((-122.3058813 47.6537684, -122.3059138 47.6538189, -122.3058808 47.6538285, -122.3058959 47.6538519, -122.3059447 47.6538376, -122.3059889 47.6539062, -122.3060462 47.6539949, -122.3060816 47.6540497, -122.3058462 47.6541187, -122.3058347 47.6541009, -122.3058178 47.6541059, -122.3058454 47.6541488, -122.3058059 47.6541603, -122.3057696 47.654104, -122.3057734 47.6541029, -122.3057654 47.6540905, -122.3057571 47.6540776, -122.3056801 47.6541002, -122.3056349 47.6540302, -122.3055832 47.6539499, -122.305645 47.6539317, -122.3056202 47.6538932, -122.3055939 47.6538526, -122.3056864 47.6538255, -122.3058813 47.6537684))",POINT (-122.3058193 47.6539606),932.5,10037.6,14
Hughes Penthouse Theater,31,30925209.0,,theatre,,,"POLYGON ((-122.3082782 47.6605939, -122.3083609 47.6607016, -122.3082985 47.6607233, -122.3082902 47.6607554, -122.3082702 47.6607861, -122.3082405 47.6608111, -122.3081995 47.6608297, -122.30815 47.6608418, -122.3081003 47.6608412, -122.3080561 47.6608356, -122.3080141 47.6608235, -122.3079548 47.6608439, -122.3078752 47.6607386, -122.3079395 47.6607165, -122.3078974 47.6606608, -122.3079709 47.6606356, -122.3079902 47.6606201, -122.3080207 47.6606044, -122.3080512 47.6605949, -122.3080805 47.6605931, -122.3080812 47.6605986, -122.3081287 47.6605957, -122.3081593 47.660585, -122.3081702 47.6605993, -122.3081978 47.6605897, -122.3082172 47.6606151, -122.3082782 47.6605939))",POINT (-122.3081123 47.6607155),727.6,7831.6,9
University Library,32,37058938.0,,library,,,"POLYGON ((-122.3180729 47.6651775, -122.3180732 47.6653129, -122.3180235 47.665313, -122.3180236 47.6653588, -122.3179541 47.6653588, -122.3179542 47.6653922, -122.3178021 47.6653924, -122.3178018 47.6652481, -122.3178019 47.6651033, -122.3179568 47.6651033, -122.3179568 47.6651339, -122.318024 47.6651338, -122.318024 47.665162, -122.318024 47.6651776, -122.3180729 47.6651775))",POINT (-122.3179214 47.665247),554.3,5966.4,3
Hitchcock Hall,33,37119927.0,,university,,,"POLYGON ((-122.311133 47.6519919, -122.3113081 47.6518259, -122.3113122 47.6518219, -122.3113168 47.6518176, -122.3115144 47.6516302, -122.3118974 47.6518135, -122.311624 47.6520728, -122.311516 47.6521752, -122.311133 47.6519919))",POINT (-122.3115152 47.6519027),1739.2,18720.3,18
William H. Foege Genome Sciences Building,34,37119928.0,,university,,,"POLYGON ((-122.3129989 47.6523104, -122.3125811 47.6526981, -122.3125065 47.6526623, -122.3124919 47.6526738, -122.3125329 47.6526963, -122.3124457 47.6527739, -122.3121913 47.6526457, -122.3122372 47.6526006, -122.3121732 47.6525677, -122.3123877 47.6523763, -122.3123682 47.6523659, -122.3124695 47.6522609, -122.3124961 47.6522114, -122.3125344 47.6522317, -122.3126396 47.6521343, -122.3126609 47.6521423, -122.3126864 47.6521178, -122.3129373 47.6518768, -122.3129631 47.6518858, -122.3130101 47.6518413, -122.3129886 47.651828, -122.3131964 47.6516445, -122.3132284 47.6516612, -122.3132417 47.6516486, -122.313313 47.6515807, -122.3133752 47.6514857, -122.3135355 47.6515156, -122.3135244 47.6515863, -122.313534 47.6516774, -122.3134919 47.6516779, -122.3135822 47.6517656, -122.3134743 47.6518571, -122.3134948 47.6518677, -122.3130881 47.6522433, -122.3130249 47.6522098, -122.3129656 47.6522624, -122.3129437 47.6522819, -122.3129989 47.6523104))",POINT (-122.3128982 47.6521507),4816.2,51840.6,18
,35,37426807.0,,industrial,,,"POLYGON ((-122.3418189 47.6485109, -122.3403441 47.6482963, -122.3403438 47.6483274, -122.340217 47.6483268, -122.3402108 47.6489734, -122.3409851 47.6489768, -122.3418143 47.6489804, -122.3418175 47.648657, -122.3418189 47.6485109))",POINT (-122.3409673 47.6486838),7762.0,83549.6,21
NTS Recycling Center,36,37426808.0,,industrial,,,"POLYGON ((-122.3394826 47.6488609, -122.3391596 47.6488587, -122.3391669 47.6483572, -122.3394899 47.6483593, -122.3394826 47.6488609))",POINT (-122.3393248 47.648609),1352.1,14553.6,21
,37,39904824.0,,yes,,,"POLYGON ((-122.2976283 47.6648351, -122.2975723 47.6648267, -122.2975257 47.6648043, -122.2974958 47.6647713, -122.2974877 47.6647331, -122.2974879 47.6646264, -122.2974306 47.6646286, -122.2974228 47.6643543, -122.2974629 47.6643536, -122.2975401 47.6643521, -122.2981444 47.6643409, -122.2981537 47.6643782, -122.2982077 47.6643775, -122.2982521 47.6643769, -122.2982592 47.6643367, -122.299035 47.664352, -122.2990431 47.6648884, -122.2986289 47.6648867, -122.297776 47.6648832, -122.2977759 47.6648347, -122.2976283 47.6648351))",POINT (-122.2982628 47.6646093),6958.5,74900.6,5
,38,39904828.0,,retail,,,"POLYGON ((-122.2968931 47.6626544, -122.2961232 47.6626546, -122.2961232 47.6627033, -122.2959897 47.6627033, -122.2959362 47.6626525, -122.2957677 47.6626526, -122.2957676 47.6623619, -122.2958881 47.6623619, -122.295888 47.66231, -122.2959759 47.66231, -122.2959758 47.6621933, -122.2959352 47.6621933, -122.2959352 47.662117, -122.2958857 47.662117, -122.2958856 47.6618884, -122.2956906 47.6618884, -122.2956918 47.6615566, -122.29602 47.6615556, -122.2960227 47.6618252, -122.2960848 47.6618259, -122.2961054 47.661804, -122.296266 47.6618031, -122.296266 47.6618196, -122.296871 47.6618194, -122.2968712 47.6622453, -122.2968929 47.6622453, -122.2968931 47.6626544))",POINT (-122.2963117 47.6621963),8025.3,86384.1,10
University of Washington Plant Services Building,39,39904833.0,,university,,,"POLYGON ((-122.3011856 47.6613433, -122.3017683 47.6613344, -122.3017742 47.6615105, -122.3018088 47.6615099, -122.3018468 47.6626496, -122.3018008 47.6626503, -122.3018011 47.6626589, -122.3012126 47.6626653, -122.3011856 47.6613433))",POINT (-122.30151 47.6620072),6852.0,73753.9,9
Chase,40,39904837.0,,bank,,,"POLYGON ((-122.3015508 47.6647186, -122.3015845 47.6647186, -122.3015844 47.6647503, -122.3015537 47.6647503, -122.3015536 47.6647614, -122.30144 47.6647613, -122.3014399 47.6647988, -122.3013505 47.6647987, -122.3013505 47.6647831, -122.3012912 47.664783, -122.3012912 47.6647675, -122.3012823 47.6647675, -122.3012826 47.6646453, -122.3012403 47.6646452, -122.3012404 47.6645917, -122.3012811 47.6645917, -122.3012813 47.6644766, -122.3015513 47.6644768, -122.3015508 47.6647186))",POINT (-122.3014119 47.6646291),707.6,7616.5,4
,41,39904844.0,,yes,,,"POLYGON ((-122.3000009 47.6624033, -122.3000272 47.6624031, -122.3000267 47.6623541, -122.2999952 47.6623543, -122.2999951 47.6623396, -122.2999778 47.6623397, -122.2999769 47.6622515, -122.2999924 47.6622514, -122.2999923 47.662241, -122.3000285 47.6622409, -122.3000271 47.6620977, -122.2999957 47.6620978, -122.2999949 47.6620161, -122.3000323 47.6620159, -122.30003 47.6617843, -122.3001747 47.6617836, -122.3001745 47.6617642, -122.3002394 47.6617639, -122.3002396 47.6617818, -122.3004443 47.6617808, -122.3004438 47.6617297, -122.3005176 47.6617294, -122.3005183 47.6617869, -122.3007478 47.6617858, -122.3007501 47.6620131, -122.3004489 47.6620145, -122.3004491 47.6620327, -122.3004758 47.6620326, -122.3004781 47.6622525, -122.3004937 47.6622524, -122.3004946 47.6623355, -122.300479 47.6623356, -122.3004828 47.6625781, -122.3005479 47.6625778, -122.3005475 47.6625876, -122.3006624 47.662588, -122.3007559 47.662588, -122.3007545 47.6627784, -122.3001717 47.6627827, -122.3000048 47.6627834, -122.3000009 47.6624033))",POINT (-122.3003189 47.6622792),4912.4,52876.4,9
,42,39904856.0,,yes,,,"POLYGON ((-122.3001787 47.663768, -122.3001829 47.6641385, -122.2998864 47.6641349, -122.2998853 47.6641209, -122.299787 47.6641217, -122.2997869 47.6641824, -122.2996087 47.6641816, -122.2996092 47.6641171, -122.2994682 47.6641151, -122.2994666 47.6641649, -122.2993773 47.6641636, -122.2993761 47.6642017, -122.2990915 47.6641976, -122.2990907 47.664222, -122.2989309 47.6642197, -122.2989409 47.6639074, -122.2990296 47.6639087, -122.2990346 47.6637513, -122.299538 47.6637586, -122.2995384 47.6637465, -122.3001787 47.663768))",POINT (-122.2995475 47.6639671),4137.7,44538.0,4
,43,39904934.0,,parking,,,"POLYGON ((-122.3015513 47.6644768, -122.3015508 47.6647186, -122.3015845 47.6647186, -122.3015844 47.6647503, -122.3015841 47.6648901, -122.3021449 47.6648895, -122.3022213 47.6644739, -122.3015513 47.6644768))",POINT (-122.3018744 47.6646756),2136.7,22999.6,4
,44,39904936.0,,parking,,,"POLYGON ((-122.3003629 47.6648766, -122.300355 47.6643583, -122.2996671 47.664358, -122.2996646 47.6646805, -122.2996654 47.6648811, -122.3003629 47.6648766))",POINT (-122.3000117 47.6646191),3015.2,32455.0,4
,45,41789150.0,,toilets,,,"POLYGON ((-122.3338068 47.6462929, -122.333808 47.6462145, -122.3337511 47.6462141, -122.3337516 47.64618, -122.3335937 47.6461789, -122.333592 47.6462915, -122.3338068 47.6462929))",POINT (-122.3336933 47.6462393),185.9,2000.8,21
Bank of America,46,49533039.0,,bank,,,"POLYGON ((-122.3132178 47.6636286, -122.3132178 47.6632231, -122.3132404 47.6632103, -122.3133248 47.6632103, -122.3133248 47.6632393, -122.3134883 47.6632393, -122.3134883 47.6632103, -122.3135521 47.6632103, -122.3135521 47.6632406, -122.3136353 47.6632406, -122.3136353 47.6636286, -122.3132178 47.6636286))",POINT (-122.3134248 47.6634281),1394.4,15009.6,3
Architecture Hall,47,49888203.0,,university,,,"POLYGON ((-122.311273 47.6545, -122.3112704 47.654684, -122.310998 47.6546822, -122.3109984 47.6546504, -122.3109639 47.6546502, -122.31096 47.6548248, -122.3106896 47.654822, -122.3106933 47.6546593, -122.3106547 47.654659, -122.3106557 47.6545908, -122.3106569 47.6545084, -122.3106967 47.6545086, -122.3107004 47.6543478, -122.3109707 47.6543506, -122.3109666 47.6545308, -122.3110001 47.6545311, -122.3110006 47.6544982, -122.311273 47.6545))",POINT (-122.3109099 47.6545876),1574.5,16947.6,13
Guthrie Hall,48,49888205.0,,university,,,"POLYGON ((-122.3111388 47.6541273, -122.3106519 47.6541259, -122.3106521 47.6541025, -122.3106216 47.6541024, -122.3106225 47.6539448, -122.3106226 47.6539341, -122.3105831 47.6539339, -122.3105836 47.6538441, -122.3107233 47.6538445, -122.3107236 47.6537981, -122.311096 47.6537992, -122.3110956 47.6538562, -122.3111232 47.6538563, -122.3111232 47.6538477, -122.3112164 47.653848, -122.3112159 47.6539179, -122.3111776 47.6539178, -122.3111776 47.653928, -122.3111763 47.6541141, -122.3111388 47.654114, -122.3111388 47.6541273))",POINT (-122.3108991 47.6539658),1489.1,16028.0,13
Guthrie Annex 4,49,49888209.0,,university,,,"POLYGON ((-122.3111856 47.654777, -122.3111826 47.654981, -122.3111603 47.6549809, -122.31116 47.6549999, -122.3110837 47.6549994, -122.3110839 47.6549815, -122.3109945 47.6549809, -122.3109949 47.6549554, -122.3108162 47.6549542, -122.3108174 47.654872, -122.3109859 47.6548731, -122.3109862 47.6548538, -122.3110638 47.6548543, -122.3110649 47.6547762, -122.3111856 47.654777))",POINT (-122.3110423 47.654899),412.7,4442.1,13
,50,49893093.0,,toilets,,,"POLYGON ((-122.3369435 47.6587662, -122.3368916 47.6587032, -122.3367947 47.6587394, -122.3368465 47.6588024, -122.3369435 47.6587662))",POINT (-122.3368691 47.6587528),66.7,718.0,6
Physics / Astronomy Building,51,50191487.0,,university,,,"POLYGON ((-122.3109402 47.6535067, -122.3114707 47.6535109, -122.3116916 47.6535127, -122.3116927 47.6534521, -122.3116852 47.6534521, -122.3116389 47.6534517, -122.3116395 47.6534204, -122.3116408 47.6533419, -122.3116422 47.6532626, -122.3116428 47.6532315, -122.3116892 47.6532318, -122.3117264 47.6532321, -122.311952 47.6532339, -122.31197 47.6532341, -122.3119695 47.6532653, -122.3119661 47.6534543, -122.3119199 47.6534539, -122.3117987 47.653453, -122.3117976 47.6535137, -122.3118447 47.6535141, -122.3118436 47.6535752, -122.3118426 47.6536308, -122.311841 47.6537186, -122.3114614 47.6537155, -122.3107659 47.6537099, -122.3107674 47.6536221, -122.3107684 47.6535666, -122.3107695 47.6535053, -122.3108595 47.653506, -122.310867 47.6534992, -122.310877 47.6534941, -122.3108886 47.6534909, -122.3109011 47.6534901, -122.310913 47.6534914, -122.310924 47.6534948, -122.3109333 47.6535, -122.3109402 47.6535067))",POINT (-122.3114336 47.653544),2496.5,26871.7,18
Physics/Astronomy Auditorium,52,50191488.0,,university,,,"POLYGON ((-122.3109477 47.6531959, -122.3109275 47.6531563, -122.3110166 47.6531329, -122.3114206 47.6527635, -122.3113282 47.6527176, -122.3112353 47.6526715, -122.3112431 47.6526644, -122.311152 47.6526192, -122.3110963 47.6526702, -122.3111168 47.6526803, -122.3107819 47.6529865, -122.3105888 47.6530286, -122.3106456 47.6531824, -122.310706 47.6532812, -122.3108287 47.6532464, -122.3109143 47.6532253, -122.3109553 47.6532133, -122.3109477 47.6531959))",POINT (-122.3109903 47.6529618),1821.1,19602.6,18
John M. Wallace Hall,53,50191491.0,,university,,,"POLYGON ((-122.3147212 47.6527733, -122.3148381 47.6527741, -122.3150267 47.6527755, -122.3150228 47.6530167, -122.3150181 47.6533054, -122.3147126 47.6533032, -122.3147154 47.6531341, -122.3147157 47.6531184, -122.3147212 47.6527733))",POINT (-122.3148697 47.6530393),1350.0,14530.9,18
W35,54,50191492.0,,parking,,,"POLYGON ((-122.3150312 47.6534288, -122.3154659 47.653432, -122.3154765 47.6527749, -122.3150419 47.6527717, -122.3150312 47.6534288))",POINT (-122.3152539 47.6531019),2381.7,25636.5,18
Benson Hall,55,50191493.0,,university,,,"POLYGON ((-122.3094402 47.6532653, -122.3093868 47.6531888, -122.3092293 47.652963, -122.3094554 47.6528914, -122.3096748 47.652822, -122.3097336 47.6529063, -122.3098378 47.6530557, -122.3098206 47.6530611, -122.3098685 47.6531298, -122.3094402 47.6532653))",POINT (-122.3095549 47.6530432),1359.6,14634.6,19
Gould Hall,56,50191495.0,,yes,,,"POLYGON ((-122.3125078 47.6546796, -122.312733 47.6546806, -122.3127333 47.654648, -122.3128028 47.6546482, -122.3128025 47.6546825, -122.312968 47.6546831, -122.3129673 47.654775, -122.3130418 47.6547753, -122.3130417 47.6547961, -122.3131086 47.6547963, -122.3131082 47.6548857, -122.3131428 47.6548857, -122.3131423 47.6550274, -122.3131088 47.6550274, -122.3131086 47.6551103, -122.3130255 47.6551102, -122.3130255 47.6551275, -122.3129917 47.6551275, -122.3129609 47.6551275, -122.312961 47.6551069, -122.3129338 47.6551069, -122.3129338 47.6551271, -122.312736 47.655127, -122.3125175 47.6551261, -122.3125177 47.6551004, -122.3124997 47.6551003, -122.3124995 47.6551222, -122.3124674 47.6551221, -122.3124411 47.6551219, -122.3124414 47.6550982, -122.3123543 47.6550975, -122.3123556 47.6550147, -122.3123268 47.6550145, -122.3123289 47.654873, -122.312365 47.6548733, -122.3123662 47.6547827, -122.3124383 47.6547831, -122.3124385 47.6547656, -122.3125069 47.654766, -122.3125078 47.6546796))",POINT (-122.3127351 47.6549164),2599.5,27980.3,13
The Church of Jesus Christ of Latter-day Saints,57,50191498.0,,place_of_worship,,,"POLYGON ((-122.3123562 47.6539211, -122.3126921 47.6539238, -122.3126882 47.6541378, -122.3125026 47.6541363, -122.3125021 47.6541604, -122.312457 47.65416, -122.3124569 47.6541679, -122.3124163 47.6541675, -122.3124164 47.6541613, -122.3123348 47.6541607, -122.312337 47.6540389, -122.3123437 47.654039, -122.3123453 47.6539444, -122.3123558 47.6539445, -122.3123562 47.6539211))",POINT (-122.3125105 47.654037),657.9,7081.2,13
