name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,zone_id
United States Court of Military Appeals,10,48040901.0,,yes,,,"POLYGON ((-77.0183967 38.8956497, -77.0183968 38.8956574, -77.0184508 38.8956571, -77.0184515 38.8957301, -77.0184615 38.89573, -77.0184635 38.8959335, -77.01845489999999 38.8959335, -77.0184556 38.8960038, -77.0183943 38.8960042, -77.0183943 38.8960079, -77.0183572 38.8960082, -77.01835749999999 38.8960325, -77.0181908 38.8960335, -77.0181905 38.8960043, -77.0181596 38.8960045, -77.0181595 38.8959996, -77.0180951 38.8959999, -77.0180944 38.8959314, -77.0180891 38.8959314, -77.0180884 38.8958571, -77.0180871 38.8957302, -77.0180921 38.8957302, -77.0180914 38.8956576, -77.0181553 38.8956573, -77.0181552 38.8956511, -77.0183967 38.8956497))",POINT (-77.01827493332694 38.89583519039547),1290.4,48
,11,48041261.0,,yes,,,"POLYGON ((-77.0194257 38.8990173, -77.0195571 38.8990157, -77.01955719999999 38.899069, -77.01972019999999 38.8990671, -77.0197345 38.8990708, -77.01974629999999 38.8990834, -77.0197445 38.8990988, -77.0197387 38.8991051, -77.0197271 38.8991101, -77.0197318 38.8996784, -77.0194341 38.8996784, -77.0194257 38.8990173))",POINT (-77.01957711764979 38.89936012495665),1827.1,35
Calvary Baptist Church,12,48041262.0,,place_of_worship,,,"POLYGON ((-77.0224328 38.8994776, -77.0227604 38.8994782, -77.0227604 38.8994985, -77.022755 38.8994985, -77.0227549 38.8995355, -77.0227611 38.8995355, -77.022761 38.8995784, -77.0227719 38.8995784, -77.0227718 38.8996141, -77.0227603 38.8996141, -77.0227601 38.8996509, -77.0227721 38.899651, -77.0227719 38.8997001, -77.02271380000001 38.8997, -77.02271380000001 38.8996888, -77.0224322 38.8996883, -77.0224328 38.8994776))",POINT (-77.02259943574316 38.89958509673562),677.5,34
,13,48041263.0,,yes,,,"POLYGON ((-77.02168159999999 38.8955792, -77.0217655 38.8955787, -77.02176609999999 38.8956586, -77.02176609999999 38.8956602, -77.0217617 38.8956602, -77.0216822 38.8956606, -77.02168159999999 38.8955792))",POINT (-77.02172385988689 38.89561967055936),65.8,47
,14,48041264.0,,yes,,,"POLYGON ((-77.0254207 38.8980702, -77.0257465 38.8980692, -77.0257472 38.89811, -77.0257728 38.8981097, -77.0257733 38.8981427, -77.02577340000001 38.8981465, -77.02574490000001 38.8981467, -77.02574559999999 38.8981905, -77.02547010000001 38.8981935, -77.0254698 38.8981818, -77.0254159 38.8981821, -77.0254151 38.8981374, -77.0254218 38.8981374, -77.0254207 38.8980702))",POINT (-77.02558832291955 38.89813021817776),389.5,33
,15,48041265.0,,yes,,,"POLYGON ((-77.01943060000001 38.9007509, -77.01943129999999 38.9006458, -77.0195038 38.900646, -77.01950410000001 38.9007513, -77.01948 38.9007516, -77.01946940000001 38.9007645, -77.0194406 38.9007641, -77.01943319999999 38.9007509, -77.01943060000001 38.9007509))",POINT (-77.01946677077595 38.90070225478328),78.8,23
Marian Koshland Science Muesum,16,48041266.0,,yes,,,"POLYGON ((-77.0191349 38.896921, -77.0191347 38.8968619, -77.0190662 38.8968645, -77.01906940000001 38.8968596, -77.0190683 38.8967727, -77.01908299999999 38.8967727, -77.01908229999999 38.8966671, -77.0190676 38.8966672, -77.0190676 38.8964884, -77.0190511 38.8964884, -77.0190504 38.8963796, -77.0190642 38.8963795, -77.019064 38.8963469, -77.01904930000001 38.8963361, -77.01904949999999 38.8963117, -77.01906270000001 38.8963004, -77.0190655 38.8962663, -77.0190546 38.8962588, -77.01904949999999 38.8962472, -77.0190515 38.8962374, -77.0190575 38.8962301, -77.0190769 38.896223, -77.0190968 38.8962278, -77.01910669999999 38.896239, -77.01969149999999 38.8962414, -77.0197036 38.8962444, -77.01971500000001 38.8962512, -77.0197208 38.8962635, -77.0197256 38.8968655, -77.0194589 38.896866, -77.01945809999999 38.8968589, -77.0193374 38.8968594, -77.0193378 38.8969205, -77.0191349 38.896921))",POINT (-77.01938923752289 38.89655931382972),4061.9,47
,17,48041268.0,,yes,,,"POLYGON ((-77.0238143 38.8967555, -77.0236685 38.8967559, -77.0231197 38.8967439, -77.0231134 38.896744, -77.0231132 38.8966859, -77.0231115 38.8966859, -77.0231112 38.8966236, -77.02311709999999 38.8966236, -77.02311659999999 38.8965353, -77.02309320000001 38.8965354, -77.023093 38.8964912, -77.02309080000001 38.8964912, -77.0230907 38.8964656, -77.02311570000001 38.8964655, -77.02311539999999 38.8964163, -77.0231138 38.8964163, -77.0231131 38.8962622, -77.0232043 38.8962619, -77.0232042 38.8962416, -77.02325089999999 38.8962415, -77.023251 38.8962601, -77.02334159999999 38.8962599, -77.0233417 38.8962723, -77.0234202 38.8962721, -77.0234201 38.8962594, -77.02382830000001 38.8962582, -77.0238293 38.8964634, -77.0238619 38.8964633, -77.0238622 38.8965366, -77.0238319 38.8965367, -77.0238329 38.8967404, -77.0238143 38.8967405, -77.0238143 38.8967555))",POINT (-77.02347462668845 38.89650549646053),3423.1,46
,18,48041270.0,,yes,,,"POLYGON ((-77.0225903 38.8951823, -77.0225901 38.8951655, -77.0225901 38.8950975, -77.0228165 38.8950961, -77.0228168 38.8951824, -77.0225903 38.8951823))",POINT (-77.02270371608672 38.89513958016779),186.5,46
,19,48041271.0,,yes,,,"POLYGON ((-77.0192244 38.8950025, -77.0191646 38.8950009, -77.0191633 38.8948894, -77.0192574 38.8948905, -77.0192552 38.8950027, -77.0192244 38.8950025))",POINT (-77.0192101865745 38.89494562476488),99.6,47
,20,48041272.0,,yes,,,"POLYGON ((-77.0241937 38.8951221, -77.0242214 38.8951215, -77.0242215 38.8951247, -77.02422199999999 38.8951394, -77.0241943 38.8951402, -77.0241943 38.8951395, -77.02419380000001 38.8951245, -77.0241937 38.8951221))",POINT (-77.02420783254477 38.89513080061673),4.8,46
,21,48041273.0,,yes,,,"POLYGON ((-77.0250222 38.8978791, -77.02502130000001 38.89782, -77.0250341 38.8978198, -77.02503369999999 38.8977991, -77.0250377 38.8977991, -77.02518999999999 38.8977972, -77.02518999999999 38.8977969, -77.0251921 38.8977969, -77.0251926 38.8978272, -77.02520029999999 38.8978406, -77.0252052 38.8978518, -77.025201 38.8980635, -77.0252474 38.8980631, -77.0252462 38.8980723, -77.025267 38.8980723, -77.0252672 38.8980759, -77.02531569999999 38.8980755, -77.025316 38.8980931, -77.0253685 38.8980926, -77.0253685 38.8980934, -77.0253701 38.8981879, -77.02502149999999 38.8981916, -77.0250222 38.8978791))",POINT (-77.02514740288937 38.8980243526959),856.1,34
Carroll Square,22,48041274.0,,commercial,,,"POLYGON ((-77.02497459999999 38.897799, -77.0249781 38.8976138, -77.0250516 38.897615, -77.02505119999999 38.8976187, -77.0250558 38.8976187, -77.0251318 38.8976185, -77.0252892 38.8976181, -77.0252888 38.897488, -77.0252888 38.8974878, -77.0255331 38.897491, -77.02553140000001 38.8974545, -77.0256457 38.8974562, -77.02564719999999 38.8974748, -77.0258637 38.8974748, -77.02585980000001 38.8976995, -77.02577839999999 38.8976981, -77.0257792 38.8977682, -77.02519150000001 38.8977647, -77.02518999999999 38.8977969, -77.02518999999999 38.8977972, -77.0250377 38.8977991, -77.02503369999999 38.8977991, -77.02497459999999 38.897799))",POINT (-77.02545966227699 38.89763908479514),2054.9,33
National Portrait Gallery / Smithsonian American Art Museum,23,48041275.0,,arts_centre,,,"POLYGON ((-77.0227865 38.8974143, -77.02314629999999 38.8974146, -77.02314629999999 38.8974166, -77.02314610000001 38.897509, -77.023422 38.8975094, -77.023422 38.897473, -77.02368939999999 38.8974733, -77.02368939999999 38.8974752, -77.02368939999999 38.897479, -77.0236893 38.8975181, -77.023701 38.8975166, -77.023701 38.8975204, -77.0237279 38.8975205, -77.0237278 38.8975345, -77.0237029 38.8975344, -77.0237029 38.8975389, -77.0236826 38.8975388, -77.0236822 38.8977638, -77.0237465 38.8977639, -77.0237463 38.8979715, -77.02368300000001 38.8979715, -77.0236826 38.8982426, -77.0234188 38.8982424, -77.0234188 38.8982116, -77.0231397 38.8982113, -77.02313959999999 38.8982599, -77.02279059999999 38.8982596, -77.0227907 38.8982103, -77.0225106 38.89821, -77.0225105 38.898242, -77.02225129999999 38.8982418, -77.0222514 38.8982227, -77.0222155 38.8982227, -77.0222155 38.8981842, -77.0222462 38.8981843, -77.02224649999999 38.8979664, -77.0221825 38.8979664, -77.0221828 38.897758, -77.0222445 38.8977579, -77.0222449 38.8974717, -77.02251130000001 38.897472, -77.02251130000001 38.8975076, -77.0227864 38.8975079, -77.0227865 38.8974143))",POINT (-77.02296403926009 38.89785261282131),10818.8,34
,24,48041276.0,,yes,,,"POLYGON ((-77.025621 38.8972175, -77.02562090000001 38.8972127, -77.02562090000001 38.8972098, -77.0256203 38.8971132, -77.0256938 38.8971132, -77.0256928 38.8972126, -77.0256929 38.8972172, -77.0256929 38.8972201, -77.025621 38.8972194, -77.025621 38.8972175))",POINT (-77.02565699101021 38.89716626706436),74.5,33
Shakespeare Theatre Company,25,48041277.0,,yes,,,"POLYGON ((-77.02016860000001 38.8972261, -77.0201605 38.8971696, -77.0201806 38.8971654, -77.0201843 38.89711, -77.02020779999999 38.8971096, -77.020202 38.8969466, -77.0200842 38.8969484, -77.02008050000001 38.8968077, -77.0201031 38.8967967, -77.0205069 38.8967965, -77.02055799999999 38.8967965, -77.02055300000001 38.8972297, -77.0201687 38.8972274, -77.02016860000001 38.8972261))",POINT (-77.02035118264412 38.89700073727157),1670.5,35
Atlantic Building,26,48041278.0,,yes,,,"POLYGON ((-77.0250163 38.8971543, -77.0250126 38.8967747, -77.02530230000001 38.8967774, -77.0253033 38.8968351, -77.0254544 38.8968418, -77.02553899999999 38.8968409, -77.0255401 38.8968186, -77.0255428 38.8968186, -77.025623 38.8968183, -77.0258341 38.8968175, -77.025834 38.8970521, -77.0257598 38.8970551, -77.02576089999999 38.8970737, -77.02576019999999 38.8970737, -77.025699 38.8970741, -77.02569099999999 38.8970741, -77.0256911 38.8970756, -77.0256938 38.8971132, -77.0256203 38.8971132, -77.02562090000001 38.8972098, -77.02562090000001 38.8972127, -77.02506200000001 38.8972164, -77.0250582 38.8971559, -77.0250163 38.8971543))",POINT (-77.02538668234143 38.89699668099919),2892.6,33
,27,48041284.0,,yes,,,"POLYGON ((-77.0210549 38.8934761, -77.021055 38.8934165, -77.0211061 38.8933052, -77.0211639 38.8933204, -77.02116340000001 38.893324, -77.0212861 38.8933559, -77.0213074 38.8933515, -77.02132469999999 38.8933591, -77.021331 38.8933737, -77.0213265 38.8933849, -77.0213152 38.8933927, -77.02131319999999 38.8934477, -77.0213231 38.8934522, -77.0213317 38.8934622, -77.021333 38.8934702, -77.0213284 38.8934817, -77.0213169 38.8934896, -77.0213019 38.8934919, -77.0212835 38.8934854, -77.02127489999999 38.893471, -77.02112440000001 38.893472, -77.0211249 38.8934761, -77.0210549 38.8934761))",POINT (-77.02118852128545 38.89340609949525),347.7,59
Central National Bank,28,48041285.0,,office,,,"POLYGON ((-77.02009320000001 38.8930204, -77.02009990000001 38.8930203, -77.0208327 38.8932255, -77.0208293 38.893467, -77.0208086 38.893467, -77.020809 38.8934987, -77.0208015 38.8934988, -77.0208032 38.8935281, -77.02006919999999 38.8935213, -77.0200667 38.8932673, -77.02005680000001 38.8932567, -77.02005149999999 38.8932413, -77.02005440000001 38.8932255, -77.020065 38.8932118, -77.0200655 38.893085, -77.0200528 38.8930698, -77.0200504 38.8930545, -77.0200533 38.8930444, -77.020064 38.8930314, -77.0200804 38.8930228, -77.02009320000001 38.8930204))",POINT (-77.02041354039805 38.8933151427362),2984.6,59
,29,48041286.0,,yes,,,"POLYGON ((-77.0211061 38.8933052, -77.021055 38.8934165, -77.0210549 38.8934761, -77.0209837 38.893476, -77.02098359999999 38.8934685, -77.020938 38.8934685, -77.0209378 38.8934754, -77.0209196 38.8934756, -77.0209207 38.8933624, -77.0209636 38.8932679, -77.0211061 38.8933052))",POINT (-77.02100014014242 38.89337600263252),266.8,59
Jackson Graham Building (WMATA),30,48041287.0,,yes,,,"POLYGON ((-77.01921539999999 38.8974788, -77.0196274 38.8974794, -77.0196261 38.8975156, -77.01964340000001 38.8975155, -77.0196431 38.8975028, -77.01966040000001 38.8974916, -77.0197311 38.8974908, -77.01973 38.8977383, -77.0197149 38.8977385, -77.0197154 38.8977709, -77.0197309 38.8977707, -77.0197307 38.8981831, -77.01965629999999 38.8981831, -77.0196244 38.8981612, -77.019625 38.898195, -77.01921299999999 38.8981934, -77.01921539999999 38.8974788))",POINT (-77.01947039483578 38.89783727809721),3517.8,35
Georgetown University School of Continuing Studies,31,48041288.0,,university,,,"POLYGON ((-77.02143599999999 38.9011181, -77.02176900000001 38.9011164, -77.02175800000001 38.9018047, -77.0217628 38.9018062, -77.021764 38.9018377, -77.02173019999999 38.9018549, -77.02169290000001 38.9018402, -77.0216932 38.9018368, -77.0214021 38.9017357, -77.0213813 38.9017692, -77.02140060000001 38.9017764, -77.0213621 38.9018391, -77.02128089999999 38.9018087, -77.0213194 38.9017459, -77.0213385 38.9017531, -77.0213584 38.9017205, -77.0210622 38.9016176, -77.0210577 38.9016194, -77.0210189 38.9016076, -77.0210148 38.9015762, -77.02115120000001 38.9013421, -77.0213512 38.9014127, -77.02136059999999 38.901425, -77.0214074 38.9014426, -77.0214371 38.901443, -77.02143510000001 38.901293, -77.02139680000001 38.9012934, -77.02139630000001 38.9012185, -77.02143649999999 38.901218, -77.02143599999999 38.9011181))",POINT (-77.02148554650562 38.90149145826735),3319.1,23
IBEW Building,32,48041292.0,,yes,,,"POLYGON ((-77.0226926 38.9013233, -77.0224561 38.9013263, -77.02239710000001 38.9013756, -77.02239729999999 38.9013941, -77.0220443 38.901396, -77.02198540000001 38.9013924, -77.0219797 38.9010074, -77.0228175 38.9010051, -77.0228152 38.9012956, -77.0226928 38.901295, -77.0226926 38.9013233))",POINT (-77.02237467093954 38.90118366219414),2815.2,22
Marriott Hospitality Primary Charter High School,33,48041293.0,,school,,,"POLYGON ((-77.0231126 38.8951661, -77.0233447 38.895168, -77.02334829999999 38.8948937, -77.02347229999999 38.8948932, -77.0234732 38.8953763, -77.0231132 38.8953771, -77.0231126 38.8951661))",POINT (-77.02332935634509 38.89519633554335),1058.4,46
,34,48041294.0,,retail,,,"POLYGON ((-77.02155500000001 38.8951097, -77.0217695 38.8951087, -77.02177 38.8951677, -77.0215554 38.8951687, -77.02155500000001 38.8951097))",POINT (-77.02166247515871 38.89513870229088),121.8,47
,35,48041295.0,,yes,,,"POLYGON ((-77.02250789999999 38.8948898, -77.0225063 38.8950944, -77.02244020000001 38.8950946, -77.0224395 38.8948899, -77.02244109999999 38.8948899, -77.02244349999999 38.8948899, -77.02250789999999 38.8948898))",POINT (-77.02247347354675 38.89499159316092),132.4,46
,36,48041296.0,,yes,,,"POLYGON ((-77.01919890000001 38.8950974, -77.0190685 38.8950974, -77.01906990000001 38.8949986, -77.0191646 38.8950009, -77.0192244 38.8950025, -77.0192244 38.8950039, -77.01922260000001 38.8950977, -77.01919890000001 38.8950974))",POINT (-77.01914586105771 38.89504893226486),144.0,48
,37,48041297.0,,yes,,,"POLYGON ((-77.0225899 38.8948896, -77.0228158 38.8948891, -77.0228165 38.8950961, -77.0225901 38.8950975, -77.0225899 38.8948896))",POINT (-77.02270299351413 38.89499311371286),451.5,46
Woolly Mamoth Theatre Company,38,48041298.0,,yes,,,"POLYGON ((-77.02155500000001 38.8951097, -77.0215537 38.8949461, -77.0215532 38.8948919, -77.0217742 38.8948908, -77.02177589999999 38.8951087, -77.0217695 38.8951087, -77.02155500000001 38.8951097))",POINT (-77.0216645940133 38.89500026153125),463.1,47
,39,48041299.0,,yes,,,"POLYGON ((-77.01906990000001 38.8949986, -77.01907129999999 38.8948884, -77.0191633 38.8948894, -77.0191646 38.8950009, -77.01906990000001 38.8949986))",POINT (-77.01911736276028 38.89494459378918),99.6,48
,40,48041300.0,,yes,,,"POLYGON ((-77.0225597 38.8953016, -77.0225591 38.8951831, -77.0225611 38.8951831, -77.0225903 38.895183, -77.0225903 38.8951823, -77.0228168 38.8951824, -77.0228173 38.8953015, -77.0228213 38.8953016, -77.0225597 38.8953016))",POINT (-77.02268829241713 38.8952420137611),295.5,46
,41,48041301.0,,yes,,,"POLYGON ((-77.0215566 38.8953136, -77.0215561 38.8952471, -77.0217706 38.895246, -77.0217758 38.895246, -77.02177639999999 38.8953125, -77.0217713 38.8953125, -77.0215566 38.8953136))",POINT (-77.02166622517377 38.89527978963125),140.6,47
,42,48041302.0,,yes,,,"POLYGON ((-77.022333 38.8952605, -77.022552 38.8952616, -77.02255169999999 38.8953149, -77.02233270000001 38.8953139, -77.022333 38.8952605))",POINT (-77.02244231579293 38.89528772482458),112.4,46
,43,48041303.0,,office,,,"POLYGON ((-77.0215566 38.8953136, -77.0217713 38.8953125, -77.021773 38.8955285, -77.0217651 38.8955286, -77.0216812 38.895529, -77.02140970000001 38.8955303, -77.021344 38.8955306, -77.0213423 38.8953146, -77.0215566 38.8953136))",POINT (-77.0215576584401 38.89542158022683),891.8,47
,44,48041304.0,,yes,,,"POLYGON ((-77.0215554 38.8951687, -77.02177 38.8951677, -77.0217706 38.895246, -77.0215561 38.8952471, -77.0215554 38.8951687))",POINT (-77.0216630020446 38.8952073720944),161.8,47
,45,48041305.0,,yes,,,"POLYGON ((-77.0193342 38.8948921, -77.01972360000001 38.8948928, -77.0197229 38.8951533, -77.01957849999999 38.895153, -77.01957880000001 38.8950271, -77.01948 38.8950269, -77.01947970000001 38.8951542, -77.01933339999999 38.8951539, -77.0193342 38.8948921))",POINT (-77.0195281587845 38.89501359892905),858.4,47
,46,48041306.0,,yes,,,"POLYGON ((-77.0225063 38.8950944, -77.02250789999999 38.8948898, -77.0225899 38.8948896, -77.0225901 38.8950975, -77.0225901 38.8951655, -77.02250669999999 38.8951657, -77.0225063 38.8950944))",POINT (-77.0225484835169 38.89502813970296),220.6,46
,47,48041307.0,,yes,,,"POLYGON ((-77.0234739 38.8959625, -77.0234742 38.8958667, -77.0234732 38.8953763, -77.02347229999999 38.8948932, -77.0238145 38.8948939, -77.0238111 38.896002, -77.0234738 38.8960013, -77.0234739 38.8959625))",POINT (-77.02364306186217 38.89544614509792),3620.0,46
Hospitality Public Charter School,48,48041308.0,,school,,,"POLYGON ((-77.0231126 38.8951661, -77.0231162 38.8948919, -77.02334829999999 38.8948937, -77.0233447 38.895168, -77.0231126 38.8951661))",POINT (-77.02323045705013 38.89502992518544),612.6,46
,49,48041309.0,,yes,,,"POLYGON ((-77.0190685 38.8950974, -77.01919890000001 38.8950974, -77.0191975 38.8951709, -77.0191906 38.8951708, -77.0190676 38.8951694, -77.0190676 38.8951687, -77.0190685 38.8950974))",POINT (-77.01913334462161 38.89513374938252),91.1,48
