name,node_id,osm_node_id,ctrl_type,x_coord,y_coord,is_boundary,activity_type,poi_id,zone_id,notes
,472,4347778848,,-111.899976,33.429353,0,secondary,,,
,474,5165002617,,-111.902880,33.429192,0,secondary,,,
,476,5165002583,,-111.902107,33.429332,0,secondary,,,
,477,4347789202,,-111.903680,33.407560,0,secondary,,,
,478,3574852335,,-111.904199,33.407560,0,secondary,,,
,479,3574852336,,-111.902513,33.407560,0,secondary,,,
,480,4347789193,,-111.901079,33.407428,0,secondary,,,
,481,41883132,signal,-111.900522,33.407428,0,secondary,,,
,482,41883130,,-111.902515,33.407428,0,secondary,,,
,483,4347789203,,-111.906111,33.407563,0,secondary,,,
,484,3574852332,,-111.906757,33.407566,0,secondary,,,
,485,4347789199,,-111.899956,33.407558,0,secondary,,,
,486,3574852339,signal,-111.900519,33.407558,0,secondary,,,
,487,4347789201,,-111.902094,33.407560,0,secondary,,,
,488,4347789195,,-111.902957,33.407429,0,secondary,,,
,489,4347789196,,-111.904736,33.407435,0,secondary,,,
,490,41495628,,-111.904199,33.407433,0,secondary,,,
,491,4347789198,,-111.897171,33.407557,0,secondary,,,
,492,2300216541,signal,-111.897743,33.407557,0,secondary,,,
,493,4347789194,,-111.898289,33.407429,0,secondary,,,
,494,41883135,signal,-111.897741,33.407430,0,secondary,,,
,495,4347789192,,-111.895598,33.407427,-1,secondary,,495,
,496,3981260837,,-111.906700,33.407433,0,secondary,,,
,497,3712512239,,-111.895048,33.407557,1,secondary,,497,
,498,41875713,signal,-111.952168,33.407395,0,secondary,,,
,499,4347871637,,-111.952742,33.407396,0,secondary,,,
,500,4347871636,,-111.951485,33.407393,0,secondary,,,
,501,4347871638,,-111.954812,33.407403,2,secondary,,501,
,502,6058475298,,-111.939156,33.407419,0,secondary,,,
,503,41883112,signal,-111.934904,33.407449,0,secondary,,,
,504,4347874713,,-111.935418,33.407443,0,secondary,,,
,505,4347874712,,-111.938984,33.407423,0,secondary,,,
,506,6058475294,,-111.938544,33.407421,0,secondary,,,
,507,4347874715,,-111.939884,33.408028,0,secondary,,,
,508,4347874710,,-111.948496,33.407381,0,secondary,,,
,509,41875709,signal,-111.947849,33.407378,0,secondary,,,
,510,4897758639,,-111.940135,33.407405,0,secondary,,,
,511,4347879714,,-111.947200,33.407379,0,secondary,,,
,512,330683937,signal,-111.917698,33.414871,0,primary,,,
,513,4347879969,,-111.916702,33.414871,0,primary,,,
,514,4347879987,,-111.909070,33.428552,0,secondary,,,
,515,41638531,signal,-111.909103,33.417484,0,secondary,,,
,516,4347879973,,-111.909107,33.417209,0,secondary,,,
,517,4347879976,,-111.909104,33.417777,0,secondary,,,
,518,4347879982,,-111.909023,33.421459,0,secondary,,,
,519,4347879967,,-111.909110,33.414123,0,secondary,,,
,520,4347879970,,-111.909115,33.415374,0,secondary,,,
,521,4347900942,,-111.926288,33.410513,0,primary,,,
,522,4347900943,,-111.926294,33.412496,0,primary,,,
,523,4347879977,,-111.926295,33.418424,0,primary,,,
,524,4347879978,,-111.926294,33.418582,0,primary,,,
,525,4347879971,,-111.926294,33.415501,0,primary,,,
,526,4347879972,,-111.926301,33.416377,0,primary,,,
,527,4347879974,,-111.926300,33.417362,0,primary,,,
,528,4347879975,,-111.926300,33.417541,0,primary,,,
,529,41573980,signal,-111.926303,33.416838,0,primary,,,
,530,2704829974,,-111.926283,33.428318,0,primary,,,
,531,5133355428,,-111.926369,33.427512,0,primary,,,
,532,4347879983,,-111.926397,33.422746,0,primary,,,
,533,41573982,signal,-111.926296,33.419137,0,primary,,,
,534,1501648953,,-111.926299,33.420237,0,primary,,,
,535,2671959143,signal,-111.926298,33.420269,0,primary,,,
,536,4347879966,,-111.926295,33.414091,0,primary,,,
,537,5646686312,,-111.926295,33.414121,0,primary,,,
,538,4347879980,,-111.926392,33.420890,0,primary,,,
,539,2300341851,,-111.926302,33.420361,0,primary,,,
,540,4347879985,,-111.926225,33.424200,0,primary,,,
,541,4347879981,,-111.926247,33.421430,0,primary,,,
,542,4347879986,,-111.926379,33.425006,0,primary,,,
,543,2704829968,signal,-111.926381,33.424505,0,primary,,,
,544,9658596255,,-111.926245,33.421160,0,primary,,,
,545,4347900933,,-111.917013,33.407576,0,secondary,,,
,546,4347900928,,-111.910631,33.407571,0,secondary,,,
,547,4084510561,,-111.911230,33.407571,0,secondary,,,
,548,4347900914,,-111.925201,33.407444,0,secondary,,,
,549,4347900910,,-111.924342,33.407444,0,secondary,,,
,550,4347900932,,-111.914832,33.407575,0,secondary,,,
,551,4084529110,,-111.911231,33.407439,0,secondary,,,
,552,4347900905,,-111.909926,33.407436,0,secondary,,,
,553,4347900930,,-111.912615,33.407574,0,secondary,,,
,554,4084510568,,-111.913248,33.407575,0,secondary,,,
,555,4347900912,,-111.919549,33.407444,0,secondary,,,
,556,4347900915,,-111.918374,33.407445,0,secondary,,,
,557,4347900916,,-111.925503,33.407445,0,secondary,,,
,558,4347900927,,-111.925198,33.407568,0,secondary,,,
,559,4084525374,,-111.920941,33.407444,0,secondary,,,
,560,4347900911,,-111.919974,33.407444,0,secondary,,,
,561,4347900935,,-111.921984,33.407577,0,secondary,,,
,563,4347900929,,-111.924774,33.407572,0,secondary,,,
,564,4347900913,,-111.921418,33.407444,0,secondary,,,
,565,4347900907,,-111.913880,33.407441,0,secondary,,,
,566,4084527689,,-111.913248,33.407441,0,secondary,,,
