link_seq_id,link_id,base_s0_link_type,from_node_id,to_node_id,geometry,distance_km,distance_mile,fftt,free_speed_base_mode,link_specific_speed_diff,capacity_base_mode,link_specific_capacity_diff,meso_link_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,lanes_s0,link_type_s0,free_speed_s0,capacity_s0,lanes_p1_s0_auto,VOL_p1_s0_auto,MEU_p1_s0_auto,CAP_p1_s0_auto,PEN_p1_s0_auto,DOC_p1_s0_auto,TT_p1_s0_auto,CO2_p1_s0_auto,NOX_p1_s0_auto,VOL_am_25nb_auto,MEU_am_25nb_auto,CAP_am_25nb_auto,PEN_am_25nb_auto,DOC_am_25nb_auto,TT_am_25nb_auto,CO2_am_25nb_auto,NOX_am_25nb_auto,
71,30057,Major arterial,43299,43301,"LINESTRING (-111.545963 31.497708, -111.498592 31.646831)",17.650730,10.970000,10.126154,104.585000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,104.6,1800.0,1.0,0.0,0.0,1800.0,0.0,0.0000,10.1,0.0,0.0,0.0,0.0,1800.000,0.000,0.0000,10.126,0.000,0.000,
72,30058,Major arterial,43299,43302,"LINESTRING (-111.545971 31.497708, -111.542637 31.488543)",1.142390,0.710000,1.151351,59.533000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,59.5,1800.0,1.0,0.0,0.0,1800.0,0.0,0.0000,1.2,0.0,0.0,0.0,0.0,1800.000,0.000,0.0000,1.151,0.000,0.000,
73,30058,Major arterial,43302,43299,"LINESTRING (-111.542629 31.488545, -111.545963 31.497710)",1.142390,0.710000,1.151351,59.533000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,59.5,1800.0,1.0,0.0,0.0,1800.0,0.0,0.0000,1.2,0.0,0.0,0.0,0.0,1800.000,0.000,0.0000,1.151,0.000,0.000,
74,30059,Major arterial,43302,43303,"LINESTRING (-111.542637 31.488545, -111.543598 31.485751)",0.386160,0.240000,0.221538,104.585000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,104.6,1800.0,1.0,0.0,0.0,1800.0,0.0,0.0000,0.2,0.0,0.0,0.0,0.0,1800.000,0.000,0.0000,0.222,0.000,0.000,
75,30059,Major arterial,43303,43302,"LINESTRING (-111.543590 31.485749, -111.542629 31.488543)",0.386160,0.240000,0.221538,104.585000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,104.6,1800.0,1.0,0.0,0.0,1800.0,0.0,0.0000,0.2,0.0,0.0,0.0,0.0,1800.000,0.000,0.0000,0.222,0.000,0.000,
76,30060,connector,843,43298,"LINESTRING (-111.523750 31.782118, -111.454407 31.789898)",6.629080,4.120000,16.480000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,9.0,9.0,9999.0,0.0,0.0009,16.5,0.0,0.0,9.0,9.0,9999.000,0.000,0.0009,16.480,0.000,0.000,
77,30060,connector,43298,843,"LINESTRING (-111.454407 31.789906, -111.523750 31.782126)",6.629080,4.120000,16.480000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,50.0,50.0,9999.0,0.0,0.0050,16.5,0.0,0.0,50.0,50.0,9999.000,0.000,0.0050,16.480,0.000,0.000,
78,30061,connector,882,43306,"LINESTRING (-111.249510 31.544900, -111.315634 31.594226)",8.318530,5.170000,20.680000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,86.0,86.0,9999.0,0.0,0.0086,20.7,0.0,0.0,86.0,86.0,9999.000,0.000,0.0086,20.680,0.000,0.000,
79,30061,connector,43306,882,"LINESTRING (-111.315638 31.594220, -111.249514 31.544894)",8.318530,5.170000,20.680000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,13.0,13.0,9999.0,0.0,0.0013,20.7,0.0,0.0,13.0,13.0,9999.000,0.000,0.0013,20.680,0.000,0.000,
80,30062,Major arterial,43300,43306,"LINESTRING (-111.332242 31.574880, -111.315633 31.594220)",3.153640,1.960000,2.400000,78.841000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,78.8,1800.0,1.0,0.0,0.0,1800.0,0.0,0.0000,2.4,0.0,0.0,0.0,0.0,1800.000,0.000,0.0000,2.400,0.000,0.000,
81,30062,Major arterial,43306,43300,"LINESTRING (-111.315639 31.594226, -111.332248 31.574886)",3.153640,1.960000,2.400000,78.841000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,78.8,1800.0,1.0,4.0,4.0,1800.0,0.0,0.0022,2.4,0.0,0.0,4.0,4.0,1800.000,0.000,0.0022,2.400,0.000,0.000,
82,36567,Major arterial,47728,43306,"LINESTRING (-111.269527 31.658882, -111.315639 31.594225)",10.699850,6.650000,8.142857,78.841000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,78.8,1800.0,1.0,13.0,13.0,1800.0,0.0,0.0072,8.1,0.0,0.0,13.0,13.0,1800.000,0.000,0.0072,8.143,0.000,0.000,
83,36567,Major arterial,43306,47728,"LINESTRING (-111.315633 31.594221, -111.269521 31.658878)",10.699850,6.650000,8.142857,78.841000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,78.8,1800.0,1.0,82.0,82.0,1800.0,0.0,0.0456,8.1,0.0,0.0,82.0,82.0,1800.000,0.000,0.0456,8.143,0.000,0.000,
84,30064,Major arterial,43300,43307,"LINESTRING (-111.332248 31.574880, -111.287639 31.521293)",8.527700,5.300000,8.594595,59.533000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,59.5,1800.0,1.0,0.0,0.0,1800.0,0.0,0.0000,8.6,0.0,0.0,0.0,0.0,1800.000,0.000,0.0000,8.595,0.000,0.000,
85,30064,Major arterial,43307,43300,"LINESTRING (-111.287633 31.521299, -111.332242 31.574886)",8.527700,5.300000,8.594595,59.533000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,59.5,1800.0,1.0,0.0,0.0,1800.0,0.0,0.0000,8.6,0.0,0.0,0.0,0.0,1800.000,0.000,0.0000,8.595,0.000,0.000,
86,36600,connector,43307,1118,"LINESTRING (-111.287634 31.521292, -111.063345 31.627483)",6.725620,4.180000,16.720000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,16.7,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,16.720,0.000,0.000,
87,36600,connector,1118,43307,"LINESTRING (-111.063349 31.627491, -111.287638 31.521300)",6.725620,4.180000,16.720000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,16.7,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,16.720,0.000,0.000,
88,30065,connector,838,43265,"LINESTRING (-111.168743 32.236118, -111.167988 32.247326)",1.238930,0.770000,3.080000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,8.5,8.5,9999.0,0.0,0.0009,3.1,0.0,0.0,8.5,8.5,9999.000,0.000,0.0009,3.080,0.000,0.000,
89,30065,connector,43265,838,"LINESTRING (-111.167996 32.247326, -111.168751 32.236118)",1.238930,0.770000,3.080000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,2.0,2.0,9999.0,0.0,0.0002,3.1,0.0,0.0,2.0,2.0,9999.000,0.000,0.0002,3.080,0.000,0.000,
90,30066,connector,839,43310,"LINESTRING (-111.210186 32.240826, -111.210178 32.248131)",0.804500,0.500000,2.000000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,4.0,4.0,9999.0,0.0,0.0004,2.0,0.0,0.0,4.0,4.0,9999.000,0.000,0.0004,2.000,0.000,0.000,
91,30066,connector,43310,839,"LINESTRING (-111.210186 32.248131, -111.210194 32.240826)",0.804500,0.500000,2.000000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,1.0,1.0,9999.0,0.0,0.0001,2.0,0.0,0.0,1.0,1.0,9999.000,0.000,0.0001,2.000,0.000,0.000,
92,30067,Major arterial,43311,43312,"LINESTRING (-111.218151 32.240658, -111.218181 32.248199)",0.836680,0.520000,0.520000,96.540000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,96.5,1800.0,1.0,102.1,102.1,1800.0,0.0,0.0567,0.5,0.0,0.0,102.1,102.1,1800.000,0.000,0.0567,0.520,0.000,0.000,
93,30067,Major arterial,43312,43311,"LINESTRING (-111.218189 32.248199, -111.218159 32.240658)",0.836680,0.520000,0.520000,96.540000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,96.5,1800.0,1.0,25.1,25.1,1800.0,0.0,0.0139,0.5,0.0,0.0,25.1,25.1,1800.000,0.000,0.0139,0.520,0.000,0.000,
94,30068,Major arterial,43313,43314,"LINESTRING (-111.372452 32.370995, -111.501274 32.383206)",12.469750,7.750000,7.153846,104.585000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,104.6,1800.0,1.0,6.2,6.2,1800.0,0.0,0.0034,7.2,0.0,0.0,6.2,6.2,1800.000,0.000,0.0034,7.154,0.000,0.000,
95,30068,Major arterial,43314,43313,"LINESTRING (-111.501274 32.383198, -111.372452 32.370987)",12.469750,7.750000,7.153846,104.585000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,104.6,1800.0,1.0,27.1,27.1,1800.0,0.0,0.0150,7.2,0.0,0.0,27.1,27.1,1800.000,0.000,0.0150,7.154,0.000,0.000,
96,30069,Major arterial,43315,43316,"LINESTRING (-111.371606 32.454685, -111.430657 32.444092)",6.387730,3.970000,5.809756,65.969000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,66.0,1800.0,1.0,0.0,0.0,1800.0,0.0,0.0000,5.8,0.0,0.0,0.0,0.0,1800.000,0.000,0.0000,5.810,0.000,0.000,
97,30069,Major arterial,43316,43315,"LINESTRING (-111.430655 32.444084, -111.371604 32.454677)",6.387730,3.970000,5.809756,65.969000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,66.0,1800.0,1.0,0.0,0.0,1800.0,0.0,0.0000,5.8,0.0,0.0,0.0,0.0,1800.000,0.000,0.0000,5.810,0.000,0.000,
98,30070,motorway,43317,43318,"LINESTRING (-111.236612 32.248086, -111.218165 32.233922)",2.365230,1.470000,2.383784,59.533000,0.000000,1700.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,59.5,1700.0,1.0,0.0,0.0,1700.0,0.0,0.0000,2.4,0.0,0.0,0.0,0.0,1700.000,0.000,0.0000,2.384,0.000,0.000,
99,30070,motorway,43318,43317,"LINESTRING (-111.218161 32.233928, -111.236608 32.248092)",2.365230,1.470000,2.383784,59.533000,0.000000,1700.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,59.5,1700.0,1.0,0.0,0.0,1700.0,0.0,0.0000,2.4,0.0,0.0,0.0,0.0,1700.000,0.000,0.0000,2.384,0.000,0.000,
100,30071,connector,1120,43320,"LINESTRING (-111.542972 31.426137, -111.374973 32.064792)",12.904180,8.020000,32.080000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,32.1,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,32.080,0.000,0.000,
101,30071,connector,43320,1120,"LINESTRING (-111.374981 32.064794, -111.542980 31.426139)",12.904180,8.020000,32.080000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,32.1,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,32.080,0.000,0.000,
102,30072,connector,829,43322,"LINESTRING (-111.507605 32.417458, -111.543936 32.434288)",3.893780,2.420000,9.680000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,9.7,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,9.680,0.000,0.000,
103,30072,connector,43322,829,"LINESTRING (-111.543940 32.434280, -111.507609 32.417450)",3.893780,2.420000,9.680000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,9.7,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,9.680,0.000,0.000,
104,30073,Major arterial,43316,43322,"LINESTRING (-111.430656 32.444092, -111.543938 32.434288)",18.004710,11.190000,18.145946,59.533000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,59.5,1800.0,1.0,0.0,0.0,1800.0,0.0,0.0000,18.1,0.0,0.0,0.0,0.0,1800.000,0.000,0.0000,18.146,0.000,0.000,
105,30073,Major arterial,43322,43316,"LINESTRING (-111.543938 32.434280, -111.430656 32.444084)",18.004710,11.190000,18.145946,59.533000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,59.5,1800.0,1.0,0.0,0.0,1800.0,0.0,0.0000,18.1,0.0,0.0,0.0,0.0,1800.000,0.000,0.0000,18.146,0.000,0.000,
106,30074,Major arterial,43314,43322,"LINESTRING (-111.501271 32.383205, -111.543935 32.434287)",11.987050,7.450000,12.081081,59.533000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,59.5,1800.0,1.0,0.0,0.0,1800.0,0.0,0.0000,12.1,0.0,0.0,0.0,0.0,1800.000,0.000,0.0000,12.081,0.000,0.000,
107,30074,Major arterial,43322,43314,"LINESTRING (-111.543941 32.434281, -111.501277 32.383199)",11.987050,7.450000,12.081081,59.533000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,59.5,1800.0,1.0,0.0,0.0,1800.0,0.0,0.0000,12.1,0.0,0.0,0.0,0.0,1800.000,0.000,0.0000,12.081,0.000,0.000,
108,30075,connector,829,43316,"LINESTRING (-111.507606 32.417450, -111.430655 32.444084)",7.819740,4.860000,19.440000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,19.4,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,19.440,0.000,0.000,
109,30075,connector,43316,829,"LINESTRING (-111.430657 32.444092, -111.507608 32.417458)",7.819740,4.860000,19.440000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,19.4,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,19.440,0.000,0.000,
110,30076,connector,829,43314,"LINESTRING (-111.507611 32.417453, -111.501278 32.383201)",3.845510,2.390000,9.560000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,27.1,27.1,9999.0,0.0,0.0027,9.6,0.0,0.0,27.1,27.1,9999.000,0.000,0.0027,9.560,0.000,0.000,
111,30076,connector,43314,829,"LINESTRING (-111.501270 32.383203, -111.507603 32.417455)",3.845510,2.390000,9.560000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,6.2,6.2,9999.0,0.0,0.0006,9.6,0.0,0.0,6.2,6.2,9999.000,0.000,0.0006,9.560,0.000,0.000,
112,30077,connector,835,43324,"LINESTRING (-111.311721 32.153129, -111.218146 32.179420)",9.300020,5.780000,23.120000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,29.4,29.4,9999.0,0.0,0.0029,23.1,0.0,0.0,29.4,29.4,9999.000,0.000,0.0029,23.120,0.000,0.000,
113,30077,connector,43324,835,"LINESTRING (-111.218148 32.179428, -111.311723 32.153137)",9.300020,5.780000,23.120000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,5.0,5.0,9999.0,0.0,0.0005,23.1,0.0,0.0,5.0,5.0,9999.000,0.000,0.0005,23.120,0.000,0.000,
114,30078,connector,886,43326,"LINESTRING (-111.174373 32.112272, -111.183285 32.130022)",2.139970,1.330000,5.320000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,5.3,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,5.320,0.000,0.000,
115,30078,connector,43326,886,"LINESTRING (-111.183293 32.130018, -111.174381 32.112268)",2.139970,1.330000,5.320000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,5.3,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,5.320,0.000,0.000,
116,30079,connector,845,43328,"LINESTRING (-111.282242 32.036468, -111.265221 32.036396)",1.609000,1.000000,4.000000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,4.0,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,4.000,0.000,0.000,
117,30079,connector,43328,845,"LINESTRING (-111.265221 32.036404, -111.282242 32.036476)",1.609000,1.000000,4.000000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,2.0,2.0,9999.0,0.0,0.0002,4.0,0.0,0.0,2.0,2.0,9999.000,0.000,0.0002,4.000,0.000,0.000,
118,30080,connector,835,43329,"LINESTRING (-111.311721 32.153129, -111.175315 32.196605)",13.740860,8.540000,34.160000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,34.2,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,34.160,0.000,0.000,
119,30080,connector,43329,835,"LINESTRING (-111.175317 32.196613, -111.311723 32.153137)",13.740860,8.540000,34.160000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,34.2,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,34.160,0.000,0.000,
120,30081,Major arterial,43330,43331,"LINESTRING (-111.282166 32.045811, -111.265099 32.045906)",1.609000,1.000000,1.621622,59.533000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,59.5,1800.0,1.0,127.0,127.0,1800.0,0.0,0.0705,1.6,0.0,0.0,127.0,127.0,1800.000,0.000,0.0705,1.622,0.000,0.000,
121,30081,Major arterial,43331,43330,"LINESTRING (-111.265099 32.045914, -111.282166 32.045819)",1.609000,1.000000,1.621622,59.533000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,59.5,1800.0,1.0,31.0,31.0,1800.0,0.0,0.0172,1.6,0.0,0.0,31.0,31.0,1800.000,0.000,0.0172,1.622,0.000,0.000,
122,30082,Major arterial,43332,43333,"LINESTRING (-111.217686 32.114941, -111.217068 32.074459)",4.505200,2.800000,4.540541,59.533000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,59.5,1800.0,1.0,57.1,57.1,1800.0,0.0,0.0317,4.5,0.0,0.0,57.1,57.1,1800.000,0.000,0.0317,4.541,0.000,0.000,
123,30082,Major arterial,43333,43332,"LINESTRING (-111.217060 32.074459, -111.217678 32.114941)",4.505200,2.800000,4.540541,59.533000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,59.5,1800.0,1.0,259.5,259.5,1800.0,0.0,0.1441,4.5,0.0,0.0,259.5,259.5,1800.000,0.000,0.1441,4.541,0.000,0.000,
124,30083,Major arterial,43332,43334,"LINESTRING (-111.217684 32.114945, -111.228090 32.110771)",1.078030,0.670000,0.670000,96.540000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,96.5,1800.0,1.0,133.2,133.2,1800.0,0.0,0.0740,0.7,0.0,0.0,133.2,133.2,1800.000,0.000,0.0740,0.670,0.000,0.000,
125,30083,Major arterial,43334,43332,"LINESTRING (-111.228086 32.110763, -111.217680 32.114937)",1.078030,0.670000,0.670000,96.540000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,96.5,1800.0,1.0,645.5,645.5,1800.0,0.0,0.3586,0.7,0.0,0.0,645.5,645.5,1800.000,0.000,0.3586,0.672,0.000,0.000,
126,30084,Major arterial,43335,43336,"LINESTRING (-111.265841 32.095680, -111.289667 32.086128)",2.477860,1.540000,1.540000,96.540000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,96.5,1800.0,1.0,53.3,53.3,1800.0,0.0,0.0296,1.5,0.0,0.0,53.3,53.3,1800.000,0.000,0.0296,1.540,0.000,0.000,
127,30084,Major arterial,43336,43335,"LINESTRING (-111.289663 32.086120, -111.265837 32.095672)",2.477860,1.540000,1.540000,96.540000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,96.5,1800.0,1.0,183.1,183.1,1800.0,0.0,0.1017,1.5,0.0,0.0,183.1,183.1,1800.000,0.000,0.1017,1.540,0.000,0.000,
128,30085,motorway,43337,43334,"LINESTRING (-111.234715 32.132743, -111.228092 32.110766)",2.687030,1.670000,1.670000,96.540000,0.000000,1700.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,96.5,1700.0,1.0,254.4,254.4,1700.0,0.0,0.1497,1.7,0.0,0.0,254.4,254.4,1700.000,0.000,0.1497,1.670,0.000,0.000,
129,30085,motorway,43334,43337,"LINESTRING (-111.228084 32.110768, -111.234707 32.132745)",2.687030,1.670000,1.670000,96.540000,0.000000,1700.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,96.5,1700.0,1.0,52.8,52.8,1700.0,0.0,0.0311,1.7,0.0,0.0,52.8,52.8,1700.000,0.000,0.0311,1.670,0.000,0.000,
130,30086,connector,854,43339,"LINESTRING (-111.290985 31.982448, -111.265007 31.985597)",2.477860,1.540000,6.160000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,69.0,69.0,9999.0,0.0,0.0069,6.2,0.0,0.0,69.0,69.0,9999.000,0.000,0.0069,6.160,0.000,0.000,
131,30086,connector,43339,854,"LINESTRING (-111.265007 31.985605, -111.290985 31.982456)",2.477860,1.540000,6.160000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,5.0,5.0,9999.0,0.0,0.0005,6.2,0.0,0.0,5.0,5.0,9999.000,0.000,0.0005,6.160,0.000,0.000,
132,30087,connector,835,43340,"LINESTRING (-111.311726 32.153133, -111.313542 32.076679)",8.479430,5.270000,21.080000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,6.0,6.0,9999.0,0.0,0.0006,21.1,0.0,0.0,6.0,6.0,9999.000,0.000,0.0006,21.080,0.000,0.000,
133,30087,connector,43340,835,"LINESTRING (-111.313534 32.076679, -111.311718 32.153133)",8.479430,5.270000,21.080000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,3.0,3.0,9999.0,0.0,0.0003,21.1,0.0,0.0,3.0,3.0,9999.000,0.000,0.0003,21.080,0.000,0.000,
134,30088,connector,835,43337,"LINESTRING (-111.311723 32.153129, -111.234712 32.132740)",7.610570,4.730000,18.920000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,258.4,258.4,9999.0,0.0,0.0258,18.9,0.0,0.0,258.4,258.4,9999.000,0.000,0.0258,18.920,0.000,0.000,
135,30088,connector,43337,835,"LINESTRING (-111.234710 32.132748, -111.311721 32.153137)",7.610570,4.730000,18.920000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,52.8,52.8,9999.0,0.0,0.0053,18.9,0.0,0.0,52.8,52.8,9999.000,0.000,0.0053,18.920,0.000,0.000,
136,30089,connector,849,43342,"LINESTRING (-111.210081 32.111138, -111.217138 32.115162)",0.804500,0.500000,2.000000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,2.0,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,2.000,0.000,0.000,
137,30089,connector,43342,849,"LINESTRING (-111.217142 32.115154, -111.210085 32.111130)",0.804500,0.500000,2.000000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,2.0,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,2.000,0.000,0.000,
138,30090,connector,885,43344,"LINESTRING (-111.188275 32.111041, -111.200032 32.122852)",1.721630,1.070000,4.280000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,4.3,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,4.280,0.000,0.000,
139,30090,connector,43344,885,"LINESTRING (-111.200038 32.122846, -111.188281 32.111035)",1.721630,1.070000,4.280000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,4.3,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,4.280,0.000,0.000,
140,30091,connector,871,43259,"LINESTRING (-111.159885 32.111365, -111.156460 32.133292)",2.445680,1.520000,6.080000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,6.0,6.0,9999.0,0.0,0.0006,6.1,0.0,0.0,6.0,6.0,9999.000,0.000,0.0006,6.080,0.000,0.000,
