link_seq_id,link_id,base_s0_link_type,from_node_id,to_node_id,geometry,distance_km,distance_mile,fftt,free_speed_base_mode,link_specific_speed_diff,capacity_base_mode,link_specific_capacity_diff,meso_link_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,lanes_s0,link_type_s0,free_speed_s0,capacity_s0,lanes_p1_s0_auto,VOL_p1_s0_auto,MEU_p1_s0_auto,CAP_p1_s0_auto,PEN_p1_s0_auto,DOC_p1_s0_auto,TT_p1_s0_auto,CO2_p1_s0_auto,NOX_p1_s0_auto,VOL_am_25nb_auto,MEU_am_25nb_auto,CAP_am_25nb_auto,PEN_am_25nb_auto,DOC_am_25nb_auto,TT_am_25nb_auto,CO2_am_25nb_auto,NOX_am_25nb_auto,
7005,33862,connector,738,46036,"LINESTRING (-111.068608 32.431337, -111.071858 32.424593)",0.804500,0.500000,2.000000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,57.9,57.9,9999.0,0.0,0.0058,2.0,0.0,0.0,57.9,57.9,9999.000,0.000,0.0058,2.000,0.000,0.000,
7006,33862,connector,46036,738,"LINESTRING (-111.071850 32.424589, -111.068600 32.431333)",0.804500,0.500000,2.000000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,7.6,7.6,9999.0,0.0,0.0008,2.0,0.0,0.0,7.6,7.6,9999.000,0.000,0.0008,2.000,0.000,0.000,
7007,33863,Major arterial,46038,46013,"LINESTRING (-111.063259 32.419315, -111.063236 32.409771)",1.061940,0.660000,1.100000,57.924000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,57.9,1750.0,1.0,50.0,50.0,1750.0,0.0,0.0286,1.1,0.0,0.0,50.0,50.0,1750.000,0.000,0.0286,1.100,0.000,0.000,
7008,33863,Major arterial,46013,46038,"LINESTRING (-111.063228 32.409771, -111.063251 32.419315)",1.061940,0.660000,1.100000,57.924000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,57.9,1750.0,1.0,21.0,21.0,1750.0,0.0,0.0120,1.1,0.0,0.0,21.0,21.0,1750.000,0.000,0.0120,1.100,0.000,0.000,
7009,33864,Major arterial,46038,46004,"LINESTRING (-111.063253 32.419312, -111.056288 32.423734)",0.836680,0.520000,0.780000,64.360000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,64.4,1750.0,1.0,60.6,60.6,1750.0,0.0,0.0347,0.8,0.0,0.0,60.6,60.6,1750.000,0.000,0.0347,0.780,0.000,0.000,
7010,33864,Major arterial,46004,46038,"LINESTRING (-111.056292 32.423740, -111.063257 32.419318)",0.836680,0.520000,0.780000,64.360000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,64.4,1750.0,1.0,21.5,21.5,1750.0,0.0,0.0123,0.8,0.0,0.0,21.5,21.5,1750.000,0.000,0.0123,0.780,0.000,0.000,
7011,33865,motorway,46013,46019,"LINESTRING (-111.063232 32.409767, -111.055473 32.409797)",0.724050,0.450000,1.350000,32.180000,0.000000,1650.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,32.2,1650.0,1.0,0.0,0.0,1650.0,0.0,0.0000,1.4,0.0,0.0,0.0,0.0,1650.000,0.000,0.0000,1.350,0.000,0.000,
7012,33865,motorway,46019,46013,"LINESTRING (-111.055473 32.409805, -111.063232 32.409775)",0.724050,0.450000,1.350000,32.180000,0.000000,1650.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,32.2,1650.0,1.0,5.0,5.0,1650.0,0.0,0.0030,1.4,0.0,0.0,5.0,5.0,1650.000,0.000,0.0030,1.350,0.000,0.000,
7013,33866,connector,732,46019,"LINESTRING (-111.055660 32.416687, -111.055477 32.409801)",0.756230,0.470000,1.880000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,5.0,5.0,9999.0,0.0,0.0005,1.9,0.0,0.0,5.0,5.0,9999.000,0.000,0.0005,1.880,0.000,0.000,
7014,33866,connector,46019,732,"LINESTRING (-111.055469 32.409801, -111.055652 32.416687)",0.756230,0.470000,1.880000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,1.9,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,1.880,0.000,0.000,
7015,33867,connector,732,46004,"LINESTRING (-111.055652 32.416687, -111.056286 32.423737)",0.788410,0.490000,1.960000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,17.0,17.0,9999.0,0.0,0.0017,2.0,0.0,0.0,17.0,17.0,9999.000,0.000,0.0017,1.960,0.000,0.000,
7016,33867,connector,46004,732,"LINESTRING (-111.056294 32.423737, -111.055660 32.416687)",0.788410,0.490000,1.960000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,5.0,5.0,9999.0,0.0,0.0005,2.0,0.0,0.0,5.0,5.0,9999.000,0.000,0.0005,1.960,0.000,0.000,
7017,33868,connector,733,46006,"LINESTRING (-111.056644 32.431564, -111.056667 32.438225)",0.740140,0.460000,1.840000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,1.8,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,1.840,0.000,0.000,
7018,33868,connector,46006,733,"LINESTRING (-111.056675 32.438225, -111.056652 32.431564)",0.740140,0.460000,1.840000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,1.8,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,1.840,0.000,0.000,
7019,33869,Major arterial,46006,46040,"LINESTRING (-111.056671 32.438229, -111.063225 32.438294)",0.611420,0.380000,0.633333,57.924000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,57.9,1750.0,1.0,61.0,61.0,1750.0,0.0,0.0349,0.6,0.0,0.0,61.0,61.0,1750.000,0.000,0.0349,0.633,0.000,0.000,
7020,33869,Major arterial,46040,46006,"LINESTRING (-111.063225 32.438286, -111.056671 32.438221)",0.611420,0.380000,0.633333,57.924000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,57.9,1750.0,1.0,81.0,81.0,1750.0,0.0,0.0463,0.6,0.0,0.0,81.0,81.0,1750.000,0.000,0.0463,0.633,0.000,0.000,
7021,33870,connector,733,46008,"LINESTRING (-111.056652 32.431563, -111.055157 32.425116)",0.724050,0.450000,1.800000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,4.3,4.3,9999.0,0.0,0.0004,1.8,0.0,0.0,4.3,4.3,9999.000,0.000,0.0004,1.800,0.000,0.000,
7022,33870,connector,46008,733,"LINESTRING (-111.055149 32.425118, -111.056644 32.431565)",0.724050,0.450000,1.800000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,1.8,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,1.800,0.000,0.000,
7023,33871,connector,1038,45631,"LINESTRING (-111.038330 32.378158, -111.029732 32.378258)",0.804500,0.500000,2.000000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,26.0,26.0,9999.0,0.0,0.0026,2.0,0.0,0.0,26.0,26.0,9999.000,0.000,0.0026,2.000,0.000,0.000,
7024,33871,connector,45631,1038,"LINESTRING (-111.029732 32.378266, -111.038330 32.378166)",0.804500,0.500000,2.000000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,31.7,31.7,9999.0,0.0,0.0032,2.0,0.0,0.0,31.7,31.7,9999.000,0.000,0.0032,2.000,0.000,0.000,
7025,33872,connector,1040,46000,"LINESTRING (-111.038318 32.386257, -111.038402 32.395355)",1.013670,0.630000,2.520000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,2.5,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,2.520,0.000,0.000,
7026,33872,connector,46000,1040,"LINESTRING (-111.038410 32.395355, -111.038326 32.386257)",1.013670,0.630000,2.520000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,2.5,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,2.520,0.000,0.000,
7027,33873,connector,1040,46045,"LINESTRING (-111.038322 32.386253, -111.029755 32.385937)",0.804500,0.500000,2.000000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,195.2,195.2,9999.0,0.0,0.0195,2.0,0.0,0.0,195.2,195.2,9999.000,0.000,0.0195,2.000,0.000,0.000,
7028,33873,connector,46045,1040,"LINESTRING (-111.029755 32.385945, -111.038322 32.386261)",0.804500,0.500000,2.000000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,46.2,46.2,9999.0,0.0,0.0046,2.0,0.0,0.0,46.2,46.2,9999.000,0.000,0.0046,2.000,0.000,0.000,
7029,33874,Major arterial,46046,46000,"LINESTRING (-111.029884 32.395359, -111.038406 32.395359)",0.804500,0.500000,0.638298,75.623000,0.000000,1700.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,75.6,1700.0,1.0,64.8,64.8,1700.0,0.0,0.0381,0.6,0.0,0.0,64.8,64.8,1700.000,0.000,0.0381,0.638,0.000,0.000,
7030,33874,Major arterial,46000,46046,"LINESTRING (-111.038406 32.395351, -111.029884 32.395351)",0.804500,0.500000,0.638298,75.623000,0.000000,1700.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,75.6,1700.0,1.0,120.7,120.7,1700.0,0.0,0.0710,0.6,0.0,0.0,120.7,120.7,1700.000,0.000,0.0710,0.638,0.000,0.000,
7031,33875,Major arterial,46046,46045,"LINESTRING (-111.029888 32.395355, -111.029759 32.385941)",1.045850,0.650000,0.829787,75.623000,0.000000,1700.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,75.6,1700.0,1.0,163.6,163.6,1700.0,0.0,0.0962,0.8,0.0,0.0,163.6,163.6,1700.000,0.000,0.0962,0.830,0.000,0.000,
7032,33875,Major arterial,46045,46046,"LINESTRING (-111.029751 32.385941, -111.029880 32.395355)",1.045850,0.650000,0.829787,75.623000,0.000000,1700.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,75.6,1700.0,1.0,194.3,194.3,1700.0,0.0,0.1143,0.8,0.0,0.0,194.3,194.3,1700.000,0.000,0.1143,0.830,0.000,0.000,
7033,33876,Major arterial,46011,45998,"LINESTRING (-111.046902 32.395226, -111.046910 32.387989)",0.804500,0.500000,0.638298,75.623000,0.000000,1700.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,75.6,1700.0,1.0,511.1,511.1,1700.0,0.0,0.3006,0.6,0.0,0.0,511.1,511.1,1700.000,0.000,0.3006,0.639,0.000,0.000,
7034,33876,Major arterial,45998,46011,"LINESTRING (-111.046902 32.387989, -111.046894 32.395226)",0.804500,0.500000,0.638298,75.623000,0.000000,1700.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,75.6,1700.0,1.0,230.3,230.3,1700.0,0.0,0.1355,0.6,0.0,0.0,230.3,230.3,1700.000,0.000,0.1355,0.638,0.000,0.000,
7035,33877,connector,1038,45639,"LINESTRING (-111.038330 32.378166, -111.046860 32.378109)",0.804500,0.500000,2.000000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,2.0,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,2.000,0.000,0.000,
7036,33877,connector,45639,1038,"LINESTRING (-111.046860 32.378101, -111.038330 32.378158)",0.804500,0.500000,2.000000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,2.0,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,2.000,0.000,0.000,
7037,33878,connector,1040,46047,"LINESTRING (-111.038322 32.386261, -111.046921 32.386231)",0.804500,0.500000,2.000000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,140.5,140.5,9999.0,0.0,0.0140,2.0,0.0,0.0,140.5,140.5,9999.000,0.000,0.0140,2.000,0.000,0.000,
7038,33878,connector,46047,1040,"LINESTRING (-111.046921 32.386223, -111.038322 32.386253)",0.804500,0.500000,2.000000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,37.8,37.8,9999.0,0.0,0.0038,2.0,0.0,0.0,37.8,37.8,9999.000,0.000,0.0038,2.000,0.000,0.000,
7039,33879,Major arterial,46047,46016,"LINESTRING (-111.046925 32.386227, -111.046910 32.380730)",0.611420,0.380000,0.485106,75.623000,0.000000,1700.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,75.6,1700.0,1.0,901.1,901.1,1700.0,0.0,0.5300,0.5,0.0,0.0,901.1,901.1,1700.000,0.000,0.5300,0.491,0.000,0.000,
7040,33879,Major arterial,46016,46047,"LINESTRING (-111.046902 32.380730, -111.046917 32.386227)",0.611420,0.380000,0.485106,75.623000,0.000000,1700.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,75.6,1700.0,1.0,381.8,381.8,1700.0,0.0,0.2246,0.5,0.0,0.0,381.8,381.8,1700.000,0.000,0.2246,0.485,0.000,0.000,
7041,33880,connector,1038,46016,"LINESTRING (-111.038329 32.378166, -111.046905 32.380734)",0.852770,0.530000,2.120000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,20.0,20.0,9999.0,0.0,0.0020,2.1,0.0,0.0,20.0,20.0,9999.000,0.000,0.0020,2.120,0.000,0.000,
7042,33880,connector,46016,1038,"LINESTRING (-111.046907 32.380726, -111.038331 32.378158)",0.852770,0.530000,2.120000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,31.0,31.0,9999.0,0.0,0.0031,2.1,0.0,0.0,31.0,31.0,9999.000,0.000,0.0031,2.120,0.000,0.000,
7043,33881,Major arterial,46016,45639,"LINESTRING (-111.046910 32.380730, -111.046864 32.378105)",0.289620,0.180000,0.229787,75.623000,0.000000,1700.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,75.6,1700.0,1.0,1006.4,1006.4,1700.0,0.0,0.5920,0.2,0.0,0.0,1006.4,1006.4,1700.000,0.000,0.5920,0.234,0.000,0.000,
7044,33881,Major arterial,45639,46016,"LINESTRING (-111.046856 32.378105, -111.046902 32.380730)",0.289620,0.180000,0.229787,75.623000,0.000000,1700.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,75.6,1700.0,1.0,332.0,332.0,1700.0,0.0,0.1953,0.2,0.0,0.0,332.0,332.0,1700.000,0.000,0.1953,0.230,0.000,0.000,
7045,33882,Major arterial,46047,45998,"LINESTRING (-111.046917 32.386227, -111.046902 32.387989)",0.193080,0.120000,0.153191,75.623000,0.000000,1700.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,75.6,1700.0,1.0,361.0,361.0,1700.0,0.0,0.2124,0.2,0.0,0.0,361.0,361.0,1700.000,0.000,0.2124,0.153,0.000,0.000,
7046,33882,Major arterial,45998,46047,"LINESTRING (-111.046910 32.387989, -111.046925 32.386227)",0.193080,0.120000,0.153191,75.623000,0.000000,1700.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,75.6,1700.0,1.0,777.6,777.6,1700.0,0.0,0.4574,0.2,0.0,0.0,777.6,777.6,1700.000,0.000,0.4574,0.154,0.000,0.000,
7047,33883,Major arterial,46011,46000,"LINESTRING (-111.046898 32.395222, -111.038406 32.395351)",0.804500,0.500000,1.578947,30.571000,0.000000,1700.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,30.6,1700.0,1.0,17.0,17.0,1700.0,0.0,0.0100,1.6,0.0,0.0,17.0,17.0,1700.000,0.000,0.0100,1.579,0.000,0.000,
7048,33883,Major arterial,46000,46011,"LINESTRING (-111.038406 32.395359, -111.046898 32.395230)",0.804500,0.500000,1.578947,30.571000,0.000000,1700.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,30.6,1700.0,1.0,7.0,7.0,1700.0,0.0,0.0041,1.6,0.0,0.0,7.0,7.0,1700.000,0.000,0.0041,1.579,0.000,0.000,
7049,33884,Major arterial,46011,46002,"LINESTRING (-111.046894 32.395226, -111.046917 32.402588)",0.820590,0.510000,0.651064,75.623000,0.000000,1700.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,75.6,1700.0,1.0,232.4,232.4,1700.0,0.0,0.1367,0.7,0.0,0.0,232.4,232.4,1700.000,0.000,0.1367,0.651,0.000,0.000,
7050,33884,Major arterial,46002,46011,"LINESTRING (-111.046925 32.402588, -111.046902 32.395226)",0.820590,0.510000,0.651064,75.623000,0.000000,1700.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,75.6,1700.0,1.0,504.3,504.3,1700.0,0.0,0.2966,0.7,0.0,0.0,504.3,504.3,1700.000,0.000,0.2966,0.652,0.000,0.000,
7051,33885,connector,720,46045,"LINESTRING (-111.021431 32.385952, -111.029755 32.385945)",0.788410,0.490000,1.960000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,244.4,244.4,9999.0,0.0,0.0244,2.0,0.0,0.0,244.4,244.4,9999.000,0.000,0.0244,1.960,0.000,0.000,
7052,33885,connector,46045,720,"LINESTRING (-111.029755 32.385937, -111.021431 32.385944)",0.788410,0.490000,1.960000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,85.5,85.5,9999.0,0.0,0.0086,2.0,0.0,0.0,85.5,85.5,9999.000,0.000,0.0086,1.960,0.000,0.000,
7053,33886,Major arterial,45631,46045,"LINESTRING (-111.029728 32.378262, -111.029751 32.385941)",0.852770,0.530000,0.676596,75.623000,0.000000,1700.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,75.6,1700.0,1.0,144.0,144.0,1700.0,0.0,0.0847,0.7,0.0,0.0,144.0,144.0,1700.000,0.000,0.0847,0.677,0.000,0.000,
7054,33886,Major arterial,46045,45631,"LINESTRING (-111.029759 32.385941, -111.029736 32.378262)",0.852770,0.530000,0.676596,75.623000,0.000000,1700.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,75.6,1700.0,1.0,421.2,421.2,1700.0,0.0,0.2478,0.7,0.0,0.0,421.2,421.2,1700.000,0.000,0.2478,0.677,0.000,0.000,
7055,33887,connector,719,45626,"LINESTRING (-111.018177 32.402576, -111.018307 32.395344)",0.804500,0.500000,2.000000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,33.7,33.7,9999.0,0.0,0.0034,2.0,0.0,0.0,33.7,33.7,9999.000,0.000,0.0034,2.000,0.000,0.000,
7056,33887,connector,45626,719,"LINESTRING (-111.018299 32.395344, -111.018169 32.402576)",0.804500,0.500000,2.000000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,102.3,102.3,9999.0,0.0,0.0102,2.0,0.0,0.0,102.3,102.3,9999.000,0.000,0.0102,2.000,0.000,0.000,
7057,33888,connector,719,46018,"LINESTRING (-111.018173 32.402580, -111.029762 32.402569)",1.094120,0.680000,2.720000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,2.7,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,2.720,0.000,0.000,
7058,33888,connector,46018,719,"LINESTRING (-111.029762 32.402561, -111.018173 32.402572)",1.094120,0.680000,2.720000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,2.7,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,2.720,0.000,0.000,
7059,33889,Major arterial,46046,45626,"LINESTRING (-111.029884 32.395351, -111.018303 32.395340)",1.094120,0.680000,0.868085,75.623000,0.000000,1700.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,75.6,1700.0,1.0,293.0,293.0,1700.0,0.0,0.1724,0.9,0.0,0.0,293.0,293.0,1700.000,0.000,0.1724,0.868,0.000,0.000,
7060,33889,Major arterial,45626,46046,"LINESTRING (-111.018303 32.395348, -111.029884 32.395359)",1.094120,0.680000,0.868085,75.623000,0.000000,1700.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,75.6,1700.0,1.0,168.1,168.1,1700.0,0.0,0.0989,0.9,0.0,0.0,168.1,168.1,1700.000,0.000,0.0989,0.868,0.000,0.000,
7061,33890,Major arterial,46046,46018,"LINESTRING (-111.029880 32.395355, -111.029758 32.402565)",0.804500,0.500000,0.638298,75.623000,0.000000,1700.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,75.6,1700.0,1.0,9.0,9.0,1700.0,0.0,0.0053,0.6,0.0,0.0,9.0,9.0,1700.000,0.000,0.0053,0.638,0.000,0.000,
7062,33890,Major arterial,46018,46046,"LINESTRING (-111.029766 32.402565, -111.029888 32.395355)",0.804500,0.500000,0.638298,75.623000,0.000000,1700.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,75.6,1700.0,1.0,47.3,47.3,1700.0,0.0,0.0278,0.6,0.0,0.0,47.3,47.3,1700.000,0.000,0.0278,0.638,0.000,0.000,
7063,33891,connector,722,45625,"LINESTRING (-111.038285 32.411651, -111.029573 32.409668)",0.852770,0.530000,2.120000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,75.3,75.3,9999.0,0.0,0.0075,2.1,0.0,0.0,75.3,75.3,9999.000,0.000,0.0075,2.120,0.000,0.000,
7064,33891,connector,45625,722,"LINESTRING (-111.029571 32.409676, -111.038283 32.411659)",0.852770,0.530000,2.120000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,20.0,20.0,9999.0,0.0,0.0020,2.1,0.0,0.0,20.0,20.0,9999.000,0.000,0.0020,2.120,0.000,0.000,
7065,33892,connector,718,45618,"LINESTRING (-111.021594 32.431068, -111.029651 32.423820)",1.110210,0.690000,2.760000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,7.1,7.1,9999.0,0.0,0.0007,2.8,0.0,0.0,7.1,7.1,9999.000,0.000,0.0007,2.760,0.000,0.000,
7066,33892,connector,45618,718,"LINESTRING (-111.029645 32.423814, -111.021588 32.431062)",1.110210,0.690000,2.760000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,1.0,1.0,9999.0,0.0,0.0001,2.8,0.0,0.0,1.0,1.0,9999.000,0.000,0.0001,2.760,0.000,0.000,
7067,33893,Major arterial,45616,46048,"LINESTRING (-111.029427 32.438343, -111.041618 32.438305)",1.142390,0.710000,0.887500,77.232000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,77.2,1750.0,1.0,108.5,108.5,1750.0,0.0,0.0620,0.9,0.0,0.0,108.5,108.5,1750.000,0.000,0.0620,0.888,0.000,0.000,
7068,33893,Major arterial,46048,45616,"LINESTRING (-111.041618 32.438297, -111.029427 32.438335)",1.142390,0.710000,0.887500,77.232000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,77.2,1750.0,1.0,110.0,110.0,1750.0,0.0,0.0629,0.9,0.0,0.0,110.0,110.0,1750.000,0.000,0.0629,0.888,0.000,0.000,
7069,33894,Major arterial,46003,46049,"LINESTRING (-111.046825 32.423740, -111.046627 32.431152)",0.820590,0.510000,0.637500,77.232000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,77.2,1750.0,1.0,57.7,57.7,1750.0,0.0,0.0330,0.6,0.0,0.0,57.7,57.7,1750.000,0.000,0.0330,0.638,0.000,0.000,
7070,33894,Major arterial,46049,46003,"LINESTRING (-111.046635 32.431152, -111.046833 32.423740)",0.820590,0.510000,0.637500,77.232000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,77.2,1750.0,1.0,61.2,61.2,1750.0,0.0,0.0349,0.6,0.0,0.0,61.2,61.2,1750.000,0.000,0.0349,0.638,0.000,0.000,
7071,33895,Major arterial,46050,45618,"LINESTRING (-111.038399 32.423790, -111.029648 32.423813)",0.820590,0.510000,0.637500,77.232000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,77.2,1750.0,1.0,364.2,364.2,1750.0,0.0,0.2081,0.6,0.0,0.0,364.2,364.2,1750.000,0.000,0.2081,0.638,0.000,0.000,
7072,33895,Major arterial,45618,46050,"LINESTRING (-111.029648 32.423821, -111.038399 32.423798)",0.820590,0.510000,0.637500,77.232000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,77.2,1750.0,1.0,212.8,212.8,1750.0,0.0,0.1216,0.6,0.0,0.0,212.8,212.8,1750.000,0.000,0.1216,0.638,0.000,0.000,
7073,33896,connector,722,46009,"LINESTRING (-111.038285 32.411659, -111.046998 32.409790)",0.852770,0.530000,2.120000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,44.5,44.5,9999.0,0.0,0.0044,2.1,0.0,0.0,44.5,44.5,9999.000,0.000,0.0044,2.120,0.000,0.000,
7074,33896,connector,46009,722,"LINESTRING (-111.046996 32.409782, -111.038283 32.411651)",0.852770,0.530000,2.120000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,7.6,7.6,9999.0,0.0,0.0008,2.1,0.0,0.0,7.6,7.6,9999.000,0.000,0.0008,2.120,0.000,0.000,
