node_id,x_coord,y_coord,production,attraction,boundary_flag,zone_id,poi_id,activity_type,activity_location_tab,geometry
117,-110.9932891,32.1064623,0,0,-1,567,,motorway,,POINT (-110.9932891 32.1064623)
118,-110.9906244,32.1086916,0,0,1,567,,motorway,boundary,POINT (-110.9906244 32.1086916)
119,-110.9907878,32.1089834,0,0,0,567,,motorway,,POINT (-110.9907878 32.1089834)
120,-110.9912057,32.1126024,0,0,0,567,,motorway,,POINT (-110.9912057 32.1126024)
121,-110.9955911,32.1048198,0,0,1,1005,,motorway,boundary,POINT (-110.9955911 32.1048198)
122,-110.9935239,32.101342,0,0,0,1005,,motorway,,POINT (-110.9935239 32.101342)
123,-110.9916853,32.2482085,0,0,0,581,,motorway,,POINT (-110.9916853 32.2482085)
124,-110.988917,32.2452282,0,0,0,581,,motorway,,POINT (-110.988917 32.2452282)
125,-110.9924427,32.1075854,0,0,0,567,,motorway,,POINT (-110.9924427 32.1075854)
126,-110.9906657,32.1086504,0,0,-1,567,,motorway,,POINT (-110.9906657 32.1086504)
127,-110.985371,32.1341409,0,0,0,559,,primary,,POINT (-110.985371 32.1341409)
128,-110.9859505,32.134853,0,0,0,548,,motorway,,POINT (-110.9859505 32.134853)
129,-110.9877215,32.1338803,0,0,0,559,,primary,,POINT (-110.9877215 32.1338803)
130,-110.9870764,32.1331493,0,0,0,559,,motorway,,POINT (-110.9870764 32.1331493)
131,-110.9586624,32.1846976,0,0,0,496,,motorway,,POINT (-110.9586624 32.1846976)
132,-110.9612022,32.1856032,0,0,0,497,,motorway,,POINT (-110.9612022 32.1856032)
133,-110.9798893,32.2118173,0,0,0,561,,motorway,,POINT (-110.9798893 32.2118173)
134,-110.9801065,32.2078657,0,0,0,27,,motorway,,POINT (-110.9801065 32.2078657)
135,-110.9947612,32.2531576,0,0,0,586,,motorway,,POINT (-110.9947612 32.2531576)
136,-110.9967498,32.2554984,0,0,0,586,,motorway,,POINT (-110.9967498 32.2554984)
137,-110.98074,32.1906939,0,0,0,565,,motorway,,POINT (-110.98074 32.1906939)
138,-110.9747954,32.1901293,0,0,0,522,,motorway,,POINT (-110.9747954 32.1901293)
139,-110.8422996,32.1057147,0,0,0,240,,secondary,,POINT (-110.8422996 32.1057147)
140,-110.8483993,32.1086526,0,0,0,257,,motorway,,POINT (-110.8483993 32.1086526)
141,-110.9940949,32.2045841,0,0,0,579,,secondary,,POINT (-110.9940949 32.2045841)
142,-110.990359,32.2057609,0,0,0,579,,secondary,,POINT (-110.990359 32.2057609)
143,-111.0062119,32.23555,0,0,0,602,,secondary,,POINT (-111.0062119 32.23555)
144,-111.004234,32.235543,0,0,0,602,,secondary,,POINT (-111.004234 32.235543)
145,-111.004046,32.2355402,0,0,0,602,,secondary,,POINT (-111.004046 32.2355402)
146,-111.0077427,32.2352122,0,0,0,602,,secondary,,POINT (-111.0077427 32.2352122)
147,-111.0215595,32.2359348,0,0,0,614,,secondary,,POINT (-111.0215595 32.2359348)
148,-110.8263449,32.2510792,0,0,0,209,,primary,,POINT (-110.8263449 32.2510792)
149,-110.8260616,32.2511898,0,0,0,209,,primary,,POINT (-110.8260616 32.2511898)
150,-110.8238596,32.2529771,0,0,0,209,,primary,,POINT (-110.8238596 32.2529771)
151,-110.9594411,32.2196213,0,0,0,24,,secondary,,POINT (-110.9594411 32.2196213)
152,-110.9585903,32.2179496,0,0,0,24,,secondary,,POINT (-110.9585903 32.2179496)
153,-110.968684,32.2277171,0,0,0,14,,secondary,,POINT (-110.968684 32.2277171)
154,-110.965601,32.2277363,0,0,0,14,,secondary,,POINT (-110.965601 32.2277363)
155,-110.8924407,32.2214125,0,0,0,321,,primary,,POINT (-110.8924407 32.2214125)
156,-110.89244,32.221323,0,0,0,321,,primary,,POINT (-110.89244 32.221323)
157,-110.8923765,32.2163694,0,0,0,337,,primary,,POINT (-110.8923765 32.2163694)
158,-110.8924155,32.2036451,0,0,0,338,,primary,,POINT (-110.8924155 32.2036451)
159,-110.8924674,32.1997333,0,0,0,340,,primary,,POINT (-110.8924674 32.1997333)
160,-110.8924059,32.2039517,0,0,0,338,,primary,,POINT (-110.8924059 32.2039517)
161,-110.9482503,32.2123987,0,0,0,33,,trunk,,POINT (-110.9482503 32.2123987)
162,-110.9467094,32.2143195,0,0,0,34,,trunk,,POINT (-110.9467094 32.2143195)
163,-110.968495,32.2068531,0,0,0,29,,primary,,POINT (-110.968495 32.2068531)
164,-110.9700423,32.2068136,0,0,0,28,,primary,,POINT (-110.9700423 32.2068136)
165,-111.0504051,32.3230755,0,0,0,730,,primary,,POINT (-111.0504051 32.3230755)
166,-111.046805,32.3232465,0,0,0,725,,primary,,POINT (-111.046805 32.3232465)
167,-110.94111,32.2963514,0,0,0,487,,secondary,,POINT (-110.94111 32.2963514)
168,-110.9330995,32.3133116,0,0,0,1086,,secondary,,POINT (-110.9330995 32.3133116)
169,-110.915123,32.189636,0,0,0,386,,secondary,,POINT (-110.915123 32.189636)
170,-110.9164993,32.1885466,0,0,0,382,,secondary,,POINT (-110.9164993 32.1885466)
171,-110.9659066,32.2220097,0,0,0,5,,primary,,POINT (-110.9659066 32.2220097)
172,-110.9661469,32.2221222,0,0,0,5,,primary,,POINT (-110.9661469 32.2221222)
173,-110.9769845,32.1951696,0,0,0,541,,secondary,,POINT (-110.9769845 32.1951696)
174,-110.9773245,32.1968573,0,0,0,541,,secondary,,POINT (-110.9773245 32.1968573)
175,-110.9798722,32.2609596,0,0,0,552,,trunk,,POINT (-110.9798722 32.2609596)
176,-110.9782101,32.2593508,0,0,0,533,,primary,,POINT (-110.9782101 32.2593508)
177,-111.0069553,32.2252968,0,0,0,602,,secondary,,POINT (-111.0069553 32.2252968)
178,-111.0075922,32.2250864,0,0,0,602,,secondary,,POINT (-111.0075922 32.2250864)
179,-110.968349,32.2068539,0,0,0,29,,primary,,POINT (-110.968349 32.2068539)
180,-110.9677253,32.2068499,0,0,0,29,,primary,,POINT (-110.9677253 32.2068499)
181,-110.8534818,32.1776145,0,0,0,252,,secondary,,POINT (-110.8534818 32.1776145)
182,-110.8532734,32.1775371,0,0,0,252,,secondary,,POINT (-110.8532734 32.1775371)
183,-110.9959718,32.177856,0,0,0,588,,primary,,POINT (-110.9959718 32.177856)
184,-111.0017253,32.1778745,0,0,0,588,,primary,,POINT (-111.0017253 32.1778745)
185,-110.968277,32.1778365,0,0,0,528,,primary,,POINT (-110.968277 32.1778365)
186,-110.9776006,32.177811,0,0,0,528,,primary,,POINT (-110.9776006 32.177811)
187,-110.9480903,32.3369161,0,0,0,1082,,primary,,POINT (-110.9480903 32.3369161)
188,-110.9528442,32.3373924,0,0,0,1082,,primary,,POINT (-110.9528442 32.3373924)
189,-110.9669936,32.1596909,0,0,0,508,,primary,,POINT (-110.9669936 32.1596909)
190,-110.9618086,32.1485777,0,0,0,506,,primary,,POINT (-110.9618086 32.1485777)
191,-110.9616215,32.1413347,0,0,0,505,,primary,,POINT (-110.9616215 32.1413347)
192,-110.9616068,32.1389043,0,0,0,505,,primary,,POINT (-110.9616068 32.1389043)
193,-110.9327459,32.1924718,0,0,0,432,,secondary,,POINT (-110.9327459 32.1924718)
194,-110.9287365,32.1910051,0,0,0,432,,secondary,,POINT (-110.9287365 32.1910051)
195,-110.9611,32.286607,0,0,0,515,,secondary,,POINT (-110.9611 32.286607)
196,-110.961773,32.2866074,0,0,0,515,,secondary,,POINT (-110.961773 32.2866074)
197,-110.969497,32.2865483,0,0,0,515,,secondary,,POINT (-110.969497 32.2865483)
198,-110.917676,32.1363691,0,0,0,379,,secondary,,POINT (-110.917676 32.1363691)
199,-110.9198473,32.1342454,0,0,0,390,,primary,,POINT (-110.9198473 32.1342454)
200,-110.8946007,32.2651312,0,0,0,322,,primary,,POINT (-110.8946007 32.2651312)
201,-110.8925887,32.2653414,0,0,0,322,,primary,,POINT (-110.8925887 32.2653414)
202,-110.89248,32.2653502,0,0,0,322,,primary,,POINT (-110.89248 32.2653502)
203,-111.218168,32.248227,0,0,0,839,,secondary,,POINT (-111.218168 32.248227)
204,-111.2166223,32.1153896,0,0,0,849,,primary,,POINT (-111.2166223 32.1153896)
205,-110.8161423,32.1997269,0,0,0,206,,secondary,,POINT (-110.8161423 32.1997269)
206,-110.8169787,32.2007416,0,0,0,206,,secondary,,POINT (-110.8169787 32.2007416)
207,-110.8178456,32.2015908,0,0,0,206,,secondary,,POINT (-110.8178456 32.2015908)
208,-110.8186813,32.2022765,0,0,0,206,,secondary,,POINT (-110.8186813 32.2022765)
209,-110.9711354,32.2210337,0,0,0,8,,primary,,POINT (-110.9711354 32.2210337)
210,-110.9697451,32.2211766,0,0,0,7,,primary,,POINT (-110.9697451 32.2211766)
211,-110.9686141,32.221214,0,0,0,6,,secondary,,POINT (-110.9686141 32.221214)
212,-110.943345,32.1688876,0,0,0,435,,trunk,,POINT (-110.943345 32.1688876)
213,-110.943339,32.1690118,0,0,0,435,,trunk,,POINT (-110.943339 32.1690118)
214,-110.9433362,32.1707429,0,0,0,435,,trunk,,POINT (-110.9433362 32.1707429)
215,-111.0219752,32.0915526,0,0,0,1005,,secondary,,POINT (-111.0219752 32.0915526)
216,-111.018964,32.1067407,0,0,0,997,,secondary,,POINT (-111.018964 32.1067407)
217,-110.98188,32.2294295,0,0,0,40,,secondary,,POINT (-110.98188 32.2294295)
218,-110.9819007,32.2294896,0,0,0,40,,secondary,,POINT (-110.9819007 32.2294896)
219,-110.9832962,32.2347445,0,0,0,564,,secondary,,POINT (-110.9832962 32.2347445)
220,-110.9442543,32.2175959,0,0,0,57,,trunk,,POINT (-110.9442543 32.2175959)
221,-110.9438688,32.2195828,0,0,0,57,,trunk,,POINT (-110.9438688 32.2195828)
222,-110.9439888,32.2509369,0,0,0,446,,primary,,POINT (-110.9439888 32.2509369)
223,-110.9440812,32.2506042,0,0,0,464,,primary,,POINT (-110.9440812 32.2506042)
224,-110.9896853,32.2305081,0,0,0,564,,secondary,,POINT (-110.9896853 32.2305081)
225,-110.9900768,32.2338043,0,0,0,592,,secondary,,POINT (-110.9900768 32.2338043)
226,-110.9594488,32.2213782,0,0,0,59,,primary,,POINT (-110.9594488 32.2213782)
227,-110.9594468,32.2212943,0,0,0,59,,primary,,POINT (-110.9594468 32.2212943)
228,-110.7972985,32.2617193,0,0,0,162,,secondary,,POINT (-110.7972985 32.2617193)
229,-110.7729778,32.2781695,0,0,0,1098,,secondary,,POINT (-110.7729778 32.2781695)
230,-110.7725147,32.2783896,0,0,0,1098,,secondary,,POINT (-110.7725147 32.2783896)
231,-110.8238421,32.2215871,0,0,0,213,,secondary,,POINT (-110.8238421 32.2215871)
232,-110.823827,32.2281185,0,0,0,225,,secondary,,POINT (-110.823827 32.2281185)
233,-110.8238851,32.2348383,0,0,0,194,,secondary,,POINT (-110.8238851 32.2348383)
234,-110.8535026,32.1118583,0,0,0,257,,motorway,,POINT (-110.8535026 32.1118583)
235,-110.8569545,32.1144214,0,0,0,257,,secondary,,POINT (-110.8569545 32.1144214)
236,-110.8869984,32.1326059,0,0,0,315,,secondary,,POINT (-110.8869984 32.1326059)
237,-110.8811603,32.1286841,0,0,0,315,,secondary,,POINT (-110.8811603 32.1286841)
238,-110.9413654,32.177969,0,0,0,461,,primary,,POINT (-110.9413654 32.177969)
239,-110.9415584,32.1779647,0,0,0,461,,primary,,POINT (-110.9415584 32.1779647)
240,-110.941622,32.177965,0,0,0,461,,primary,,POINT (-110.941622 32.177965)
241,-110.9448764,32.1779434,0,0,0,461,,primary,,POINT (-110.9448764 32.1779434)
242,-111.0692737,32.3810138,0,0,0,1033,,secondary,,POINT (-111.0692737 32.3810138)
243,-111.0469416,32.3807579,0,0,0,1038,,secondary,,POINT (-111.0469416 32.3807579)
244,-111.1136408,32.3767963,0,0,0,768,,secondary,,POINT (-111.1136408 32.3767963)
245,-111.1159385,32.3757159,0,0,0,768,,secondary,,POINT (-111.1159385 32.3757159)
246,-111.0117748,32.2031752,0,0,0,604,,secondary,,POINT (-111.0117748 32.2031752)
247,-111.0117236,32.2013723,0,0,0,601,,secondary,,POINT (-111.0117236 32.2013723)
248,-110.8579104,32.1811724,0,0,0,253,,secondary,,POINT (-110.8579104 32.1811724)
249,-110.8538258,32.1808634,0,0,0,252,,secondary,,POINT (-110.8538258 32.1808634)
250,-110.9677924,32.2720238,0,0,0,502,,secondary,,POINT (-110.9677924 32.2720238)
251,-110.961055,32.2720707,0,0,0,483,,secondary,,POINT (-110.961055 32.2720707)
254,-110.806906,32.2160421,0,0,0,180,,primary,,POINT (-110.806906 32.2160421)
255,-110.8068987,32.2148957,0,0,0,183,,primary,,POINT (-110.8068987 32.2148957)
256,-110.811511,32.1918989,0,0,0,181,,secondary,,POINT (-110.811511 32.1918989)
257,-110.8115116,32.1918754,0,0,0,181,,secondary,,POINT (-110.8115116 32.1918754)
258,-110.8115163,32.1917484,0,0,0,181,,secondary,,POINT (-110.8115163 32.1917484)
259,-110.8070247,32.18444,0,0,0,179,,secondary,,POINT (-110.8070247 32.18444)
260,-111.2338983,32.4024957,0,0,0,803,,secondary,,POINT (-111.2338983 32.4024957)
261,-111.2339059,32.4028654,0,0,2,803,,secondary,,POINT (-111.2339059 32.4028654)
262,-110.935716,32.1632947,0,0,0,451,,secondary,,POINT (-110.935716 32.1632947)
263,-110.935898,32.163296,0,0,0,451,,secondary,,POINT (-110.935898 32.163296)
264,-110.9362935,32.163299,0,0,0,451,,secondary,,POINT (-110.9362935 32.163299)
265,-110.9364502,32.1632357,0,0,0,451,,secondary,,POINT (-110.9364502 32.1632357)
266,-110.978533,32.1995787,0,0,0,542,,secondary,,POINT (-110.978533 32.1995787)
267,-110.978603,32.1995797,0,0,0,542,,secondary,,POINT (-110.978603 32.1995797)
268,-110.979732,32.1995953,0,0,0,542,,secondary,,POINT (-110.979732 32.1995953)
269,-110.7898336,32.2189886,0,0,0,147,,secondary,,POINT (-110.7898336 32.2189886)
270,-110.7898221,32.2185719,0,0,0,147,,secondary,,POINT (-110.7898221 32.2185719)
271,-110.7898213,32.2185276,0,0,0,147,,secondary,,POINT (-110.7898213 32.2185276)
272,-110.8410993,32.1055298,0,0,0,240,,secondary,,POINT (-110.8410993 32.1055298)
273,-110.8411916,32.1055445,0,0,0,240,,secondary,,POINT (-110.8411916 32.1055445)
274,-110.8414604,32.1055873,0,0,0,240,,secondary,,POINT (-110.8414604 32.1055873)
275,-110.8579104,32.1150462,0,0,0,257,,secondary,,POINT (-110.8579104 32.1150462)
276,-110.8579087,32.1138889,0,0,0,257,,secondary,,POINT (-110.8579087 32.1138889)
277,-110.857831,32.1138472,0,0,0,257,,secondary,,POINT (-110.857831 32.1138472)
278,-110.8570461,32.113422,0,0,0,257,,secondary,,POINT (-110.8570461 32.113422)
279,-111.0344235,32.2997363,0,0,0,1041,,secondary,,POINT (-111.0344235 32.2997363)
280,-111.0419746,32.310094,0,0,0,628,,secondary,,POINT (-111.0419746 32.310094)
281,-111.0424494,32.3088168,0,0,0,628,,secondary,,POINT (-111.0424494 32.3088168)
282,-111.0380807,32.3027446,0,0,0,1041,,secondary,,POINT (-111.0380807 32.3027446)
283,-111.03257,32.2963294,0,0,0,1041,,secondary,,POINT (-111.03257 32.2963294)
284,-111.1551564,32.318338,0,0,0,777,,secondary,,POINT (-111.1551564 32.318338)
285,-111.1141966,32.3287252,0,0,0,770,,secondary,,POINT (-111.1141966 32.3287252)
286,-110.9883598,32.2191163,0,0,0,570,,secondary,,POINT (-110.9883598 32.2191163)
287,-110.9881936,32.2169927,0,0,0,570,,secondary,,POINT (-110.9881936 32.2169927)
288,-110.8752962,32.2215047,0,0,0,303,,primary,,POINT (-110.8752962 32.2215047)
289,-110.875298,32.2214113,0,0,0,303,,primary,,POINT (-110.875298 32.2214113)
290,-110.8752932,32.2188428,0,0,0,303,,primary,,POINT (-110.8752932 32.2188428)
291,-110.875201,32.2070092,0,0,0,304,,primary,,POINT (-110.875201 32.2070092)
292,-110.82381,32.1773914,0,0,0,196,,secondary,,POINT (-110.82381 32.1773914)
293,-110.8238083,32.1774711,0,0,0,196,,secondary,,POINT (-110.8238083 32.1774711)
294,-110.8238038,32.1821749,0,0,0,196,,secondary,,POINT (-110.8238038 32.1821749)
295,-110.8238034,32.1826966,0,0,0,196,,secondary,,POINT (-110.8238034 32.1826966)
296,-110.8238825,32.220235,0,0,0,212,,secondary,,POINT (-110.8238825 32.220235)
297,-110.8238382,32.2190855,0,0,0,212,,secondary,,POINT (-110.8238382 32.2190855)
298,-111.0202551,32.2212058,0,0,0,617,,secondary,,POINT (-111.0202551 32.2212058)
299,-111.0202722,32.2247089,0,0,0,614,,secondary,,POINT (-111.0202722 32.2247089)
300,-111.02027,32.2249681,0,0,0,614,,secondary,,POINT (-111.02027 32.2249681)
