name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
,388,938434119,,yes,,,,"POLYGON ((-111.949769 33.427067, -111.949919 33.427067, -111.949919 33.426915, -111.949769 33.426915, -111.949769 33.427067))","POINT (-111.94984400000001 33.426991)",,1
,389,938435846,,yes,,,,"POLYGON ((-111.953052 33.424885, -111.953052 33.42497, -111.953132 33.42497, -111.953132 33.424885, -111.953052 33.424885))","POINT (-111.953092 33.4249275)",,1
,390,938438955,,yes,,,,"POLYGON ((-111.947454 33.422586, -111.947454 33.422769, -111.94758 33.422769, -111.94758 33.422586, -111.947454 33.422586))","POINT (-111.94751699999999 33.4226775)",,1
,391,958939210,,yes,,,,"POLYGON ((-111.916743 33.417913, -111.91688 33.417913, -111.91688 33.417873, -111.916936 33.417873, -111.916936 33.417786, -111.916743 33.417786, -111.916743 33.417913))","POINT (-111.91683261032284 33.417845124803556)",,1
,392,958940092,,yes,,,,"POLYGON ((-111.910008 33.416841, -111.909863 33.416841, -111.909863 33.417161, -111.910008 33.417161, -111.910008 33.416841))","POINT (-111.9099355 33.417001)",,1
,393,958940267,,yes,,,,"POLYGON ((-111.913586 33.416539, -111.913586 33.416618, -111.913535 33.416618, -111.913535 33.416658, -111.913733 33.416658, -111.913733 33.416539, -111.913586 33.416539))","POINT (-111.9136491605744 33.41660262532638)",,1
,394,958940601,,yes,,,,"POLYGON ((-111.916006 33.416809, -111.916004 33.416681, -111.915872 33.416682, -111.915874 33.41681, -111.916006 33.416809))","POINT (-111.91593900000001 33.4167455)",,1
,395,958940738,,yes,,,,"POLYGON ((-111.914831 33.4134, -111.915021 33.4134, -111.915021 33.41331, -111.914973 33.41331, -111.914973 33.413257, -111.914831 33.413257, -111.914831 33.4134))","POINT (-111.91491866531308 33.41333314874523)",,1
,396,958941039,,yes,,,,"POLYGON ((-111.912086 33.411469, -111.912243 33.411469, -111.912242 33.411363, -111.912085 33.411363, -111.912086 33.411469))","POINT (-111.91216399999999 33.411415999999996)",,1
,397,958941059,,yes,,,,"POLYGON ((-111.911279 33.412437, -111.911435 33.412437, -111.911435 33.412321, -111.911279 33.412321, -111.911279 33.412437))","POINT (-111.911357 33.412379)",,1
,398,958941364,,yes,,,,"POLYGON ((-111.909861 33.4132308, -111.9098594 33.4130644, -111.9092996 33.4130635, -111.9092995 33.4132287, -111.909861 33.4132308))","POINT (-111.90958021205971 33.41314689266284)",,1
,399,958941792,,yes,,,,"POLYGON ((-111.920031 33.411942, -111.920031 33.412043, -111.920214 33.412043, -111.920214 33.411942, -111.920031 33.411942))","POINT (-111.92012249999998 33.411992500000004)",,1
,400,958942407,,yes,,,,"POLYGON ((-111.921566 33.411978, -111.921566 33.411878, -111.921474 33.411878, -111.921474 33.411913, -111.921415 33.411913, -111.921415 33.411978, -111.921566 33.411978))","POINT (-111.9214977873034 33.41193314863829)",,1
,401,958942944,,yes,,,,"POLYGON ((-111.922168 33.414535, -111.92225 33.414529, -111.922251 33.414547, -111.922635 33.414522, -111.922632 33.414493, -111.922704 33.414489, -111.92269 33.414334, -111.922153 33.414369, -111.922168 33.414535))","POINT (-111.92242793794784 33.41444033034215)",,1
,402,958944864,,yes,,,,"POLYGON ((-111.918537 33.418175, -111.918406 33.418175, -111.918406 33.418296, -111.918537 33.418296, -111.918537 33.418175))","POINT (-111.91847150000001 33.418235499999994)",,1
,403,958944904,,yes,,,,"POLYGON ((-111.917869 33.418719, -111.917869 33.418798, -111.918092 33.418798, -111.918092 33.418719, -111.917869 33.418719))","POINT (-111.9179805 33.4187585)",,1
,404,958947875,,yes,,,,"POLYGON ((-111.935089 33.413919, -111.935229 33.413919, -111.935229 33.4137, -111.935135 33.4137, -111.935135 33.413778, -111.935089 33.413778, -111.935089 33.413919))","POINT (-111.93516522916666 33.41381884375)",,1
,405,958948123,,yes,,,,"POLYGON ((-111.935985 33.412115, -111.93583 33.412115, -111.93583 33.412204, -111.935902 33.412204, -111.935902 33.41235, -111.935985 33.41235, -111.935985 33.412115))","POINT (-111.93592433510207 33.4122144479026)",,1
,406,958948473,,yes,,,,"POLYGON ((-111.932332 33.412795, -111.932238 33.412795, -111.932238 33.412919, -111.932332 33.412919, -111.932332 33.412795))","POINT (-111.93228500000002 33.412857)",,1
,407,958948862,,yes,,,,"POLYGON ((-111.936262 33.40931, -111.936254 33.409145, -111.936273 33.409144, -111.93627 33.409097, -111.936185 33.4091, -111.936187 33.409142, -111.936208 33.409141, -111.93621 33.409182, -111.936133 33.409185, -111.936137 33.409272, -111.936177 33.409271, -111.936179 33.409313, -111.936262 33.40931))","POINT (-111.93621003770633 33.409211744821896)",,1
,408,958950963,,yes,,,,"POLYGON ((-111.93215 33.409159, -111.932361 33.409159, -111.932361 33.409047, -111.932214 33.409047, -111.932214 33.408974, -111.93215 33.408974, -111.93215 33.409159))","POINT (-111.93224336772187 33.409087731486714)",,1
,409,958962933,,yes,,,,"POLYGON ((-111.898319 33.417844, -111.898319 33.417719, -111.898265 33.417719, -111.898265 33.417674, -111.898198 33.417674, -111.898198 33.417844, -111.898319 33.417844))","POINT (-111.89825401240348 33.417767372381476)",,1
,410,958963411,,yes,,,,"POLYGON ((-111.899944 33.419246, -111.899944 33.419337, -111.900124 33.419337, -111.900124 33.419302, -111.900148 33.419302, -111.900148 33.419246, -111.899944 33.419246))","POINT (-111.90004173459715 33.41929017298578)",,1
,411,958963704,,yes,,,,"POLYGON ((-111.907201 33.420452, -111.907201 33.420272, -111.906914 33.420271, -111.906914 33.420452, -111.907201 33.420452))","POINT (-111.9070573674977 33.42036174976916)",,1
,412,958964387,,yes,,,,"POLYGON ((-111.9212421 33.4211991, -111.9212473 33.4209699, -111.9212483 33.4209699, -111.9212603 33.4205285, -111.9210571 33.4205247, -111.9210558 33.4205808, -111.9210437 33.42058, -111.9210361 33.4208612, -111.9210631 33.4208617, -111.9210611 33.4209288, -111.921029 33.4209274, -111.9210221 33.4212016, -111.9210151 33.4212018, -111.9210137 33.4212548, -111.9210457 33.4212562, -111.9210442 33.4213062, -111.9212334 33.4213093, -111.9212347 33.4212533, -111.9212648 33.4212546, -111.9212661 33.4211996, -111.9212421 33.4211991))","POINT (-111.92114339887924 33.42092053974492)",,1
,413,958965292,,yes,,,,"POLYGON ((-111.927807 33.409283, -111.927871 33.409283, -111.927871 33.409318, -111.928022 33.409318, -111.928022 33.409168, -111.927807 33.409168, -111.927807 33.409283))","POINT (-111.92792013545484 33.4092387080973)",,1
,414,958969266,,yes,,,,"POLYGON ((-111.918604 33.410483, -111.918604 33.410644, -111.918865 33.410644, -111.918865 33.410483, -111.918604 33.410483))","POINT (-111.9187345 33.4105635)",,1
,415,958969316,,yes,,,,"POLYGON ((-111.9119159 33.4096483, -111.9123792 33.4098674, -111.9124661 33.4097397, -111.9120019 33.4095196, -111.9119159 33.4096483))","POINT (-111.91219066242552 33.40969366042474)",,1
,416,983515122,,carport,,,,"POLYGON ((-111.9477638 33.4277917, -111.9477639 33.4278395, -111.948096 33.427839, -111.9480959 33.4277913, -111.9477638 33.4277917))","POINT (-111.94792984204209 33.427815375081046)",,1
,417,983727650,,carport,,,,"POLYGON ((-111.9100339 33.4087411, -111.9101459 33.4087415, -111.9101461 33.408699, -111.9100341 33.4086986, -111.9100339 33.4087411))","POINT (-111.91009000000001 33.40872005)",,1
,418,983727692,,carport,,,,"POLYGON ((-111.915579 33.409556, -111.915579 33.409753, -111.915638 33.409753, -111.915638 33.409556, -111.915579 33.409556))","POINT (-111.9156085 33.4096545)",,1
,419,983728306,,carport,,,,"POLYGON ((-111.9215592 33.4094088, -111.9213262 33.4094072, -111.9213258 33.4094552, -111.9215588 33.4094568, -111.9215592 33.4094088))","POINT (-111.9214425 33.409431999999995)",,1
,420,983795950,,carport,,,,"POLYGON ((-111.9026592 33.4077415, -111.9026581 33.4078661, -111.9027141 33.4078664, -111.9027151 33.4077418, -111.9026592 33.4077415))","POINT (-111.90268662482355 33.407803968557296)",,1
,421,984223641,,yes,,,,"POLYGON ((-111.9126865 33.4069967, -111.9124135 33.4069967, -111.9124134 33.4070425, -111.9124314 33.4070422, -111.9124307 33.4070704, -111.9124719 33.4070695, -111.9124719 33.4070863, -111.9124516 33.4070875, -111.912452 33.4071151, -111.9124325 33.4071162, -111.9124332 33.4071589, -111.9124534 33.4071586, -111.9124548 33.4071686, -111.9124329 33.4071683, -111.9124329 33.4071742, -111.9124251 33.4071751, -111.9124263 33.4071989, -111.9124328 33.4072002, -111.9124369 33.4072363, -111.9124719 33.4072392, -111.9124705 33.4072738, -111.9126263 33.4072749, -111.9126277 33.4072402, -111.9126449 33.4072397, -111.9126453 33.4072125, -111.9126651 33.4072108, -111.9126635 33.4072009, -111.9126706 33.4072005, -111.9126702 33.4071797, -111.9126626 33.4071795, -111.9126658 33.4071734, -111.9126803 33.4071761, -111.9126808 33.4071562, -111.9126652 33.4071553, -111.9126649 33.4071489, -111.9126691 33.4071481, -111.9126654 33.4070933, -111.91266 33.4070906, -111.9126453 33.4070904, -111.9126448 33.407087, -111.912625 33.4070867, -111.9126243 33.4070693, -111.9126954 33.4070667, -111.9126951 33.4070398, -111.9126841 33.4070402, -111.9126865 33.4069967))","POINT (-111.91255164153588 33.40712677997348)",,1
,422,991005784,,carport,,,,"POLYGON ((-111.9201887 33.4193002, -111.9201382 33.4192992, -111.9201348 33.4194132, -111.9201853 33.4194142, -111.9201887 33.4193002))","POINT (-111.92016175 33.4193567)",,1
,423,991007113,,carport,,,,"POLYGON ((-111.9072722 33.4125889, -111.9069452 33.4125872, -111.9069448 33.4126361, -111.9072718 33.4126378, -111.9072722 33.4125889))","POINT (-111.90710849999998 33.412612499999994)",,1
,424,1019302189,,carport,,,,"POLYGON ((-111.9115228 33.4209131, -111.9114049 33.4209119, -111.9114002 33.4212189, -111.9115181 33.4212201, -111.9115228 33.4209131))","POINT (-111.91146149999999 33.42106599999999)",,1
,425,1019787231,,carport,,,,"POLYGON ((-111.9062321 33.4173061, -111.9062309 33.4173561, -111.9066224 33.4173624, -111.9066236 33.4173123, -111.9062321 33.4173061))","POINT (-111.90642731515923 33.417334226065755)",,1
,426,1058983955,,carport,,,,"POLYGON ((-111.9273993 33.4375477, -111.9274063 33.4377832, -111.9274629 33.437782, -111.9274559 33.4375466, -111.9273993 33.4375477))","POINT (-111.92743109802858 33.43766487607068)",,1
,427,1062204110,,yes,parking,,,"POLYGON ((-111.9501859 33.431618, -111.9502666 33.4319695, -111.9503867 33.4319503, -111.9503933 33.4319787, -111.95046 33.431968, -111.9504493 33.4319212, -111.9506066 33.431896, -111.9513448 33.4317783, -111.9513479 33.4317921, -111.9514118 33.4317819, -111.9513927 33.4316984, -111.9513523 33.4317048, -111.9512802 33.4314199, -111.9501859 33.431618))","POINT (-111.95078080967227 33.43169406526113)",,1
,428,1083336417,,,parking,,,"POLYGON ((-111.9431905 33.4236597, -111.943263 33.4237675, -111.9432235 33.4237883, -111.9432592 33.4238393, -111.9431901 33.4238748, -111.9430758 33.4237201, -111.9431905 33.4236597))","POINT (-111.94317861489863 33.42376294068898)",,1
,429,1083336622,,,parking_space,,,"POLYGON ((-111.9409955 33.4260207, -111.9409959 33.4260699, -111.9409695 33.4260697, -111.94097 33.4260214, -111.9409955 33.4260207))","POINT (-111.94098276516344 33.42604556565354)",,1
,430,1089790530,,,parking,,,"POLYGON ((-111.928704 33.4148588, -111.9287037 33.4148378, -111.9286385 33.4148383, -111.9286388 33.4148594, -111.928704 33.4148588))","POINT (-111.92867122419209 33.41484857525605)",,1
,431,1124306330,,,,outdoor_seating,,"POLYGON ((-111.9339867 33.4182362, -111.9339851 33.4181865, -111.9341965 33.4181825, -111.9342002 33.4182219, -111.9344046 33.4182203, -111.9344025 33.4182504, -111.9343103 33.4182496, -111.9339867 33.4182362))","POINT (-111.93416327175974 33.41821971460282)",,1
,432,1127584932,,,,outdoor_seating,,"POLYGON ((-111.9354331 33.4187408, -111.935433 33.4189794, -111.9352894 33.4189785, -111.9351386 33.4189775, -111.9351398 33.4189615, -111.9351391 33.4188565, -111.9351394 33.418743, -111.9354331 33.4187408))","POINT (-111.93528661680239 33.418860158416194)",,1
,433,1180764829,,residential,,,,"POLYGON ((-111.9508198 33.4240761, -111.9508205 33.4241755, -111.9509749 33.4241748, -111.9509743 33.4240754, -111.9508198 33.4240761))","POINT (-111.95089737490625 33.42412544463731)",,1
,434,1219662941,,yes,,,,"POLYGON ((-111.9324732 33.4079211, -111.9325738 33.4079216, -111.9325749 33.4077873, -111.9324742 33.4077868, -111.9324732 33.4079211))","POINT (-111.93252402511798 33.407854188881196)",,1
,435,1223913795,,,,dog_park,,"POLYGON ((-111.9480466 33.4196411, -111.9483349 33.4196457, -111.94835 33.419646, -111.9483662 33.4190792, -111.9480319 33.4190792, -111.9480466 33.4196411))","POINT (-111.94819892080938 33.419356806630056)",,1
,436,1245706831,,apartments,,,,"POLYGON ((-111.9214578 33.4072958, -111.9215397 33.4072974, -111.9215409 33.4072526, -111.9215582 33.4072529, -111.9215571 33.4072932, -111.9217382 33.4072966, -111.9217428 33.4071265, -111.921551 33.4071229, -111.9215506 33.4071363, -111.9214621 33.4071347, -111.9214578 33.4072958))","POINT (-111.9216027276347 33.40721069562958)",,1
Starbucks,437,1277685821,,yes,cafe,,,"POLYGON ((-111.9259969 33.4097992, -111.9258963 33.4098012, -111.9258892 33.4095501, -111.9259901 33.4095481, -111.9259931 33.4096883, -111.9259969 33.4097992))","POINT (-111.92594292373468 33.40967457207619)",,1
1st American Dental,438,1286911661,,yes,dentist,,,"POLYGON ((-111.938644 33.4068378, -111.9384548 33.4068405, -111.9384487 33.4065441, -111.9385091 33.4065433, -111.9385094 33.4065794, -111.9386729 33.4065783, -111.9386731 33.4065957, -111.9386778 33.406821, -111.9386437 33.4068215, -111.938644 33.4068378))","POINT (-111.93855969352961 33.40670252269271)",,1
,439,1292194876,,yes,,,,"POLYGON ((-111.9094709 33.411252, -111.9094349 33.4112518, -111.9094356 33.4111881, -111.9094046 33.4111879, -111.9093982 33.4117395, -111.9094653 33.4117401, -111.9094709 33.411252))","POINT (-111.909433722885 33.41148012906442)",,1
,440,1302572119,,carport,,,,"POLYGON ((-111.9000874 33.4086443, -111.9001202 33.4086724, -111.9002001 33.4086075, -111.9001673 33.4085793, -111.9000874 33.4086443))","POINT (-111.90014376010032 33.408625863368606)",,1
,441,1302577195,,yes,,,,"POLYGON ((-111.9152134 33.4072017, -111.915259 33.4072028, -111.9152574 33.4072453, -111.9153191 33.4072469, -111.9153246 33.4070947, -111.9152174 33.407092, -111.9152134 33.4072017))","POINT (-111.91527265941458 33.40716216388862)",,1
,442,1302584714,,carport,,,,"POLYGON ((-111.9217767 33.4072762, -111.9218399 33.4072767, -111.9218417 33.407129, -111.9217786 33.4071284, -111.9217767 33.4072762))","POINT (-111.92180922116658 33.40720259421971)",,1
,443,498326524,,school,,,,"POLYGON ((-111.9411118 33.4093432, -111.9411091 33.4091417, -111.9404486 33.4091478, -111.9404513 33.4093494, -111.9411118 33.4093432))","POINT (-111.94078017269467 33.409245525288306)",,1
,444,552261822,,,bicycle_parking,,,"POLYGON ((-111.9324523 33.4224549, -111.9324575 33.4224164, -111.932453 33.4223725, -111.932436 33.4223169, -111.9324217 33.4222853, -111.9323352 33.4223039, -111.9323426 33.422328, -111.9323538 33.4223311, -111.9323626 33.4224545, -111.9324523 33.4224549))","POINT (-111.93240175751117 33.422374651781354)",,1
,445,561632054,,roof,,,,"POLYGON ((-111.935642 33.4259198, -111.9356547 33.4258898, -111.9355646 33.4258633, -111.9355519 33.4258932, -111.935642 33.4259198))","POINT (-111.93560332184222 33.425891532610926)",,1
,446,588272011,,,,pitch,,"POLYGON ((-111.9125961 33.4198673, -111.9125959 33.419755, -111.9124344 33.4197552, -111.9124346 33.4198675, -111.9125961 33.4198673))","POINT (-111.91251524999998 33.41981125)",,1
Combined Heat & Power Facility,447,591451205,,yes,,,,"POLYGON ((-111.928805 33.4171783, -111.9287658 33.4171784, -111.9280468 33.4171793, -111.928046 33.4167639, -111.9287613 33.4167628, -111.9288042 33.4167627, -111.928805 33.4171783))","POINT (-111.92842553270697 33.416971070036766)",,1
7-Eleven,448,596348719,,retail,,,,"POLYGON ((-111.9096215 33.418256, -111.9096226 33.4181761, -111.9095926 33.4181758, -111.9095937 33.4180909, -111.9094216 33.4180893, -111.9094205 33.4182532, -111.9094552 33.4182533, -111.9096215 33.418256))","POINT (-111.90951476758931 33.41817548394048)",,1
,449,669311401,,yes,,,,"POLYGON ((-111.9231259 33.4084639, -111.9231255 33.4083295, -111.9227969 33.4083303, -111.9227974 33.4084647, -111.9231259 33.4084639))","POINT (-111.92296142493899 33.40839709659123)",,1
,450,708518764,,roof,,,,"POLYGON ((-111.9119741 33.4240761, -111.9119577 33.4240761, -111.9119576 33.4239758, -111.911974 33.4239758, -111.9119741 33.4240761))","POINT (-111.91196585000002 33.424025949999994)",,1
,451,712701965,,,parking,,,"POLYGON ((-111.9405735 33.4184328, -111.9404261 33.418435, -111.9404291 33.4185791, -111.9405764 33.418577, -111.9405735 33.4184328))","POINT (-111.94050128322134 33.41850596656084)",,1
,452,778399521,,roof,,,,"POLYGON ((-111.9408171 33.4129234, -111.9408173 33.4128824, -111.9408172 33.4128452, -111.9408812 33.4128452, -111.9408813 33.4127761, -111.9408684 33.4127761, -111.9408683 33.4128269, -111.9406262 33.4128267, -111.9406262 33.4128835, -111.940626 33.4129233, -111.9408171 33.4129234))","POINT (-111.94073400538352 33.41287043386854)",,1
,453,808193744,,apartments,,,,"POLYGON ((-111.9284313 33.4073535, -111.9283733 33.407358, -111.9283156 33.4073529, -111.9283146 33.40718, -111.9283699 33.407176, -111.9284279 33.4071786, -111.9284313 33.4073535))","POINT (-111.92837246140876 33.40726693827248)",,1
,454,813274394,,house,,,,"POLYGON ((-111.9352276 33.4062339, -111.9351038 33.4062345, -111.9351029 33.4060977, -111.9351207 33.4060976, -111.9351205 33.406065, -111.9352681 33.4060643, -111.9352686 33.4061344, -111.9352269 33.4061346, -111.9352276 33.4062339))","POINT (-111.9351767838894 33.40614492553999)",,1
Freedom Financial Network,455,870952670,,office,,,,"POLYGON ((-111.8986732 33.4349364, -111.8986796 33.4348588, -111.8987135 33.4348607, -111.8987322 33.4346348, -111.8981363 33.4346004, -111.8981339 33.4346296, -111.8980494 33.4346248, -111.898052 33.434593, -111.8976401 33.4345693, -111.8976386 33.4345866, -111.8975463 33.4345813, -111.8975312 33.4347633, -111.8975288 33.4347922, -111.8975284 33.4347964, -111.8975465 33.4347975, -111.8975386 33.4348915, -111.8980195 33.4349194, -111.8980222 33.434887, -111.8981048 33.4348917, -111.8981028 33.4349155, -111.8984242 33.4349341, -111.8984252 33.4349221, -111.8986732 33.4349364))","POINT (-111.89811904481834 33.43475740617399)",,1
Imag,456,872128662,,industrial,,,,"POLYGON ((-111.898938 33.4262369, -111.898936 33.4258984, -111.8989238 33.4258985, -111.8989235 33.4258532, -111.8989872 33.4258529, -111.8989872 33.4258668, -111.8991488 33.4258661, -111.8991487 33.4258536, -111.8992059 33.4258533, -111.8992062 33.4258927, -111.8991948 33.4258927, -111.8991967 33.4261903, -111.8990012 33.4261911, -111.8990015 33.4262366, -111.898938 33.4262369))","POINT (-111.89906275803152 33.42603049996472)",,1
,457,895304967,,yes,,,,"POLYGON ((-111.8995065 33.4061395, -111.8993878 33.4061895, -111.8995355 33.4064345, -111.8996542 33.4063845, -111.8995065 33.4061395))","POINT (-111.899521 33.406287000000006)",,1
,458,895314344,,yes,,,,"POLYGON ((-111.903214 33.416926, -111.903107 33.416926, -111.903107 33.417034, -111.903214 33.417034, -111.903214 33.416926))","POINT (-111.9031605 33.416979999999995)",,1
,459,895333021,,yes,,,,"POLYGON ((-111.898689 33.415941, -111.898544 33.415941, -111.898544 33.416017, -111.8986 33.416017, -111.8986 33.416044, -111.898689 33.416044, -111.898689 33.415941))","POINT (-111.89862151259034 33.41598821958578)",,1
,460,895338033,,yes,,,,"POLYGON ((-111.904646 33.426411, -111.904646 33.426273, -111.904534 33.426273, -111.904534 33.426351, -111.90445 33.426351, -111.90445 33.426472, -111.904525 33.426472, -111.904525 33.426411, -111.904646 33.426411))","POINT (-111.90455159477085 33.42636799706833)",,1
,461,895339886,,yes,,,,"POLYGON ((-111.902865 33.422805, -111.902803 33.422805, -111.902803 33.42298, -111.902865 33.42298, -111.902865 33.422805))","POINT (-111.90283400000001 33.422892499999996)",,1
,462,895718435,,yes,,,,"POLYGON ((-111.90992 33.410409, -111.909667 33.41041, -111.90967 33.410726, -111.909922 33.410725, -111.90992 33.410409))","POINT (-111.90979474891125 33.410567395713876)",,1
,463,895734058,,yes,,,,"POLYGON ((-111.92984 33.406258, -111.92984 33.406316, -111.929942 33.406316, -111.929942 33.406132, -111.929816 33.406132, -111.929816 33.406258, -111.92984 33.406258))","POINT (-111.92988225770925 33.40621997577093)",,1
,464,895734713,,yes,,,,"POLYGON ((-111.934065 33.406298, -111.934196 33.406298, -111.934196 33.406128, -111.934065 33.406128, -111.934065 33.406298))","POINT (-111.9341305 33.406213)",,1
,465,909767572,,roof,,,,"POLYGON ((-111.9336979 33.4145546, -111.9330069 33.4145616, -111.9330061 33.4145106, -111.9336971 33.4145035, -111.9336979 33.4145546))","POINT (-111.93335211277973 33.41453257383971)",,1
,466,938172464,,yes,,,,"POLYGON ((-111.946572 33.409383, -111.94676 33.409383, -111.94676 33.409294, -111.946572 33.409294, -111.946572 33.409383))","POINT (-111.946666 33.4093385)",,1
,467,938172555,,yes,,,,"POLYGON ((-111.944865 33.410044, -111.944818 33.410044, -111.944817 33.409943, -111.94466 33.409944, -111.944661 33.410129, -111.944865 33.410128, -111.944865 33.410044))","POINT (-111.94475137069023 33.410042039650726)",,1
,468,938172684,,yes,,,,"POLYGON ((-111.94773 33.411154, -111.947567 33.411154, -111.947567 33.411246, -111.947637 33.411246, -111.947637 33.411369, -111.94773 33.411369, -111.94773 33.411154))","POINT (-111.94766364526197 33.41124651759031)",,1
,469,938172811,,yes,,,,"POLYGON ((-111.946187 33.413055, -111.946374 33.413052, -111.94637 33.412926, -111.946235 33.412929, -111.946235 33.412954, -111.946184 33.412955, -111.946187 33.413055))","POINT (-111.94628271492681 33.41299361563268)",,1
,470,938174531,,detached,,,,"POLYGON ((-111.950952 33.420878, -111.950764 33.420878, -111.950764 33.420994, -111.950858 33.420994, -111.950858 33.42096, -111.950952 33.42096, -111.950952 33.420878))","POINT (-111.95084992929294 33.42092895959596)",,1
,471,938174957,,yes,,,,"POLYGON ((-111.951888 33.419852, -111.952076 33.419852, -111.952076 33.419734, -111.951944 33.419734, -111.951944 33.419767, -111.951888 33.419767, -111.951888 33.419852))","POINT (-111.95198799763966 33.41979686211644)",,1
,472,938175043,,yes,,,,"POLYGON ((-111.951207 33.417034, -111.951019 33.417034, -111.951019 33.417132, -111.951207 33.417132, -111.951207 33.417034))","POINT (-111.951113 33.417083000000005)",,1
,473,938175873,,yes,,,,"POLYGON ((-111.949112 33.416302, -111.94927 33.416302, -111.94927 33.416203, -111.949112 33.416203, -111.949112 33.416302))","POINT (-111.94919099999998 33.41625249999999)",,1
,474,938176003,,yes,,,,"POLYGON ((-111.948288 33.418426, -111.948288 33.418518, -111.948479 33.418518, -111.948479 33.418426, -111.948288 33.418426))","POINT (-111.94838350000002 33.418471999999994)",,1
,475,938176131,,yes,,,,"POLYGON ((-111.942825 33.417484, -111.942637 33.417484, -111.942637 33.417589, -111.942825 33.417589, -111.942825 33.417484))","POINT (-111.94273100000001 33.4175365)",,1
,476,938176420,,yes,,,,"POLYGON ((-111.942055 33.417719, -111.941974 33.417719, -111.941974 33.417788, -111.942055 33.417788, -111.942055 33.417719))","POINT (-111.9420145 33.4177535)",,1
,477,938176639,,yes,,,,"POLYGON ((-111.940647 33.416646, -111.940762 33.416646, -111.940762 33.416581, -111.940647 33.416581, -111.940647 33.416646))","POINT (-111.94070450000001 33.4166135)",,1
,478,938177478,,yes,,,,"POLYGON ((-111.942275 33.415932, -111.942165 33.415932, -111.942165 33.416035, -111.942275 33.416035, -111.942275 33.415932))","POINT (-111.94222 33.415983499999996)",,1
,479,938177599,,yes,,,,"POLYGON ((-111.945569 33.415563, -111.945461 33.415563, -111.945461 33.415661, -111.945569 33.415661, -111.945569 33.415563))","POINT (-111.945515 33.415611999999996)",,1
,480,938178024,,yes,,,,"POLYGON ((-111.94746 33.415818, -111.947688 33.415818, -111.947688 33.415704, -111.94746 33.415704, -111.94746 33.415818))","POINT (-111.94757400000002 33.415761)",,1
,481,938178054,,yes,,,,"POLYGON ((-111.948101 33.416205, -111.947958 33.416205, -111.947958 33.416331, -111.948101 33.416331, -111.948101 33.416205))","POINT (-111.9480295 33.416268)",,1
,482,938178196,,yes,,,,"POLYGON ((-111.95136 33.414783, -111.951361 33.414942, -111.951495 33.414942, -111.951495 33.414891, -111.951567 33.414891, -111.951567 33.414783, -111.95136 33.414783))","POINT (-111.9514552816899 33.41485562810555)",,1
,483,938178613,,yes,,,,"POLYGON ((-111.950995 33.413708, -111.950994 33.413584, -111.950605 33.413587, -111.950606 33.413712, -111.950995 33.413708))","POINT (-111.95079973964572 33.41364775255675)",,1
,484,938179308,,yes,,,,"POLYGON ((-111.953438 33.41946, -111.953259 33.41946, -111.953259 33.419579, -111.953438 33.419579, -111.953438 33.41946))","POINT (-111.9533485 33.41951950000001)",,1
,485,938180050,,yes,,,,"POLYGON ((-111.952818 33.413382, -111.952964 33.41345, -111.95303 33.41335, -111.952884 33.413283, -111.952818 33.413382))","POINT (-111.95292407445649 33.41336632209461)",,1
,486,938215909,,yes,,,,"POLYGON ((-111.953321 33.412469, -111.953373 33.412442, -111.953396 33.412473, -111.953484 33.412429, -111.953411 33.412329, -111.95327 33.412401, -111.953321 33.412469))","POINT (-111.9533796584167 33.412407072971675)",,1
,487,938215980,,yes,,,,"POLYGON ((-111.948726 33.411762, -111.948829 33.411849, -111.948973 33.411729, -111.94887 33.411642, -111.948726 33.411762))","POINT (-111.94884949999998 33.411745499999995)",,1
,488,938216049,,yes,,,,"POLYGON ((-111.950563 33.411428, -111.950748 33.411428, -111.950748 33.41128, -111.950563 33.41128, -111.950563 33.411428))","POINT (-111.9506555 33.411354)",,1
,489,938427250,,yes,,,,"POLYGON ((-111.946631 33.426591, -111.946768 33.426591, -111.946768 33.426391, -111.946631 33.426391, -111.946631 33.426591))","POINT (-111.94669949999998 33.426491)",,1
,490,938428722,,yes,,,,"POLYGON ((-111.946727 33.428921, -111.946727 33.429039, -111.946816 33.429039, -111.946816 33.428997, -111.946867 33.428997, -111.946867 33.428921, -111.946727 33.428921))","POINT (-111.94679037049659 33.42897433885102)",,1
,491,938431318,,yes,,,,"POLYGON ((-111.951073 33.42615, -111.951236 33.42615, -111.951236 33.426038, -111.951073 33.426038, -111.951073 33.42615))","POINT (-111.9511545 33.426094)",,1
,492,958939180,,yes,,,,"POLYGON ((-111.913817 33.418115, -111.913691 33.418115, -111.913691 33.418229, -111.913878 33.418229, -111.913878 33.418151, -111.913817 33.418151, -111.913817 33.418115))","POINT (-111.91377726498273 33.4181764788202)",,1
,493,958939737,,yes,,,,"POLYGON ((-111.913027 33.417957, -111.913164 33.417957, -111.913164 33.417824, -111.913028 33.417823, -111.913027 33.417957))","POINT (-111.91309566417897 33.41789033088222)",,1
,494,958940277,,yes,,,,"POLYGON ((-111.914487 33.416024, -111.914624 33.416024, -111.914624 33.415908, -111.914487 33.415908, -111.914487 33.416024))","POINT (-111.91455550000002 33.415966)",,1
