link_id,name,osm_way_id,from_node_id,to_node_id,directed,geometry,dir_flag,length,facility_type,link_type,free_speed,free_speed_raw,lanes,capacity,allowed_uses,toll,notes
11,West 1st Street,5600217,14,13,1,"LINESTRING (-111.9588831 33.4290708, -111.95878 33.4290624, -111.9581342 33.4290665, -111.9578862 33.4290681, -111.9573257 33.4290717, -111.9570116 33.4290737, -111.9567212 33.4290713, -111.956397 33.429077, -111.9561145 33.4290784, -111.9552301 33.4290828, -111.9545952 33.429086, -111.9540622 33.4290887, -111.9537595 33.4290902, -111.9533982 33.429092, -111.9529586 33.4290942, -111.9528039 33.429095, -111.9524278 33.4290996, -111.9523333 33.4291008)",1,607.89,tertiary,5,40,,1,1200,walk,,
12,South Granada Drive,5601908,15,16,1,"LINESTRING (-111.9279752 33.4075028, -111.9279735 33.4073933, -111.9279732 33.4073527, -111.9279685 33.4070011, -111.9279689 33.4068437, -111.9279693 33.4066769, -111.9279695 33.4065904, -111.9279743 33.4045161, -111.927943 33.4039501, -111.9279424 33.4038635, -111.9279395 33.4035328, -111.9279399 33.4034628)",1,449.30,residential,6,25,25 mph,,1000,walk,,
13,East Apache Boulevard,5602753,17,18,1,"LINESTRING (-111.9382922 33.4149218, -111.938104 33.4148441, -111.937825 33.4147525, -111.9375837 33.4146896, -111.9373669 33.4146466)",1,91.46,primary,3,80,,2,3600,walk,,
14,East Apache Boulevard,5602753,19,17,1,"LINESTRING (-111.9389443 33.4152954, -111.9388211 33.4152092, -111.9386707 33.4151129, -111.9382922 33.4149218)",1,73.57,primary,3,80,,2,3600,walk,,
15,East Apache Boulevard,5602753,18,20,1,"LINESTRING (-111.9373669 33.4146466, -111.9370926 33.4146142, -111.9370216 33.4146084)",1,32.33,primary,3,80,,2,3600,walk,,
16,West 4th Street,5603481,21,22,1,"LINESTRING (-111.940077 33.4264624, -111.940152 33.426463, -111.9406925 33.4264675, -111.9407785 33.4264682)",1,65.10,residential,6,25,25 mph,2,2000,walk,,
17,South McKemy Street,5603837,23,24,1,"LINESTRING (-111.9500442 33.4179372, -111.9500442 33.4176618)",1,30.62,residential,6,25,25 mph,,1000,walk,,
18,South McKemy Street,5603837,25,23,1,"LINESTRING (-111.9499863 33.4184423, -111.9500234 33.4183147, -111.9500362 33.4182582, -111.9500426 33.4182108, -111.9500433 33.4181624, -111.950045 33.4180489, -111.9500442 33.4179372)",1,56.72,residential,6,25,25 mph,,1000,walk,,
19,South McKemy Street,5603837,26,27,1,"LINESTRING (-111.9499701 33.4219094, -111.9499681 33.4217872, -111.9499688 33.4217821, -111.9499683 33.4217369, -111.949968 33.4217019, -111.9499683 33.4214845, -111.9499666 33.4213636, -111.9499634 33.4211383, -111.9499635 33.4210895)",1,91.18,residential,6,25,25 mph,,1000,walk,,
20,South McKemy Street,5603837,27,28,1,"LINESTRING (-111.9499635 33.4210895, -111.9499624 33.4208924, -111.9499628 33.4207495)",1,37.81,residential,6,25,25 mph,,1000,walk,,
21,South McKemy Street,5603837,28,29,1,"LINESTRING (-111.9499628 33.4207495, -111.949962 33.4206929, -111.949962 33.4204509, -111.949963 33.4203645, -111.9499627 33.4199752)",1,86.10,residential,6,25,25 mph,,1000,walk,,
22,South McKemy Street,5603837,29,30,1,"LINESTRING (-111.9499627 33.4199752, -111.9499617 33.4199181, -111.94996 33.4195913, -111.94996 33.4195629, -111.949959 33.419428, -111.9499581 33.4192086)",1,85.24,residential,6,25,25 mph,,1000,walk,,
23,South McKemy Street,5603837,31,25,1,"LINESTRING (-111.9499616 33.418657, -111.949963 33.418554, -111.9499732 33.4184938, -111.9499863 33.4184423)",1,24.07,residential,6,25,25 mph,,1000,walk,,
24,South McKemy Street,5603837,30,31,1,"LINESTRING (-111.9499581 33.4192086, -111.9499591 33.4190644, -111.9499613 33.4188285, -111.9499616 33.418657)",1,61.34,residential,6,25,25 mph,,1000,walk,,
25,South McKemy Street,5603837,24,32,1,"LINESTRING (-111.9500442 33.4176618, -111.9500425 33.4173268, -111.9500416 33.4172255, -111.950041 33.416946, -111.950041 33.4168853)",1,86.34,residential,6,25,25 mph,,1000,walk,,
26,South McClintock Drive,5604294,970,34,1,"LINESTRING (-111.9096212 33.4365162, -111.9096126 33.4363299)",1,20.73,secondary,4,60,,3,4800,walk,,
27,South McClintock Drive,5604294,34,970,1,"LINESTRING (-111.9096126 33.4363299, -111.9096212 33.4365162)",1,20.73,secondary,4,60,,3,4800,walk,,
28,South Elm Street,5606535,990,36,1,"LINESTRING (-111.912472 33.4146766, -111.9124706 33.4145983, -111.912471 33.4143321, -111.9124702 33.4140556, -111.912469 33.4136115, -111.912469 33.4135981)",1,119.92,residential,6,25,25 mph,,1000,walk,,
29,South Elm Street,5606546,37,38,1,"LINESTRING (-111.9132485 33.4074407, -111.9132483 33.407369, -111.9132471 33.4070137, -111.9132473 33.406892, -111.9132484 33.4066236, -111.9132489 33.4065043)",1,104.12,residential,6,25,25 mph,,1000,walk,,
30,South Elm Street,5606546,38,39,1,"LINESTRING (-111.9132489 33.4065043, -111.9132495 33.4062035, -111.913249 33.4061161, -111.9132489 33.4060792, -111.9132482 33.4057777, -111.913248 33.4057079)",1,88.56,residential,6,25,25 mph,,1000,walk,,
31,South Elm Street,5606546,39,40,1,"LINESTRING (-111.913248 33.4057079, -111.9132479 33.4056444, -111.9132473 33.405332, -111.913249 33.4050241, -111.9132494 33.4049536)",1,83.87,residential,6,25,25 mph,,1000,walk,,
32,South Mill Avenue,5607328,989,42,1,"LINESTRING (-111.9400858 33.4219347, -111.940089 33.4218868, -111.9400996 33.4218187, -111.9401025 33.421787, -111.940102 33.4215259, -111.9400799 33.4212624, -111.9400696 33.4210103)",1,102.96,primary,3,30,30 mph,3,5400,walk,,
33,West 10th Street,5608313,43,44,1,"LINESTRING (-111.9423945 33.4190482, -111.9425048 33.4190473, -111.9432482 33.4190383, -111.9433085 33.4190348, -111.9433719 33.4190264, -111.9433944 33.4190215, -111.9434306 33.4190141, -111.9434766 33.4190015, -111.9435652 33.4189718, -111.9436258 33.4189528, -111.9437063 33.4189336, -111.9437511 33.4189279, -111.9438168 33.4189228, -111.943884 33.4189205, -111.9441711 33.418918, -111.9442453 33.4189174)",1,173.66,residential,6,25,25 mph,,1000,walk,,
34,West 10th Street,5608313,45,43,1,"LINESTRING (-111.9412354 33.4190569, -111.9413068 33.4190564, -111.9417794 33.4190532, -111.9418437 33.4190521, -111.9423175 33.4190487, -111.9423945 33.4190482)",1,107.58,residential,6,25,25 mph,,1000,walk,,
35,West 10th Street,5608313,992,45,1,"LINESTRING (-111.940038 33.4190663, -111.9401076 33.4190658, -111.9401698 33.419065, -111.940461 33.4190613, -111.940488 33.4190608, -111.940607 33.4190602, -111.9411545 33.4190573, -111.9412354 33.4190569)",1,111.14,residential,6,25,25 mph,,1000,walk,,
36,West Thomas Lane,5611840,47,48,1,"LINESTRING (-111.9398928 33.4136273, -111.9400407 33.4136265, -111.9404614 33.4136244, -111.9412969 33.4136201, -111.9421721 33.4136157, -111.94234 33.4136148)",1,227.14,residential,6,25,25 mph,,1000,walk,,
37,West Thomas Lane,5611840,48,49,1,"LINESTRING (-111.94234 33.4136148, -111.9424315 33.4136132, -111.9426338 33.4136098)",1,27.28,residential,6,25,25 mph,,1000,walk,,
38,East University Drive,5614812,969,983,1,"LINESTRING (-111.936661 33.4219091, -111.936563 33.4219081, -111.9358451 33.4219117, -111.9356538 33.4219104, -111.9350625 33.4219162, -111.934969 33.4219161)",1,157.04,secondary,4,35,35 mph,2,3200,walk,,
39,East Encanto Drive,5619185,52,53,1,"LINESTRING (-111.9301168 33.4097351, -111.929675 33.4097375, -111.929618 33.4097378, -111.929249 33.4097398)",1,80.55,residential,6,25,25 mph,2,2000,walk,,
40,East Encanto Drive,5619185,53,54,1,"LINESTRING (-111.929249 33.4097398, -111.928771 33.4097424, -111.928383 33.4097445)",1,80.38,residential,6,25,25 mph,2,2000,walk,,
41,East Encanto Drive,5619185,54,55,1,"LINESTRING (-111.928383 33.4097445, -111.927773 33.4097478, -111.926893 33.4097526, -111.926503 33.4097547)",1,174.51,residential,6,25,25 mph,2,2000,walk,,
42,East 5th Street,5619424,56,57,1,"LINESTRING (-111.9394077 33.4255068, -111.9393853 33.4255064, -111.939287 33.4255037, -111.939042 33.4255044, -111.938837 33.425505, -111.938274 33.4255065, -111.938166 33.4255068, -111.9372279 33.4255094, -111.937086 33.4255098, -111.936771 33.4255107, -111.9366724 33.425511)",1,253.85,tertiary,5,30,30 mph,1,1200,walk,,
43,East 5th Street,5619424,57,56,1,"LINESTRING (-111.9366724 33.425511, -111.936771 33.4255107, -111.937086 33.4255098, -111.9372279 33.4255094, -111.938166 33.4255068, -111.938274 33.4255065, -111.938837 33.425505, -111.939042 33.4255044, -111.939287 33.4255037, -111.9393853 33.4255064, -111.9394077 33.4255068)",1,253.85,tertiary,5,30,30 mph,1,1200,walk,,
44,South Una Butte Avenue,5620418,58,968,1,"LINESTRING (-111.9123461 33.4157894, -111.9123437 33.4156686, -111.9123434 33.4156554, -111.9123408 33.4153594, -111.9123407 33.4152443, -111.9123389 33.4151363, -111.9123377 33.4149374, -111.9123377 33.4149333, -111.912338 33.4148643)",1,102.87,residential,6,25,25 mph,2,2000,walk,,
45,East Center Lane,5620472,60,61,1,"LINESTRING (-111.9090272 33.4208582, -111.9089573 33.4208581, -111.908951 33.4208581, -111.908875 33.420858, -111.9083414 33.4208575)",1,63.65,residential,6,25,25 mph,,1000,walk,,
46,East Center Lane,5620472,62,60,1,"LINESTRING (-111.9091721 33.4208613, -111.9090272 33.4208582)",1,13.45,residential,6,25,25 mph,,1000,walk,,
47,North Miller Road,5622139,63,64,1,"LINESTRING (-111.9198991 33.4356353, -111.9197869 33.4357295, -111.9191789 33.4363541, -111.9184976 33.4370816, -111.9184033 33.4372023, -111.9182699 33.4374127, -111.918142 33.4376758, -111.9180588 33.437919, -111.9179931 33.4382082, -111.9179704 33.4384033, -111.9179554 33.4387481, -111.9179582 33.4389959, -111.9179602 33.4391366)",1,445.19,tertiary,5,25,25 mph,1,1200,walk,,
48,North Miller Road,5622139,64,63,1,"LINESTRING (-111.9179602 33.4391366, -111.9179582 33.4389959, -111.9179554 33.4387481, -111.9179704 33.4384033, -111.9179931 33.4382082, -111.9180588 33.437919, -111.918142 33.4376758, -111.9182699 33.4374127, -111.9184033 33.4372023, -111.9184976 33.4370816, -111.9191789 33.4363541, -111.9197869 33.4357295, -111.9198991 33.4356353)",1,445.19,tertiary,5,25,25 mph,1,1200,walk,,
49,South McAllister Avenue,5624529,65,66,1,"LINESTRING (-111.9288523 33.4180544, -111.9288521 33.417747, -111.9288571 33.4176455, -111.928875 33.417525, -111.9288928 33.4174421, -111.9289101 33.4173761, -111.9289519 33.4172679, -111.9290111 33.4171412, -111.9290658 33.4170466, -111.9291629 33.4169067, -111.929263 33.4167865, -111.929412 33.4166399)",1,170.93,tertiary,5,25,25 mph,1,1200,walk,,
50,South McAllister Avenue,5624529,66,65,1,"LINESTRING (-111.929412 33.4166399, -111.929263 33.4167865, -111.9291629 33.4169067, -111.9290658 33.4170466, -111.9290111 33.4171412, -111.9289519 33.4172679, -111.9289101 33.4173761, -111.9288928 33.4174421, -111.928875 33.417525, -111.9288571 33.4176455, -111.9288521 33.417747, -111.9288523 33.4180544)",1,170.93,tertiary,5,25,25 mph,1,1200,walk,,
51,East 14th Street,5627987,67,68,1,"LINESTRING (-111.9370709 33.4135303, -111.9370103 33.4135308, -111.9356527 33.4135417, -111.9350416 33.4135466, -111.9350168 33.4135468, -111.9349328 33.4135475)",1,198.46,residential,6,25,25 mph,,1000,walk,,
52,East 14th Street,5627987,69,67,1,"LINESTRING (-111.9398917 33.4135032, -111.9397607 33.4135045, -111.9388244 33.4135135, -111.9371376 33.4135297, -111.9370709 33.4135303)",1,261.83,residential,6,25,25 mph,,1000,walk,,
53,West Romo Jones Street,5628230,29,70,1,"LINESTRING (-111.9499627 33.4199752, -111.9500313 33.4199752, -111.9521192 33.4199752, -111.9522017 33.4199752)",1,207.80,residential,6,25,25 mph,,1000,walk,,
54,West Broadway Road,5634388,71,72,1,"LINESTRING (-111.9405939 33.4074032, -111.9407309 33.407404, -111.9411443 33.4074008, -111.9419779 33.4073972)",1,128.47,secondary,4,60,,2,3200,walk,,
55,West Broadway Road,5634388,72,73,1,"LINESTRING (-111.9419779 33.4073972, -111.9429557 33.4073853, -111.9433255 33.4073787)",1,125.11,secondary,4,60,,2,3200,walk,,
56,West Broadway Road,5634388,73,72,1,"LINESTRING (-111.9433255 33.4073787, -111.9429557 33.4073853, -111.9419779 33.4073972)",1,125.11,secondary,4,60,,3,4800,walk,,
57,West Broadway Road,5634388,72,71,1,"LINESTRING (-111.9419779 33.4073972, -111.9411443 33.4074008, -111.9407309 33.407404, -111.9405939 33.4074032)",1,128.47,secondary,4,60,,3,4800,walk,,
58,East Broadway Road,5635238,74,75,1,"LINESTRING (-111.934416 33.4074528, -111.934373 33.4074531)",1,3.99,secondary,4,60,,3,4800,walk,,
59,East Broadway Road,5635238,75,74,1,"LINESTRING (-111.934373 33.4074531, -111.934416 33.4074528)",1,3.99,secondary,4,60,,2,3200,walk,,
60,East 8th Street,5636208,76,77,1,"LINESTRING (-111.9128246 33.4194946, -111.9127433 33.4194949, -111.9122342 33.4194998, -111.9120722 33.4195014, -111.9105172 33.4195163, -111.910374 33.4195177, -111.9092621 33.4195286, -111.9092373 33.4195288, -111.9090775 33.4195301)",1,347.79,tertiary,5,30,30 mph,1,1200,walk,,
61,East 8th Street,5636208,78,79,1,"LINESTRING (-111.9177134 33.4194298, -111.9176168 33.4194087, -111.9173196 33.4193593, -111.9170322 33.4193213, -111.9168666 33.419308, -111.916717 33.4193031, -111.9166016 33.4193018, -111.9164695 33.419305, -111.916334 33.4193119, -111.9160709 33.4193332, -111.915848 33.4193497, -111.91545 33.4193819, -111.9153448 33.419389, -111.9147769 33.4194379, -111.9146898 33.4194459)",1,282.64,tertiary,5,30,30 mph,1,1200,walk,,
62,East 8th Street,5636208,79,76,1,"LINESTRING (-111.9146898 33.4194459, -111.9139688 33.4194872, -111.9137708 33.4194908, -111.9135784 33.4194934, -111.9128246 33.4194946)",1,173.27,tertiary,5,30,30 mph,1,1200,walk,,
63,East 8th Street,5636208,80,78,1,"LINESTRING (-111.9262379 33.4209763, -111.9261191 33.4209521, -111.9243796 33.4205801, -111.9231296 33.4203038, -111.9228177 33.4202356, -111.9213751 33.4199457, -111.9211467 33.4198978, -111.9206349 33.4197953, -111.9204294 33.41976, -111.9202339 33.4197269, -111.9200708 33.419705, -111.9189322 33.4195811, -111.9187723 33.4195638, -111.9184474 33.4195264, -111.9181661 33.4194884, -111.917792 33.4194378, -111.9177134 33.4194298)",1,810.62,tertiary,5,30,30 mph,1,1200,walk,,
64,East 8th Street,5636208,77,76,1,"LINESTRING (-111.9090775 33.4195301, -111.9092373 33.4195288, -111.9092621 33.4195286, -111.910374 33.4195177, -111.9105172 33.4195163, -111.9120722 33.4195014, -111.9122342 33.4194998, -111.9127433 33.4194949, -111.9128246 33.4194946)",1,347.79,tertiary,5,30,30 mph,1,1200,walk,,
65,East 8th Street,5636208,76,79,1,"LINESTRING (-111.9128246 33.4194946, -111.9135784 33.4194934, -111.9137708 33.4194908, -111.9139688 33.4194872, -111.9146898 33.4194459)",1,173.27,tertiary,5,30,30 mph,1,1200,walk,,
66,East 8th Street,5636208,79,78,1,"LINESTRING (-111.9146898 33.4194459, -111.9147769 33.4194379, -111.9153448 33.419389, -111.91545 33.4193819, -111.915848 33.4193497, -111.9160709 33.4193332, -111.916334 33.4193119, -111.9164695 33.419305, -111.9166016 33.4193018, -111.916717 33.4193031, -111.9168666 33.419308, -111.9170322 33.4193213, -111.9173196 33.4193593, -111.9176168 33.4194087, -111.9177134 33.4194298)",1,282.64,tertiary,5,30,30 mph,1,1200,walk,,
67,East 8th Street,5636208,78,80,1,"LINESTRING (-111.9177134 33.4194298, -111.917792 33.4194378, -111.9181661 33.4194884, -111.9184474 33.4195264, -111.9187723 33.4195638, -111.9189322 33.4195811, -111.9200708 33.419705, -111.9202339 33.4197269, -111.9204294 33.41976, -111.9206349 33.4197953, -111.9211467 33.4198978, -111.9213751 33.4199457, -111.9228177 33.4202356, -111.9231296 33.4203038, -111.9243796 33.4205801, -111.9261191 33.4209521, -111.9262379 33.4209763)",1,810.62,tertiary,5,30,30 mph,1,1200,walk,,
68,West Elna Rae Street,5637667,81,82,1,"LINESTRING (-111.9522017 33.4196958, -111.9522829 33.4196961, -111.9564084 33.4197094, -111.9564865 33.4197096)",1,397.67,residential,6,25,25 mph,,1000,walk,,
69,South Chief Jones Way,5638085,83,84,1,"LINESTRING (-111.9147513 33.4161512, -111.9147517 33.4160861, -111.9147537 33.4157305, -111.9147539 33.4157009, -111.9147542 33.4156411, -111.9147544 33.4156038, -111.9147566 33.4152076, -111.914757 33.4149214, -111.9147571 33.4149095, -111.9147587 33.4148409)",1,145.70,residential,6,25,25 mph,2,2000,walk,,
70,South Wilson Street,5639627,85,86,1,"LINESTRING (-111.9457642 33.4146384, -111.9457671 33.4146087, -111.9457758 33.4145768, -111.9457752 33.4145565, -111.9457765 33.4144928, -111.9457819 33.4144643, -111.9457933 33.4144368, -111.9457973 33.4144077, -111.9458013 33.4142662, -111.9457982 33.4139106)",1,81.28,residential,6,25,25 mph,,1000,walk,,
71,South Wilson Street,5639627,87,85,1,"LINESTRING (-111.9457638 33.4160717, -111.945763 33.4160179, -111.9457642 33.4146384)",1,159.38,residential,6,25,25 mph,,1000,walk,,
72,South Wilson Street,5639627,88,87,1,"LINESTRING (-111.9457671 33.4168277, -111.9457666 33.4167722, -111.9457646 33.4163699, -111.9457632 33.416124, -111.9457638 33.4160717)",1,84.06,residential,6,25,25 mph,,1000,walk,,
73,South Wilson Street,5639627,89,88,1,"LINESTRING (-111.9457633 33.4177924, -111.9457632 33.4177333, -111.9457653 33.4173081, -111.945765 33.4171979, -111.9457667 33.4168797, -111.9457671 33.4168277)",1,107.27,residential,6,25,25 mph,,1000,walk,,
74,South Wilson Street,5639627,90,89,1,"LINESTRING (-111.9457704 33.4194034, -111.9457698 33.4193459, -111.945768 33.4186953, -111.9457666 33.4182435, -111.9457633 33.4178422, -111.9457633 33.4177924)",1,179.14,residential,6,25,25 mph,,1000,walk,,
75,South Wilson Street,5639627,91,90,1,"LINESTRING (-111.9457723 33.42064, -111.9457719 33.4205854, -111.94577 33.4197848, -111.94577 33.4194559, -111.9457704 33.4194034)",1,137.50,residential,6,25,25 mph,,1000,walk,,
76,South Wilson Street,5639627,92,91,1,"LINESTRING (-111.9457689 33.4218985, -111.945768 33.4217795, -111.9457694 33.4215993, -111.9457706 33.42147, -111.9457708 33.4214052, -111.9457709 33.4213796, -111.9457706 33.4210818, -111.9457715 33.4209177, -111.9457718 33.4206907, -111.9457723 33.42064)",1,139.94,residential,6,25,25 mph,,1000,walk,,
77,South Forest Avenue,5640924,93,959,1,"LINESTRING (-111.936615 33.416205, -111.9366127 33.4161377, -111.9366121 33.4161007, -111.936606 33.4154179, -111.9366028 33.4150954, -111.9366013 33.4149437, -111.9365974 33.4148035, -111.9365984 33.414741)",1,162.80,residential,6,15,15 mph,,1000,walk,,
78,South Forest Avenue,5640924,95,93,1,"LINESTRING (-111.9366324 33.4174773, -111.9366283 33.4173869, -111.9366279 33.4173593, -111.9366153 33.4163183, -111.9366156 33.4162727, -111.936615 33.416205)",1,141.49,residential,6,15,15 mph,,1000,walk,,
79,East Spence Avenue,5641525,96,97,1,"LINESTRING (-111.9182827 33.4128801, -111.9180384 33.4128801, -111.9178298 33.4128768, -111.9177056 33.4128801, -111.9176562 33.4128801, -111.917487 33.4128913, -111.9171647 33.4129384, -111.9170917 33.4129492)",1,111.16,residential,6,25,25 mph,,1000,walk,,
80,East Spence Avenue,5641525,98,96,1,"LINESTRING (-111.919406 33.4128773, -111.9182827 33.4128801)",1,104.26,residential,6,25,25 mph,,1000,walk,,
81,East Spence Avenue,5641525,99,98,1,"LINESTRING (-111.9203406 33.412875, -111.919406 33.4128773)",1,86.75,residential,6,25,25 mph,,1000,walk,,
82,East Spence Avenue,5641525,100,99,1,"LINESTRING (-111.920428 33.4128747, -111.9203406 33.412875)",1,8.11,residential,6,25,25 mph,,1000,walk,,
83,East Spence Avenue,5641525,101,100,1,"LINESTRING (-111.920965 33.4128734, -111.920428 33.4128747)",1,49.84,residential,6,25,25 mph,,1000,walk,,
84,East Spence Avenue,5641525,102,101,1,"LINESTRING (-111.92199 33.4128709, -111.921822 33.4128713, -111.9215278 33.412872, -111.921084 33.4128731, -111.920965 33.4128734)",1,95.14,residential,6,25,25 mph,,1000,walk,,
85,East Spence Avenue,5641525,103,104,1,"LINESTRING (-111.9232576 33.4128738, -111.92287 33.4128709, -111.922591 33.4128699)",1,61.87,residential,6,25,25 mph,,1000,walk,,
86,East Spence Avenue,5641525,105,103,1,"LINESTRING (-111.926297 33.4128826, -111.9261374 33.4128828, -111.9258245 33.4128823, -111.9253379 33.4128799, -111.9251549 33.4128723, -111.92499 33.4128728, -111.9239695 33.4128764, -111.9238554 33.4128747, -111.9234186 33.412874, -111.9232576 33.4128738)",1,282.13,residential,6,25,25 mph,,1000,walk,,
87,East Spence Avenue,5641525,104,102,1,"LINESTRING (-111.922591 33.4128699, -111.9220742 33.4128709, -111.92199 33.4128709)",1,55.78,residential,6,25,25 mph,,1000,walk,,
88,East 10th Street,5643860,106,992,1,"LINESTRING (-111.9381322 33.4190867, -111.93819 33.4190773, -111.9385248 33.4190744, -111.9394786 33.4190668, -111.939769 33.4190666, -111.939803 33.4190672, -111.9398533 33.4190667)",1,159.84,residential,6,15,15 mph,,1000,walk,,
89,South Jentilly Lane,5644695,108,109,1,"LINESTRING (-111.9237216 33.4075795, -111.9236831 33.4076429, -111.9236776 33.407652, -111.9236733 33.4078963, -111.9237187 33.4079673)",1,45.15,residential,6,25,25 mph,1,1000,walk,,
90,North Mill Avenue,5647675,110,111,1,"LINESTRING (-111.9406317 33.4333828, -111.9407936 33.4337667, -111.9409435 33.4340735, -111.9411263 33.4344126, -111.9413153 33.4347288, -111.9416015 33.4351761, -111.9416739 33.4352877)",1,233.23,primary,3,35,35 mph,2,3600,walk,,
91,South Dorsey Lane,5654651,112,113,1,"LINESTRING (-111.9177365 33.4183756, -111.9177363 33.4183346, -111.9177392 33.4180243, -111.9177396 33.4176616)",1,79.39,tertiary,5,25,25 mph,1,1200,walk,,
92,South Dorsey Lane,5654651,78,112,1,"LINESTRING (-111.9177134 33.4194298, -111.917718 33.4193527, -111.9177198 33.4191579, -111.9177227 33.4188596, -111.9177265 33.4187385, -111.9177288 33.4186566, -111.9177338 33.418453, -111.9177365 33.4183756)",1,117.25,tertiary,5,25,25 mph,1,1200,walk,,
93,South Dorsey Lane,5654651,113,114,1,"LINESTRING (-111.9177396 33.4176616, -111.9177421 33.4175136, -111.9177371 33.4172259, -111.9177348 33.4170915, -111.917732 33.4169334, -111.9177293 33.4166715)",1,110.10,tertiary,5,25,25 mph,1,1200,walk,,
94,South Dorsey Lane,5654651,114,115,1,"LINESTRING (-111.9177293 33.4166715, -111.9177267 33.4165416, -111.9177226 33.4163311, -111.9177125 33.4158253, -111.9177123 33.4158152, -111.9177087 33.4156761, -111.9177018 33.415344, -111.9177008 33.4152963, -111.9177006 33.4152855, -111.9176985 33.4151844)",1,165.38,tertiary,5,25,25 mph,1,1200,walk,,
95,South Dorsey Lane,5654651,116,78,1,"LINESTRING (-111.9177082 33.4200246, -111.9177083 33.4199793, -111.9177082 33.4199039, -111.9177094 33.4195955, -111.91771 33.4195026, -111.9177134 33.4194298)",1,66.15,tertiary,5,25,25 mph,1,1200,walk,,
96,South Dorsey Lane,5654651,78,116,1,"LINESTRING (-111.9177134 33.4194298, -111.91771 33.4195026, -111.9177094 33.4195955, -111.9177082 33.4199039, -111.9177083 33.4199793, -111.9177082 33.4200246)",1,66.15,tertiary,5,25,25 mph,1,1200,walk,,
97,South Dorsey Lane,5654651,112,78,1,"LINESTRING (-111.9177365 33.4183756, -111.9177338 33.418453, -111.9177288 33.4186566, -111.9177265 33.4187385, -111.9177227 33.4188596, -111.9177198 33.4191579, -111.917718 33.4193527, -111.9177134 33.4194298)",1,117.25,tertiary,5,25,25 mph,1,1200,walk,,
98,South Dorsey Lane,5654651,113,112,1,"LINESTRING (-111.9177396 33.4176616, -111.9177392 33.4180243, -111.9177363 33.4183346, -111.9177365 33.4183756)",1,79.39,tertiary,5,25,25 mph,1,1200,walk,,
